source_command_id,source_param,target_command_id,target_param,condition_value,condition_expression,dep_type
UDG:DSP NATSESSION,QUERYTYPE,UDG:DSP NATSESSION,MSISDN,MSISDN,该参数在“QUERYTYPE”配置为“MSISDN”时为必选参数。,intra_command
UDG:DSP NATSESSION,QUERYTYPE,UDG:DSP NATSESSION,IMSI,IMSI,该参数在“QUERYTYPE”配置为“IMSI”时为必选参数。,intra_command
UDG:DSP NATSESSION,QUERYTYPE,UDG:DSP NATSESSION,VPNNAME,IPV4,该参数在“QUERYTYPE”配置为“IPV4” 或 “IPV6”时为必选参数。,intra_command
UDG:DSP NATSESSION,QUERYTYPE,UDG:DSP NATSESSION,IPV4,IPV4,该参数在“QUERYTYPE”配置为“IPV4”时为必选参数。,intra_command
UDG:DSP NATSESSION,QUERYTYPE,UDG:DSP NATSESSION,IPV6,IPV6,该参数在“QUERYTYPE”配置为“IPV6”时为必选参数。,intra_command
UDG:DSP NATSTATICMAPPING,QUERYTYPE,UDG:DSP NATSTATICMAPPING,INSIDEIPV4,INSIDEIPV4,该参数在“QUERYTYPE”配置为“INSIDEIPV4”时为必选参数。,intra_command
UDG:DSP NATSTATICMAPPING,QUERYTYPE,UDG:DSP NATSTATICMAPPING,PORT,GLOBALIPV4,该参数在“QUERYTYPE”配置为“GLOBALIPV4”时为必选参数。,intra_command
UDG:EXP LOG,SWITCH,UDG:EXP LOG,IPVERSION,ENABLE,该参数在“SWITCH”配置为“ENABLE”时为必选参数。,intra_command
UDG:EXP LOG,SWITCH,UDG:EXP LOG,IPV4,ENABLE,该参数在“SWITCH”配置为“ENABLE”时为可选参数。,intra_command
UDG:EXP LOG,SWITCH,UDG:EXP LOG,IPV6,ENABLE,该参数在“SWITCH”配置为“ENABLE”时为可选参数。,intra_command
UDG:EXP LOG,SWITCH,UDG:EXP LOG,PORT,ENABLE,该参数在“SWITCH”配置为“ENABLE”时为必选参数。,intra_command
UDG:EXP LOG,SWITCH,UDG:EXP LOG,USER,ENABLE,该参数在“SWITCH”配置为“ENABLE”时为必选参数。,intra_command
UDG:EXP LOG,SWITCH,UDG:EXP LOG,PASSWORD,ENABLE,该参数在“SWITCH”配置为“ENABLE”时为必选参数。,intra_command
UDG:EXP LOG,SWITCH,UDG:EXP LOG,REMOTEPATH,ENABLE,该参数在“SWITCH”配置为“ENABLE”时为必选参数。,intra_command
UDG:SET DNSINFO,SELECT,UDG:SET DNSINFO,CONFIGURATION,CONFIGURATION,该参数在“SELECT”配置为“CONFIGURATION” 或 “ALL”时为必选参数。,intra_command
UDG:SET DNSINFO,SELECT,UDG:SET DNSINFO,USERNAME,AUTHINFO,该参数在“SELECT”配置为“AUTHINFO” 或 “ALL”时为必选参数。,intra_command
UDG:SET DNSINFO,SELECT,UDG:SET DNSINFO,PASSWORD,AUTHINFO,该参数在“SELECT”配置为“AUTHINFO” 或 “ALL”时为必选参数。,intra_command
UDG:EXC DNSCFGTASK,TASKACT,UDG:EXC DNSCFGTASK,TASKID,INIT,该参数在“TASKACT”配置为“INIT”、“DEPLOY” 或 “CLEAR”时为必选参数。,intra_command
UDG:EXC DNSCFGTASK,TASKACT,UDG:EXC DNSCFGTASK,SERVERNAME,DEPLOY,该参数在“TASKACT”配置为“DEPLOY”时为必选参数。,intra_command
UDG:SET DNSIPRESOURCE,IPVERSION,UDG:SET DNSIPRESOURCE,IPV4ADDRS,IPV4,该参数在“IPVERSION”配置为“IPV4” 或 “IPV4_IPV6”时为必选参数。,intra_command
UDG:SET DNSIPRESOURCE,IPVERSION,UDG:SET DNSIPRESOURCE,IPV6ADDRS,IPV6,该参数在“IPVERSION”配置为“IPV6” 或 “IPV4_IPV6”时为必选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,VIEWNAME,A,该参数在“TYPE”配置为“A”、“AAAA”、“NS”、“SRV” 或 “NAPTR”时为可选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,ZONE,A,该参数在“TYPE”配置为“A”、“AAAA”、“NS”、“SRV” 或 “NAPTR”时为必选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,DOMAIN,A,该参数在“TYPE”配置为“A”、“AAAA”、“NS”、“SRV” 或 “NAPTR”时为必选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,IP,A,该参数在“TYPE”配置为“A” 或 “AAAA”时为必选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,PRIORITY,SRV,该参数在“TYPE”配置为“SRV”时为必选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,WEIGHT,SRV,该参数在“TYPE”配置为“SRV”时为必选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,PORT,SRV,该参数在“TYPE”配置为“SRV”时为必选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,TARGET,SRV,该参数在“TYPE”配置为“SRV”时为必选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,ORDER,NAPTR,该参数在“TYPE”配置为“NAPTR”时为必选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,PREFERENCE,NAPTR,该参数在“TYPE”配置为“NAPTR”时为必选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,FLAGS,NAPTR,该参数在“TYPE”配置为“NAPTR”时为必选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,SERVICE,NAPTR,该参数在“TYPE”配置为“NAPTR”时为必选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,REGEXP,NAPTR,该参数在“TYPE”配置为“NAPTR”时为可选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,REPLACEMENT,NAPTR,该参数在“TYPE”配置为“NAPTR”时为必选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,NAMESERVER,NS,该参数在“TYPE”配置为“NS”时为必选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,NEW_TTL,SRV,该参数在“TYPE”配置为“SRV” 或 “NAPTR”时为可选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,MOD_NAPTR_TYPE,NAPTR,该参数在“TYPE”配置为“NAPTR”时为可选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,MOD_SRV_TYPE,SRV,该参数在“TYPE”配置为“SRV”时为可选参数。,intra_command
UDG:MOD RESREC,MOD_SRV_TYPE,UDG:MOD RESREC,NEW_PRIORITY,SRV_PRIORITY,该参数在“MOD_SRV_TYPE”配置为“SRV_PRIORITY” 或 “SRV_PRIORITY_AND_WEIGHT”时为必选参数。,intra_command
UDG:MOD RESREC,MOD_SRV_TYPE,UDG:MOD RESREC,NEW_WEIGHT,SRV_WEIGHT,该参数在“MOD_SRV_TYPE”配置为“SRV_WEIGHT” 或 “SRV_PRIORITY_AND_WEIGHT”时为必选参数。,intra_command
UDG:MOD RESREC,MOD_NAPTR_TYPE,UDG:MOD RESREC,NEW_ORDER,NAPTR_ORDER,该参数在“MOD_NAPTR_TYPE”配置为“NAPTR_ORDER” 或 “NAPTR_ORDER_PREFERENCE”时为必选参数。,intra_command
UDG:MOD RESREC,MOD_NAPTR_TYPE,UDG:MOD RESREC,NEW_PREFERENCE,NAPTR_PREFERENCE,该参数在“MOD_NAPTR_TYPE”配置为“NAPTR_PREFERENCE” 或 “NAPTR_ORDER_PREFERENCE”时为必选参数。,intra_command
UDG:MOD RESREC,TYPE,UDG:MOD RESREC,NEW_SERVICE,NAPTR,该参数在“TYPE”配置为“NAPTR”时为可选参数。,intra_command
UDG:RMV RESREC,TYPE,UDG:RMV RESREC,VIEWNAME,A,该参数在“TYPE”配置为“A”、“NAPTR”、“SRV”、“AAAA” 或 “NS”时为可选参数。,intra_command
UDG:RMV RESREC,TYPE,UDG:RMV RESREC,ZONE,A,该参数在“TYPE”配置为“A”、“NAPTR”、“SRV”、“AAAA” 或 “NS”时为必选参数。,intra_command
UDG:RMV RESREC,TYPE,UDG:RMV RESREC,DOMAIN,A,该参数在“TYPE”配置为“A”、“NAPTR”、“SRV”、“AAAA” 或 “NS”时为必选参数。,intra_command
UDG:RMV RESREC,TYPE,UDG:RMV RESREC,IP,A,该参数在“TYPE”配置为“A” 或 “AAAA”时为可选参数。,intra_command
UDG:RMV RESREC,TYPE,UDG:RMV RESREC,PRIORITY,SRV,该参数在“TYPE”配置为“SRV”时为必选参数。,intra_command
UDG:RMV RESREC,TYPE,UDG:RMV RESREC,WEIGHT,SRV,该参数在“TYPE”配置为“SRV”时为必选参数。,intra_command
UDG:RMV RESREC,TYPE,UDG:RMV RESREC,PORT,SRV,该参数在“TYPE”配置为“SRV”时为必选参数。,intra_command
UDG:RMV RESREC,TYPE,UDG:RMV RESREC,TARGET,SRV,该参数在“TYPE”配置为“SRV”时为必选参数。,intra_command
UDG:RMV RESREC,TYPE,UDG:RMV RESREC,ORDER,NAPTR,该参数在“TYPE”配置为“NAPTR”时为必选参数。,intra_command
UDG:RMV RESREC,TYPE,UDG:RMV RESREC,PREFERENCE,NAPTR,该参数在“TYPE”配置为“NAPTR”时为必选参数。,intra_command
UDG:RMV RESREC,TYPE,UDG:RMV RESREC,FLAGS,NAPTR,该参数在“TYPE”配置为“NAPTR”时为必选参数。,intra_command
UDG:RMV RESREC,TYPE,UDG:RMV RESREC,SERVICE,NAPTR,该参数在“TYPE”配置为“NAPTR”时为必选参数。,intra_command
UDG:RMV RESREC,TYPE,UDG:RMV RESREC,REPLACEMENT,NAPTR,该参数在“TYPE”配置为“NAPTR”时为必选参数。,intra_command
UDG:RMV RESREC,TYPE,UDG:RMV RESREC,NAMESERVER,NS,该参数在“TYPE”配置为“NS”时为必选参数。,intra_command
UDG:RMV RESREC,TYPE,UDG:RMV RESREC,REGEXP,NAPTR,该参数在“TYPE”配置为“NAPTR”时为可选参数。,intra_command
UDG:ADD RESREC,TYPE,UDG:ADD RESREC,VIEWNAME,SRV,该参数在“TYPE”配置为“SRV”、“A”、“AAAA”、“NAPTR” 或 “NS”时为可选参数。,intra_command
UDG:ADD RESREC,TYPE,UDG:ADD RESREC,ZONE,SRV,该参数在“TYPE”配置为“SRV”、“A”、“AAAA”、“NAPTR” 或 “NS”时为必选参数。,intra_command
UDG:ADD RESREC,TYPE,UDG:ADD RESREC,DOMAIN,SRV,该参数在“TYPE”配置为“SRV”、“A”、“AAAA”、“NAPTR” 或 “NS”时为必选参数。,intra_command
UDG:ADD RESREC,TYPE,UDG:ADD RESREC,TTL,SRV,该参数在“TYPE”配置为“SRV”、“A”、“AAAA”、“NAPTR” 或 “NS”时为可选参数。,intra_command
UDG:ADD RESREC,TYPE,UDG:ADD RESREC,IP,A,该参数在“TYPE”配置为“A” 或 “AAAA”时为必选参数。,intra_command
UDG:ADD RESREC,TYPE,UDG:ADD RESREC,PRIORITY,SRV,该参数在“TYPE”配置为“SRV”时为必选参数。,intra_command
UDG:ADD RESREC,TYPE,UDG:ADD RESREC,WEIGHT,SRV,该参数在“TYPE”配置为“SRV”时为必选参数。,intra_command
UDG:ADD RESREC,TYPE,UDG:ADD RESREC,PORT,SRV,该参数在“TYPE”配置为“SRV”时为必选参数。,intra_command
UDG:ADD RESREC,TYPE,UDG:ADD RESREC,TARGET,SRV,该参数在“TYPE”配置为“SRV”时为必选参数。,intra_command
UDG:ADD RESREC,TYPE,UDG:ADD RESREC,ORDER,NAPTR,该参数在“TYPE”配置为“NAPTR”时为必选参数。,intra_command
UDG:ADD RESREC,TYPE,UDG:ADD RESREC,PREFERENCE,NAPTR,该参数在“TYPE”配置为“NAPTR”时为必选参数。,intra_command
UDG:ADD RESREC,TYPE,UDG:ADD RESREC,FLAGS,NAPTR,该参数在“TYPE”配置为“NAPTR”时为必选参数。,intra_command
UDG:ADD RESREC,TYPE,UDG:ADD RESREC,SERVICE,NAPTR,该参数在“TYPE”配置为“NAPTR”时为必选参数。,intra_command
UDG:ADD RESREC,TYPE,UDG:ADD RESREC,REGEXP,NAPTR,该参数在“TYPE”配置为“NAPTR”时为可选参数。,intra_command
UDG:ADD RESREC,TYPE,UDG:ADD RESREC,REPLACEMENT,NAPTR,该参数在“TYPE”配置为“NAPTR”时为必选参数。,intra_command
UDG:ADD RESREC,TYPE,UDG:ADD RESREC,NAMESERVER,NS,该参数在“TYPE”配置为“NS”时为必选参数。,intra_command
UDG:LST RESREC,TYPE,UDG:LST RESREC,VIEWNAME,A,该参数在“TYPE”配置为“A”、“AAAA”、“NAPTR”、“SRV” 或 “NS”时为可选参数。,intra_command
UDG:LST RESREC,TYPE,UDG:LST RESREC,ZONE,A,该参数在“TYPE”配置为“A”、“AAAA”、“NAPTR”、“SRV” 或 “NS”时为必选参数。,intra_command
UDG:LST RESREC,TYPE,UDG:LST RESREC,DOMAIN,A,该参数在“TYPE”配置为“A”、“AAAA”、“NAPTR”、“SRV” 或 “NS”时为可选参数。,intra_command
UDG:LST RESREC,TYPE,UDG:LST RESREC,START,A,该参数在“TYPE”配置为“A”、“AAAA”、“NAPTR”、“SRV” 或 “NS”时为可选参数。,intra_command
UDG:LST RESREC,TYPE,UDG:LST RESREC,COUNT,A,该参数在“TYPE”配置为“A”、“AAAA”、“NAPTR”、“SRV” 或 “NS”时为可选参数。,intra_command
UDG:MOD SFIPSRVIP,IPVERSION,UDG:MOD SFIPSRVIP,IPV4ADDR,IPV4,该参数在“IPVERSION”配置为“IPV4” 或 “IPV4_IPV6”时为必选参数。,intra_command
UDG:MOD SFIPSRVIP,IPVERSION,UDG:MOD SFIPSRVIP,IPV6ADDR,IPV6,该参数在“IPVERSION”配置为“IPV6” 或 “IPV4_IPV6”时为必选参数。,intra_command
UDG:ADD SFIPSRVIP,IPVERSION,UDG:ADD SFIPSRVIP,IPV4ADDR,IPV4,该参数在“IPVERSION”配置为“IPV4” 或 “IPV4_IPV6”时为必选参数。,intra_command
UDG:ADD SFIPSRVIP,IPVERSION,UDG:ADD SFIPSRVIP,IPV6ADDR,IPV6,该参数在“IPVERSION”配置为“IPV6” 或 “IPV4_IPV6”时为必选参数。,intra_command
UDG:SET TOEVALUATEPARA,TOEVASWITCH,UDG:SET TOEVALUATEPARA,TOEVASAMPRATIO,ENABLE,该参数在“TOEVASWITCH”配置为“ENABLE”时为可选参数。,intra_command
UDG:SET TOFLOWAGINGCFG,FLOWAGINGSWITCH,UDG:SET TOFLOWAGINGCFG,FLOWAGINGTIME,ENABLE,该参数在“FLOWAGINGSWITCH”配置为“ENABLE”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,TCPCUBICBETA,CUBIC,该参数在“CCALG”配置为“CUBIC”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,TCPCUBICHYSTART,CUBIC,该参数在“CCALG”配置为“CUBIC”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,HYSTARTLOWWIN,CUBIC,该参数在“CCALG”配置为“CUBIC”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRUSEPKTCVS,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRUSE2BDP,EBBR,该参数在“CCALG”配置为“EBBR”时为必选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRUSELCYCLE,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRLOTGEXSTUP,EBBR,该参数在“CCALG”配置为“EBBR”时为必选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRCRETGCWCP,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRRTTCNTINPB,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRSPLTACKRT,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRCOMPAGGR,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRAGGRDLEX,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRDRAININRB,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRAARCWND,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRAARCWNDRD,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRTREPBW,EBBR,该参数在“CCALG”配置为“EBBR”时为必选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRTREPRTT,EBBR,该参数在“CCALG”配置为“EBBR”时为必选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRELBTECC,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRTRPCYINF,EBBR,该参数在“CCALG”配置为“EBBR”时为必选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRTRPCYINFTR,EBBR,该参数在“CCALG”配置为“EBBR”时为必选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBREPIFRTTTB,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRAGRCWNDGA,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRLTLOSSTH,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRFULLLOSSCNT,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRLOSTRSTART,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBREPOCHMS,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRINFALWMS,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRAGGRDEWINS,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRMAXAGRDLMS,EBBR,该参数在“CCALG”配置为“EBBR”时为必选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBREPBWUMCNT,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBREPINFCNTTR,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRINFEPMAXCT,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRBWDIFF,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBREPLBWMAXCT,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRMINDECFAC,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRINFUPTRSH,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRMAXINFUPCT,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRINFINCCTTR,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRINFINCMAXCT,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRENABLEPERF,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRPERFMINDEL,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRPERFMINRATE,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRPERFMAXRATE,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET TOALGCFG,CCALG,UDG:SET TOALGCFG,EBBRPERFMAXDEL,EBBR,该参数在“CCALG”配置为“EBBR”时为可选参数。,intra_command
UDG:SET RPTENCRYPT,ENCRYMODE,UDG:SET RPTENCRYPT,ENCRYALGORI,USER_DEFINED,该参数在“ENCRYMODE”配置为“USER_DEFINED”时为必选参数。,intra_command
UDG:SET RPTENCRYPT,ENCRYMODE,UDG:SET RPTENCRYPT,PSWDKEY,USER_DEFINED,该参数在“ENCRYMODE”配置为“USER_DEFINED”时为必选参数。,intra_command
UDG:SET RPTENCRYPT,ENCRYMODE,UDG:SET RPTENCRYPT,PSWDKEYCONFIRM,USER_DEFINED,该参数在“ENCRYMODE”配置为“USER_DEFINED”时为必选参数。,intra_command
UDG:SET RPTRATELT,SSGUSRRSDSW,UDG:SET RPTRATELT,SSGUSRRSDPERIOD,ENABLE,该参数在“SSGUSRRSDSW”配置为“ENABLE”时为可选参数。,intra_command
UDG:MOD RPTSVRADDR,IPTYPE,UDG:MOD RPTSVRADDR,IPV4_ADDR,IPV4,该参数在“IPTYPE”配置为“IPV4”时为必选参数。,intra_command
UDG:MOD RPTSVRADDR,IPTYPE,UDG:MOD RPTSVRADDR,IPV6_ADDR,IPV6,该参数在“IPTYPE”配置为“IPV6”时为必选参数。,intra_command
UDG:ADD RPTSVRADDR,IPTYPE,UDG:ADD RPTSVRADDR,IPV4_ADDR,IPV4,该参数在“IPTYPE”配置为“IPV4”时为必选参数。,intra_command
UDG:ADD RPTSVRADDR,IPTYPE,UDG:ADD RPTSVRADDR,IPV6_ADDR,IPV6,该参数在“IPTYPE”配置为“IPV6”时为必选参数。,intra_command
UDG:MOD RPTPROTOCOLMAP,PROTOCOLLEVEL,UDG:MOD RPTPROTOCOLMAP,PROTOCOLNAME,PROTOCOL,该参数在“PROTOCOLLEVEL”配置为“PROTOCOL”时为必选参数。,intra_command
UDG:MOD RPTPROTOCOLMAP,PROTOCOLLEVEL,UDG:MOD RPTPROTOCOLMAP,PROTGROUPNAME,PROTOCOLGROUP,该参数在“PROTOCOLLEVEL”配置为“PROTOCOLGROUP”时为必选参数。,intra_command
UDG:RMV RPTPROTOCOLMAP,PROTOCOLLEVEL,UDG:RMV RPTPROTOCOLMAP,PROTOCOLNAME,PROTOCOL,该参数在“PROTOCOLLEVEL”配置为“PROTOCOL”时为必选参数。,intra_command
UDG:RMV RPTPROTOCOLMAP,PROTOCOLLEVEL,UDG:RMV RPTPROTOCOLMAP,PROTGROUPNAME,PROTOCOLGROUP,该参数在“PROTOCOLLEVEL”配置为“PROTOCOLGROUP”时为必选参数。,intra_command
UDG:ADD RPTPROTOCOLMAP,PROTOCOLLEVEL,UDG:ADD RPTPROTOCOLMAP,PROTOCOLNAME,PROTOCOL,该参数在“PROTOCOLLEVEL”配置为“PROTOCOL”时为必选参数。,intra_command
UDG:ADD RPTPROTOCOLMAP,PROTOCOLLEVEL,UDG:ADD RPTPROTOCOLMAP,PROTGROUPNAME,PROTOCOLGROUP,该参数在“PROTOCOLLEVEL”配置为“PROTOCOLGROUP”时为必选参数。,intra_command
UDG:LST RPTPROTOCOLMAP,PROTOCOLLEVEL,UDG:LST RPTPROTOCOLMAP,PROTOCOLNAME,PROTOCOL,该参数在“PROTOCOLLEVEL”配置为“PROTOCOL”时为必选参数。,intra_command
UDG:LST RPTPROTOCOLMAP,PROTOCOLLEVEL,UDG:LST RPTPROTOCOLMAP,PROTGROUPNAME,PROTOCOLGROUP,该参数在“PROTOCOLLEVEL”配置为“PROTOCOLGROUP”时为必选参数。,intra_command
UDG:MOD RPTPOLICY,USERSELPLYTYPE,UDG:MOD RPTPOLICY,USERSELPLYNAME,SPECIFIC,该参数在“USERSELPLYTYPE”配置为“SPECIFIC”时为必选参数。,intra_command
UDG:ADD RPTPOLICY,USERSELPLYTYPE,UDG:ADD RPTPOLICY,USERSELPLYNAME,SPECIFIC,该参数在“USERSELPLYTYPE”配置为“SPECIFIC”时为必选参数。,intra_command
UDG:DSP RPTSUBSINFO,TYPE,UDG:DSP RPTSUBSINFO,SUBSPOLICYID,SUBS_POLICY,该参数在“TYPE”配置为“SUBS_POLICY”时为可选参数。,intra_command
UDG:DSP RPTSUBSINFO,TYPE,UDG:DSP RPTSUBSINFO,SUBSCONFIGTYPE,SUBS_CONFIG,该参数在“TYPE”配置为“SUBS_CONFIG”时为必选参数。,intra_command
UDG:MOD USERSTATISTICS,FUNCTION,UDG:MOD USERSTATISTICS,RECORDMODE,HIGH_RATE_USRSTATS,该参数在“FUNCTION”配置为“HIGH_RATE_USRSTATS”时为可选参数。,intra_command
UDG:MOD USERSTATISTICS,FUNCTION,UDG:MOD USERSTATISTICS,CALCPERIOD,HIGH_RATE_USRSTATS,该参数在“FUNCTION”配置为“HIGH_RATE_USRSTATS”时为可选参数。,intra_command
UDG:MOD USERSTATISTICS,RECORDMODE,UDG:MOD USERSTATISTICS,HBUSERTHRESHOLD,HIGH_USR_LEARN,该参数在“RECORDMODE”配置为“HIGH_USR_LEARN” 或 “DGBCNT_AND_HIGH_USR_LEARN”时为可选参数。,intra_command
UDG:ADD USERSTATISTICS,FUNCTION,UDG:ADD USERSTATISTICS,RECORDMODE,HIGH_RATE_USRSTATS,该参数在“FUNCTION”配置为“HIGH_RATE_USRSTATS”时为可选参数。,intra_command
UDG:ADD USERSTATISTICS,FUNCTION,UDG:ADD USERSTATISTICS,CALCPERIOD,HIGH_RATE_USRSTATS,该参数在“FUNCTION”配置为“HIGH_RATE_USRSTATS”时为可选参数。,intra_command
UDG:ADD USERSTATISTICS,RECORDMODE,UDG:ADD USERSTATISTICS,HBUSERTHRESHOLD,HIGH_USR_LEARN,该参数在“RECORDMODE”配置为“HIGH_USR_LEARN” 或 “DGBCNT_AND_HIGH_USR_LEARN”时为可选参数。,intra_command
UDG:MOD DRCOMM,IPVERSION,UDG:MOD DRCOMM,COMMIPV4,COMM_IPV4,该参数在“IPVERSION”配置为“COMM_IPV4”时为条件必选参数。,intra_command
