source_command_id,source_param,target_command_id,target_param,condition_value,condition_expression,dep_type
UNC:MOD CDRBACKUP,IPTYPE,UNC:MOD CDRBACKUP,SDESTIPV4,IPV4,该参数在“IPTYPE”配置为“IPV4”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,IPTYPE,UNC:MOD CDRBACKUP,PDESTIPV6,IPV6,该参数在“IPTYPE”配置为“IPV6”时为条件必选参数。,intra_command
UNC:MOD CDRBACKUP,IPTYPE,UNC:MOD CDRBACKUP,SDESTIPV6,IPV6,该参数在“IPTYPE”配置为“IPV6”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,TPTYPE,UNC:MOD CDRBACKUP,TRANSFMT,FTP,该参数在“TPTYPE”配置为“FTP”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,TPTYPE,UNC:MOD CDRBACKUP,USERNAME,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,TPTYPE,UNC:MOD CDRBACKUP,AUTHMODE,SFTP,该参数在“TPTYPE”配置为“SFTP”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,TPTYPE,UNC:MOD CDRBACKUP,PASSWORD,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,AUTHMODE,UNC:MOD CDRBACKUP,KEYFNAME,KEY,该参数在“AUTHMODE”配置为“KEY”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,AUTHMODE,UNC:MOD CDRBACKUP,KEYALGOR,KEY,该参数在“AUTHMODE”配置为“KEY”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,KEYALGOR,UNC:MOD CDRBACKUP,KEYLENGTH,SSH_2RSA,该参数在“KEYALGOR”配置为“SSH_2RSA”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,AUTHMODE,UNC:MOD CDRBACKUP,OLDKPASSWORD,KEY,该参数在“AUTHMODE”配置为“KEY”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,AUTHMODE,UNC:MOD CDRBACKUP,KFPASSWORD,KEY,该参数在“AUTHMODE”配置为“KEY”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,AUTHMODE,UNC:MOD CDRBACKUP,CKFPASSWORD,KEY,该参数在“AUTHMODE”配置为“KEY”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,TPTYPE,UNC:MOD CDRBACKUP,CTRLPORT,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,TPTYPE,UNC:MOD CDRBACKUP,FTPMODE,FTP,该参数在“TPTYPE”配置为“FTP”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,TPTYPE,UNC:MOD CDRBACKUP,TRANSPER,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,TPTYPE,UNC:MOD CDRBACKUP,DATELIST,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,TPTYPE,UNC:MOD CDRBACKUP,TIMELIST,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,TPTYPE,UNC:MOD CDRBACKUP,STARTTIME,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,TPTYPE,UNC:MOD CDRBACKUP,ENDTIME,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,TPTYPE,UNC:MOD CDRBACKUP,STORDAYS,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,TPTYPE,UNC:MOD CDRBACKUP,PERMISSION,SFTP,该参数在“TPTYPE”配置为“SFTP”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,TPTYPE,UNC:MOD CDRBACKUP,LOGAUDIT,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,TPTYPE,UNC:MOD CDRBACKUP,LDTPNAME,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,TPTYPE,UNC:MOD CDRBACKUP,DESTLAPATH,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,DESTSERVER,UNC:MOD CDRBACKUP,LFILETYPE,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,LFILETYPE,UNC:MOD CDRBACKUP,LBACKSRCPATH,CustomPath,该参数在“LFILETYPE”配置为“CustomPath”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,DESTSERVER,UNC:MOD CDRBACKUP,LDESTPATH,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,DESTSERVER,UNC:MOD CDRBACKUP,LTRANSPER,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,DESTSERVER,UNC:MOD CDRBACKUP,LDATELIST,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,DESTSERVER,UNC:MOD CDRBACKUP,LTIMELIST,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,DESTSERVER,UNC:MOD CDRBACKUP,LSTARTTIME,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,DESTSERVER,UNC:MOD CDRBACKUP,LENDTIME,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,DESTSERVER,UNC:MOD CDRBACKUP,LSTORDAYS,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,DESTSERVER,UNC:MOD CDRBACKUP,LLOGAUDIT,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,DESTSERVER,UNC:MOD CDRBACKUP,LLDTPNAME,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,DESTSERVER,UNC:MOD CDRBACKUP,LDESTLAPAT,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,DESTSERVER,UNC:MOD CDRBACKUP,BACKTHREADNUM,UDN,该参数在“DESTSERVER”配置为“UDN” 或 “REMOTE”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,DESTSERVER,UNC:MOD CDRBACKUP,BAKUPDELAY,UDN,该参数在“DESTSERVER”配置为“UDN” 或 “REMOTE”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,DESTSERVER,UNC:MOD CDRBACKUP,ISONEOFFTASK,REMOTE,该参数在“DESTSERVER”配置为“REMOTE”时为条件可选参数。,intra_command
UNC:MOD CDRBACKUP,ISONEOFFTASK,UNC:MOD CDRBACKUP,OSTARTTIME,YES,该参数在“ISONEOFFTASK”配置为“YES”时为条件必选参数。,intra_command
UNC:MOD CDRBACKUP,ISONEOFFTASK,UNC:MOD CDRBACKUP,OENDTIME,YES,该参数在“ISONEOFFTASK”配置为“YES”时为条件必选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,TPTYPE,UDN,该参数在“DESTSERVER”配置为“UDN” 或 “REMOTE”时为条件必选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,FILETYPE,REMOTE,该参数在“DESTSERVER”配置为“REMOTE”时为条件必选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,UFILETYPE,UDN,该参数在“DESTSERVER”配置为“UDN”时为条件必选参数。,intra_command
UNC:ADD CDRBACKUP,FILETYPE,UNC:ADD CDRBACKUP,BACKSRCPATH,CustomPath,该参数在“FILETYPE”配置为“CustomPath”时为条件必选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,DESTPATH,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件必选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,IPTYPE,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件必选参数。,intra_command
UNC:ADD CDRBACKUP,IPTYPE,UNC:ADD CDRBACKUP,PDESTIPV4,IPV4,该参数在“IPTYPE”配置为“IPV4”时为条件必选参数。,intra_command
UNC:ADD CDRBACKUP,IPTYPE,UNC:ADD CDRBACKUP,SDESTIPV4,IPV4,该参数在“IPTYPE”配置为“IPV4”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,IPTYPE,UNC:ADD CDRBACKUP,PDESTIPV6,IPV6,该参数在“IPTYPE”配置为“IPV6”时为条件必选参数。,intra_command
UNC:ADD CDRBACKUP,IPTYPE,UNC:ADD CDRBACKUP,SDESTIPV6,IPV6,该参数在“IPTYPE”配置为“IPV6”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,TRANSFMT,FTP,该参数在“TPTYPE”配置为“FTP”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,USERNAME,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件必选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,AUTHMODE,SFTP,该参数在“TPTYPE”配置为“SFTP”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,PASSWORD,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件必选参数。,intra_command
UNC:ADD CDRBACKUP,AUTHMODE,UNC:ADD CDRBACKUP,KEYFNAME,KEY,该参数在“AUTHMODE”配置为“KEY”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,AUTHMODE,UNC:ADD CDRBACKUP,KEYALGOR,KEY,该参数在“AUTHMODE”配置为“KEY”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,KEYALGOR,UNC:ADD CDRBACKUP,KEYLENGTH,SSH_2RSA,该参数在“KEYALGOR”配置为“SSH_2RSA”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,AUTHMODE,UNC:ADD CDRBACKUP,KFPASSWORD,KEY,该参数在“AUTHMODE”配置为“KEY”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,AUTHMODE,UNC:ADD CDRBACKUP,CKFPASSWORD,KEY,该参数在“AUTHMODE”配置为“KEY”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,CTRLPORT,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,FTPMODE,FTP,该参数在“TPTYPE”配置为“FTP”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,TRANSPER,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,DATELIST,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,TIMELIST,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,STARTTIME,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,ENDTIME,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,STORDAYS,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,PERMISSION,SFTP,该参数在“TPTYPE”配置为“SFTP”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,LOGAUDIT,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,LDTPNAME,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,TPTYPE,UNC:ADD CDRBACKUP,DESTLAPATH,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,LFILETYPE,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件必选参数。,intra_command
UNC:ADD CDRBACKUP,LFILETYPE,UNC:ADD CDRBACKUP,LBACKSRCPATH,CustomPath,该参数在“LFILETYPE”配置为“CustomPath”时为条件必选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,LDESTPATH,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件必选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,LTRANSPER,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,LDATELIST,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,LTIMELIST,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,LSTARTTIME,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,LENDTIME,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,LSTORDAYS,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,LLOGAUDIT,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,LLDTPNAME,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,LDESTLAPAT,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,BACKTHREADNUM,UDN,该参数在“DESTSERVER”配置为“UDN” 或 “REMOTE”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,BAKUPDELAY,UDN,该参数在“DESTSERVER”配置为“UDN” 或 “REMOTE”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,DESTSERVER,UNC:ADD CDRBACKUP,ISONEOFFTASK,REMOTE,该参数在“DESTSERVER”配置为“REMOTE”时为条件可选参数。,intra_command
UNC:ADD CDRBACKUP,ISONEOFFTASK,UNC:ADD CDRBACKUP,OSTARTTIME,YES,该参数在“ISONEOFFTASK”配置为“YES”时为条件必选参数。,intra_command
UNC:ADD CDRBACKUP,ISONEOFFTASK,UNC:ADD CDRBACKUP,OENDTIME,YES,该参数在“ISONEOFFTASK”配置为“YES”时为条件必选参数。,intra_command
UNC:LST CDRBACKUP,DESTSERVER,UNC:LST CDRBACKUP,TPTYPE,UDN,该参数在“DESTSERVER”配置为“UDN” 或 “REMOTE”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,DESTSERVER,UNC:LST CDRBACKUP,FILETYPE,REMOTE,该参数在“DESTSERVER”配置为“REMOTE”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,DESTSERVER,UNC:LST CDRBACKUP,UFILETYPE,UDN,该参数在“DESTSERVER”配置为“UDN”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,TPTYPE,UNC:LST CDRBACKUP,IPTYPE,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,IPTYPE,UNC:LST CDRBACKUP,PDESTIPV4,IPV4,该参数在“IPTYPE”配置为“IPV4”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,IPTYPE,UNC:LST CDRBACKUP,SDESTIPV4,IPV4,该参数在“IPTYPE”配置为“IPV4”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,IPTYPE,UNC:LST CDRBACKUP,PDESTIPV6,IPV6,该参数在“IPTYPE”配置为“IPV6”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,IPTYPE,UNC:LST CDRBACKUP,SDESTIPV6,IPV6,该参数在“IPTYPE”配置为“IPV6”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,TPTYPE,UNC:LST CDRBACKUP,TRANSFMT,FTP,该参数在“TPTYPE”配置为“FTP”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,TPTYPE,UNC:LST CDRBACKUP,USERNAME,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,TPTYPE,UNC:LST CDRBACKUP,AUTHMODE,SFTP,该参数在“TPTYPE”配置为“SFTP”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,AUTHMODE,UNC:LST CDRBACKUP,KEYFNAME,KEY,该参数在“AUTHMODE”配置为“KEY”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,AUTHMODE,UNC:LST CDRBACKUP,KEYLENGTH,KEY,该参数在“AUTHMODE”配置为“KEY”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,AUTHMODE,UNC:LST CDRBACKUP,KEYALGOR,KEY,该参数在“AUTHMODE”配置为“KEY”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,TPTYPE,UNC:LST CDRBACKUP,CTRLPORT,FTP,该参数在“TPTYPE”配置为“FTP” 或 “SFTP”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,TPTYPE,UNC:LST CDRBACKUP,FTPMODE,FTP,该参数在“TPTYPE”配置为“FTP”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,TPTYPE,UNC:LST CDRBACKUP,PERMISSION,SFTP,该参数在“TPTYPE”配置为“SFTP”时为条件可选参数。,intra_command
UNC:LST CDRBACKUP,DESTSERVER,UNC:LST CDRBACKUP,LFILETYPE,LOCAL,该参数在“DESTSERVER”配置为“LOCAL”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,ISSINGLEBI,UNC:MOD CDRSTOR,FILETYPE,No,该参数在“ISSINGLEBI”配置为“No”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,ISSINGLEBI,UNC:MOD CDRSTOR,BIFILETYPE,Yes,该参数在“ISSINGLEBI”配置为“Yes”时为条件可选参数。该功能暂不支持。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,AGID,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal” 或 “PotentialDup”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,MNAME,PotentialDup,该参数在“BIFILETYPE”配置为“PotentialDup”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,STORDAYS,Original,该参数在“BIFILETYPE”配置为“Original”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,STORDAYSRULE,Original,该参数在“BIFILETYPE”配置为“Original”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,CMRRULE,Original,该参数在“BIFILETYPE”配置为“Original”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,CDRSIZE,Original,该参数在“BIFILETYPE”配置为“Original”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,FSTORDAYS,FirstFinal,该参数在“BIFILETYPE”配置为“FirstFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,FSTORDAYSRULE,FirstFinal,该参数在“BIFILETYPE”配置为“FirstFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,FCMRRULE,FirstFinal,该参数在“BIFILETYPE”配置为“FirstFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,CHLNAME,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,FILETYPE,UNC:MOD CDRSTOR,SFSTORDAYS,SecondFinal,该参数在“FILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,BISFSTORDAYS,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal”时为条件可选参数。该功能暂不支持。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,SFSTORDAYSRULE,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,SFCMRRULE,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,CLOSEFILECOND,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,SFCDRSIZE,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,CDRINTERV,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,CDRNUMBER,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,CDRATTIME,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,EMPTYFILE,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,NAMINGRULE,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,STARTSN,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,ENDSN,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,NUMSCHSN,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,PDDESTPATH,PotentialDup,该参数在“BIFILETYPE”配置为“PotentialDup”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,CDRSTORDELTASKSTARTTIME,AllCDRFiles,该参数在“BIFILETYPE”配置为“AllCDRFiles”时为条件可选参数。,intra_command
UNC:MOD CDRSTOR,BIFILETYPE,UNC:MOD CDRSTOR,CDRSTORDELTASKSLEEPTIME,AllCDRFiles,该参数在“BIFILETYPE”配置为“AllCDRFiles”时为条件可选参数。,intra_command
UNC:ADD CDRSTOR,ISSINGLEBI,UNC:ADD CDRSTOR,FILETYPE,No,该参数在“ISSINGLEBI”配置为“No”时为条件必选参数。,intra_command
UNC:ADD CDRSTOR,ISSINGLEBI,UNC:ADD CDRSTOR,BIFILETYPE,Yes,该参数在“ISSINGLEBI”配置为“Yes”时为条件必选参数。该功能暂不支持。,intra_command
UNC:ADD CDRSTOR,BIFILETYPE,UNC:ADD CDRSTOR,AGID,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal” 或 “PotentialDup”时为条件必选参数。,intra_command
UNC:ADD CDRSTOR,FILETYPE,UNC:ADD CDRSTOR,MNAME,SecondFinal,该参数在“FILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:ADD CDRSTOR,BIFILETYPE,UNC:ADD CDRSTOR,STORDAYS,Original,该参数在“BIFILETYPE”配置为“Original”时为条件可选参数。,intra_command
UNC:ADD CDRSTOR,BIFILETYPE,UNC:ADD CDRSTOR,STORDAYSRULE,Original,该参数在“BIFILETYPE”配置为“Original”时为条件可选参数。,intra_command
UNC:ADD CDRSTOR,BIFILETYPE,UNC:ADD CDRSTOR,CMRRULE,Original,该参数在“BIFILETYPE”配置为“Original”时为条件可选参数。,intra_command
UNC:ADD CDRSTOR,BIFILETYPE,UNC:ADD CDRSTOR,CDRSIZE,Original,该参数在“BIFILETYPE”配置为“Original”时为条件可选参数。,intra_command
UNC:ADD CDRSTOR,BIFILETYPE,UNC:ADD CDRSTOR,FSTORDAYS,FirstFinal,该参数在“BIFILETYPE”配置为“FirstFinal”时为条件可选参数。,intra_command
UNC:ADD CDRSTOR,BIFILETYPE,UNC:ADD CDRSTOR,FSTORDAYSRULE,FirstFinal,该参数在“BIFILETYPE”配置为“FirstFinal”时为条件可选参数。,intra_command
UNC:ADD CDRSTOR,BIFILETYPE,UNC:ADD CDRSTOR,FCMRRULE,FirstFinal,该参数在“BIFILETYPE”配置为“FirstFinal”时为条件可选参数。,intra_command
UNC:ADD CDRSTOR,BIFILETYPE,UNC:ADD CDRSTOR,CHLNAME,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:ADD CDRSTOR,FILETYPE,UNC:ADD CDRSTOR,SFSTORDAYS,SecondFinal,该参数在“FILETYPE”配置为“SecondFinal”时为条件可选参数。,intra_command
UNC:ADD CDRSTOR,BIFILETYPE,UNC:ADD CDRSTOR,BISFSTORDAYS,SecondFinal,该参数在“BIFILETYPE”配置为“SecondFinal”时为条件可选参数。该功能暂不支持。,intra_command
