command_id,object_name,relation_type
UNC:LST NRFNOTIFYFCPARA,NRFNOTIFYFCPARA,operates_on
UNC:SET NRFNOTIFYFCPARA,NRFNOTIFYFCPARA,sets
UNC:LST NRFNOTIFYPLY,NRFNOTIFYPLY,operates_on
UNC:SET NRFNOTIFYPLY,NRFNOTIFYPLY,sets
UNC:RMV NRFNOTNOTIFYNF,NRFNOTNOTIFYNF,deletes
UNC:ADD NRFNOTNOTIFYNF,NRFNOTNOTIFYNF,creates
UNC:LST NRFNOTNOTIFYNF,NRFNOTNOTIFYNF,operates_on
UNC:RMV NRFNSDNNRT,NRFNSDNNRT,deletes
UNC:ADD NRFNSDNNRT,NRFNSDNNRT,creates
UNC:LST NRFNSDNNRT,NRFNSDNNRT,operates_on
UNC:MOD NRFNSRT,NRFNSRT,modifies
UNC:RMV NRFNSRT,NRFNSRT,deletes
UNC:ADD NRFNSRT,NRFNSRT,creates
UNC:LST NRFNSRT,NRFNSRT,operates_on
UNC:MOD NRFPARA,NRFPARA,modifies
UNC:RMV NRFPARA,NRFPARA,deletes
UNC:ADD NRFPARA,NRFPARA,creates
UNC:LST NRFPARA,NRFPARA,operates_on
UNC:LST NRFPATUPDIDXSW,NRFPATUPDIDXSW,operates_on
UNC:SET NRFPATUPDIDXSW,NRFPATUPDIDXSW,sets
UNC:LST NRFPKGRATIO,NRFPKGRATIO,operates_on
UNC:SET NRFPKGRATIO,NRFPKGRATIO,sets
UNC:MOD NRFPLMNHOMEPLY,NRFPLMNHOMEPLY,modifies
UNC:RMV NRFPLMNHOMEPLY,NRFPLMNHOMEPLY,deletes
UNC:ADD NRFPLMNHOMEPLY,NRFPLMNHOMEPLY,creates
UNC:LST NRFPLMNHOMEPLY,NRFPLMNHOMEPLY,operates_on
UNC:RMV NRFPLMNNF,NRFPLMNNF,deletes
UNC:ADD NRFPLMNNF,NRFPLMNNF,creates
UNC:LST NRFPLMNNF,NRFPLMNNF,operates_on
UNC:MOD NRFPLMNRT,NRFPLMNRT,modifies
UNC:RMV NRFPLMNRT,NRFPLMNRT,deletes
UNC:ADD NRFPLMNRT,NRFPLMNRT,creates
UNC:LST NRFPLMNRT,NRFPLMNRT,operates_on
UNC:MOD NRFPLMNVISITPLY,NRFPLMNVISITPLY,modifies
UNC:RMV NRFPLMNVISITPLY,NRFPLMNVISITPLY,deletes
UNC:ADD NRFPLMNVISITPLY,NRFPLMNVISITPLY,creates
UNC:LST NRFPLMNVISITPLY,NRFPLMNVISITPLY,operates_on
UNC:MOD NRFPMNINTERFUNC,NRFPMNINTERFUNC,modifies
UNC:RMV NRFPMNINTERFUNC,NRFPMNINTERFUNC,deletes
UNC:ADD NRFPMNINTERFUNC,NRFPMNINTERFUNC,creates
UNC:LST NRFPMNINTERFUNC,NRFPMNINTERFUNC,operates_on
UNC:RMV NRFPROXYSMF,NRFPROXYSMF,deletes
UNC:ADD NRFPROXYSMF,NRFPROXYSMF,creates
UNC:LST NRFPROXYSMF,NRFPROXYSMF,operates_on
UNC:OPR NRFREFRESHNF,NRFREFRESHNF,operates_on
UNC:DSP NRFREFRESHNF,NRFREFRESHNF,operates_on
UNC:CLR NRFREFRESHNF,NRFREFRESHNF,operates_on
UNC:MOD NRFREGIDSETIDREL,NRFREGIDSETIDREL,modifies
UNC:RMV NRFREGIDSETIDREL,NRFREGIDSETIDREL,deletes
UNC:ADD NRFREGIDSETIDREL,NRFREGIDSETIDREL,creates
UNC:LST NRFREGIDSETIDREL,NRFREGIDSETIDREL,operates_on
UNC:LST NRFRGNPREFPLY,NRFRGNPREFPLY,operates_on
UNC:SET NRFRGNPREFPLY,NRFRGNPREFPLY,sets
UNC:MOD NRFROUTINGINDRT,NRFROUTINGINDRT,modifies
UNC:RMV NRFROUTINGINDRT,NRFROUTINGINDRT,deletes
UNC:ADD NRFROUTINGINDRT,NRFROUTINGINDRT,creates
UNC:LST NRFROUTINGINDRT,NRFROUTINGINDRT,operates_on
UNC:RMV NRFSCPDOMAINRT,NRFSCPDOMAINRT,deletes
UNC:ADD NRFSCPDOMAINRT,NRFSCPDOMAINRT,creates
UNC:LST NRFSCPDOMAINRT,NRFSCPDOMAINRT,operates_on
UNC:RMV NRFSERVICELIST,NRFSERVICELIST,deletes
UNC:ADD NRFSERVICELIST,NRFSERVICELIST,creates
UNC:LST NRFSERVICENAME,NRFSERVICENAME,operates_on
UNC:RMV NRFSETIDRT,NRFSETIDRT,deletes
UNC:ADD NRFSETIDRT,NRFSETIDRT,creates
UNC:LST NRFSETIDRT,NRFSETIDRT,operates_on
UNC:LST NRFSMSFCUTPLY,NRFSMSFCUTPLY,operates_on
UNC:SET NRFSMSFCUTPLY,NRFSMSFCUTPLY,sets
UNC:RMV NRFSMSFSEGLIST,NRFSMSFSEGLIST,deletes
UNC:ADD NRFSMSFSEGLIST,NRFSMSFSEGLIST,creates
UNC:LST NRFSMSFSEGLIST,NRFSMSFSEGLIST,operates_on
UNC:LST NRFSMSFSEGSW,NRFSMSFSEGSW,operates_on
UNC:SET NRFSMSFSEGSW,NRFSMSFSEGSW,sets
UNC:RMV NRFSMSFWHITELST,NRFSMSFWHITELST,deletes
UNC:ADD NRFSMSFWHITELST,NRFSMSFWHITELST,creates
UNC:LST NRFSMSFWHITELST,NRFSMSFWHITELST,operates_on
UNC:LST NRFSMSFWHLISTSW,NRFSMSFWHLISTSW,operates_on
UNC:SET NRFSMSFWHLISTSW,NRFSMSFWHLISTSW,sets
UNC:LST NRFSOFTPARA,NRFSOFTPARA,operates_on
UNC:SET NRFSOFTPARA,NRFSOFTPARA,sets
UNC:LST NRFSOFTPARAOFBIT,NRFSOFTPARAOFBIT,operates_on
UNC:SET NRFSOFTPARAOFBIT,NRFSOFTPARAOFBIT,sets
UNC:RMV NRFSRVSCOPERT,NRFSRVSCOPERT,deletes
UNC:ADD NRFSRVSCOPERT,NRFSRVSCOPERT,creates
UNC:LST NRFSRVSCOPERT,NRFSRVSCOPERT,operates_on
UNC:DSP NRFSTARTSTAS,NRFSTARTSTAS,operates_on
UNC:LST NRFSUBPARA,NRFSUBPARA,operates_on
UNC:SET NRFSUBPARA,NRFSUBPARA,sets
UNC:DSP NRFSUBSTCINFO,NRFSUBSTCINFO,operates_on
UNC:LST NRFSUBTHRESHOLD,NRFSUBTHRESHOLD,operates_on
UNC:SET NRFSUBTHRESHOLD,NRFSUBTHRESHOLD,sets
UNC:LST NRFSUPFEATURES,NRFSUPFEATURES,operates_on
UNC:SET NRFSUPFEATURES,NRFSUPFEATURES,sets
UNC:MOD NRFTAIRT,NRFTAIRT,modifies
UNC:RMV NRFTAIRT,NRFTAIRT,deletes
UNC:ADD NRFTAIRT,NRFTAIRT,creates
UNC:LST NRFTAIRT,NRFTAIRT,operates_on
UNC:LST NRFTAKEPARARULE,NRFTAKEPARARULE,operates_on
UNC:SET NRFTAKEPARARULE,NRFTAKEPARARULE,sets
UNC:LST NRFTIMER,NRFTIMER,operates_on
UNC:SET NRFTIMER,NRFTIMER,sets
UNC:DSP NRFTPSPEAK,NRFTPSPEAK,operates_on
UNC:LST NRFVERIFYPARA,NRFVERIFYPARA,operates_on
UNC:SET NRFVERIFYPARA,NRFVERIFYPARA,sets
UNC:LST NRFVISITPLY,NRFVISITPLY,operates_on
UNC:SET NRFVISITPLY,NRFVISITPLY,sets
UNC:RMV NRFWHITELIST,NRFWHITELIST,deletes
UNC:ADD NRFWHITELIST,NRFWHITELIST,creates
UNC:LST NRFWHITELIST,NRFWHITELIST,operates_on
UNC:LST NRFWHITELISTSW,NRFWHITELISTSW,operates_on
UNC:SET NRFWHITELISTSW,NRFWHITELISTSW,sets
UNC:MOD NRFWILDCARDATTR,NRFWILDCARDATTR,modifies
UNC:RMV NRFWILDCARDATTR,NRFWILDCARDATTR,deletes
UNC:ADD NRFWILDCARDATTR,NRFWILDCARDATTR,creates
UNC:LST NRFWILDCARDATTR,NRFWILDCARDATTR,operates_on
UNC:RMV NRFWILDCARDSTRRT,NRFWILDCARDSTRRT,deletes
UNC:ADD NRFWILDCARDSTRRT,NRFWILDCARDSTRRT,creates
UNC:LST NRFWILDCARDSTRRT,NRFWILDCARDSTRRT,operates_on
UNC:LST NRRATVALUE,NRRATVALUE,operates_on
UNC:SET NRRATVALUE,NRRATVALUE,sets
UNC:LST NS,NS,operates_on
UNC:SET NS,NS,sets
UNC:LST NSACTRL,NSACTRL,operates_on
UNC:SET NSACTRL,NSACTRL,sets
UNC:MOD NSACTRLPLCY,NSACTRLPLCY,modifies
UNC:RMV NSACTRLPLCY,NSACTRLPLCY,deletes
UNC:ADD NSACTRLPLCY,NSACTRLPLCY,creates
UNC:LST NSACTRLPLCY,NSACTRLPLCY,operates_on
UNC:LST NSACTRLPROP,NSACTRLPROP,operates_on
UNC:SET NSACTRLPROP,NSACTRLPROP,sets
UNC:LST NSARATVALUE,NSARATVALUE,operates_on
UNC:SET NSARATVALUE,NSARATVALUE,sets
UNC:OPR NSAVLINFO,NSAVLINFO,operates_on
UNC:MOD NSDNN,NSDNN,modifies
UNC:RMV NSDNN,NSDNN,deletes
UNC:ADD NSDNN,NSDNN,creates
UNC:LST NSDNN,NSDNN,operates_on
UNC:MOD NSE,NSE,modifies
UNC:RMV NSE,NSE,deletes
UNC:ADD NSE,NSE,creates
UNC:DSP NSE,NSE,operates_on
UNC:LST NSE,NSE,operates_on
UNC:RMV NSEALL,NSEALL,deletes
UNC:RMV NSELST,NSELST,deletes
UNC:ADD NSELST,NSELST,creates
UNC:LST NSELST,NSELST,operates_on
UNC:RMV NSEUSR,NSEUSR,deletes
UNC:DSP NSEUSR,NSEUSR,operates_on
UDG:MOD NSHHEADEN,NSHHEADEN,modifies
UDG:RMV NSHHEADEN,NSHHEADEN,deletes
UDG:ADD NSHHEADEN,NSHHEADEN,creates
UDG:LST NSHHEADEN,NSHHEADEN,operates_on
UNC:RMV NSILIST,NSILIST,deletes
UNC:ADD NSILIST,NSILIST,creates
UNC:LST NSILIST,NSILIST,operates_on
UNC:LST NSMAPPARA,NSMAPPARA,operates_on
UNC:SET NSMAPPARA,NSMAPPARA,sets
UNC:MOD NSMAPPARABYPLMN,NSMAPPARABYPLMN,modifies
UNC:RMV NSMAPPARABYPLMN,NSMAPPARABYPLMN,deletes
UNC:ADD NSMAPPARABYPLMN,NSMAPPARABYPLMN,creates
UNC:LST NSMAPPARABYPLMN,NSMAPPARABYPLMN,operates_on
UNC:LST NSSELPARA,NSSELPARA,operates_on
UNC:SET NSSELPARA,NSSELPARA,sets
UNC:LST NSSFBIGPKGPARA,NSSFBIGPKGPARA,operates_on
UNC:SET NSSFBIGPKGPARA,NSSFBIGPKGPARA,sets
UNC:MOD NSSFCFGSUBSW,NSSFCFGSUBSW,modifies
UNC:RMV NSSFCFGSUBSW,NSSFCFGSUBSW,deletes
UNC:ADD NSSFCFGSUBSW,NSSFCFGSUBSW,creates
UNC:LST NSSFCFGSUBSW,NSSFCFGSUBSW,operates_on
UNC:MOD NSSFDFTAMFSET,NSSFDFTAMFSET,modifies
UNC:RMV NSSFDFTAMFSET,NSSFDFTAMFSET,deletes
UNC:ADD NSSFDFTAMFSET,NSSFDFTAMFSET,creates
UNC:LST NSSFDFTAMFSET,NSSFDFTAMFSET,operates_on
UNC:RMV NSSFDFTNSMAP,NSSFDFTNSMAP,deletes
UNC:ADD NSSFDFTNSMAP,NSSFDFTNSMAP,creates
UNC:LST NSSFDFTNSMAP,NSSFDFTNSMAP,operates_on
UNC:LST NSSFFCPARA,NSSFFCPARA,operates_on
UNC:SET NSSFFCPARA,NSSFFCPARA,sets
UNC:LST NSSFFCSWITCH,NSSFFCSWITCH,operates_on
UNC:SET NSSFFCSWITCH,NSSFFCSWITCH,sets
UNC:LST NSSFFUNCPARA,NSSFFUNCPARA,operates_on
UNC:SET NSSFFUNCPARA,NSSFFUNCPARA,sets
UNC:LST NSSFFUNCSWITCH,NSSFFUNCSWITCH,operates_on
UNC:SET NSSFFUNCSWITCH,NSSFFUNCSWITCH,sets
UNC:LST NSSFFUNCTIMER,NSSFFUNCTIMER,operates_on
UNC:SET NSSFFUNCTIMER,NSSFFUNCTIMER,sets
UNC:MOD NSSFFUNCTION,NSSFFUNCTION,modifies
UNC:RMV NSSFFUNCTION,NSSFFUNCTION,deletes
UNC:LST NSSFFUNCTION,NSSFFUNCTION,operates_on
UNC:ADD NSSFFUNCTION,NSSFFUNCTION,creates
UNC:DSP NSSFIPSTAT,NSSFIPSTAT,operates_on
UNC:CLR NSSFIPSTAT,NSSFIPSTAT,operates_on
UNC:DSP NSSFMSGSTAT,NSSFMSGSTAT,operates_on
UNC:CLR NSSFMSGSTAT,NSSFMSGSTAT,operates_on
UNC:DSP NSSFNSAVLDETAIL,NSSFNSAVLDETAIL,operates_on
UNC:DEL NSSFNSAVLINFO,NSSFNSAVLINFO,deletes
UNC:DSP NSSFNSAVLINFO,NSSFNSAVLINFO,operates_on
UNC:DSP NSSFNSSUBDETAIL,NSSFNSSUBDETAIL,operates_on
UNC:DSP NSSFNSSUBINFO,NSSFNSSUBINFO,operates_on
UNC:LST NSSFNTFYFCPARA,NSSFNTFYFCPARA,operates_on
UNC:SET NSSFNTFYFCPARA,NSSFNTFYFCPARA,sets
UNC:LST NSSFNTRSDPARA,NSSFNTRSDPARA,operates_on
UNC:SET NSSFNTRSDPARA,NSSFNTRSDPARA,sets
UNC:MOD NSSFROAMNSMAP,NSSFROAMNSMAP,modifies
UNC:RMV NSSFROAMNSMAP,NSSFROAMNSMAP,deletes
UNC:ADD NSSFROAMNSMAP,NSSFROAMNSMAP,creates
UNC:LST NSSFROAMNSMAP,NSSFROAMNSMAP,operates_on
UNC:LST NSSFRTNSMAXNUM,NSSFRTNSMAXNUM,operates_on
UNC:SET NSSFRTNSMAXNUM,NSSFRTNSMAXNUM,sets
UNC:RMV NSSFSERVICELIST,NSSFSERVICELIST,deletes
UNC:ADD NSSFSERVICELIST,NSSFSERVICELIST,creates
UNC:LST NSSFSERVICELIST,NSSFSERVICELIST,operates_on
UNC:LST NSSFSOFTPARA,NSSFSOFTPARA,operates_on
UNC:SET NSSFSOFTPARA,NSSFSOFTPARA,sets
UNC:LST NSSFSOFTPARAOFBIT,NSSFSOFTPARAOFBIT,operates_on
UNC:SET NSSFSOFTPARAOFBIT,NSSFSOFTPARAOFBIT,sets
UNC:DSP NSSFSTARTSTAS,NSSFSTARTSTAS,operates_on
UNC:LST NSSFSUBTIMER,NSSFSUBTIMER,operates_on
UNC:SET NSSFSUBTIMER,NSSFSUBTIMER,sets
UNC:DSP NSSFTPSPEAK,NSSFTPSPEAK,operates_on
UDG:LST NTPCFG,NTPCFG,operates_on
UDG:SET NTPCFG,NTPCFG,sets
UNC:LST NTPCFG,NTPCFG,operates_on
UNC:SET NTPCFG,NTPCFG,sets
UDG:DSP NTPSFTD,NTPSFTD,operates_on
UDG:SET NTPSFTD,NTPSFTD,sets
UNC:DSP NTPSFTD,NTPSFTD,operates_on
UNC:SET NTPSFTD,NTPSFTD,sets
UDG:MOD NTPSVR,NTPSVR,modifies
UDG:RMV NTPSVR,NTPSVR,deletes
UDG:ADD NTPSVR,NTPSVR,creates
UDG:LST NTPSVR,NTPSVR,operates_on
UNC:MOD NTPSVR,NTPSVR,modifies
UNC:RMV NTPSVR,NTPSVR,deletes
UNC:ADD NTPSVR,NTPSVR,creates
UNC:LST NTPSVR,NTPSVR,operates_on
UNC:MOD NWDAFINFO,NWDAFINFO,modifies
UNC:RMV NWDAFINFO,NWDAFINFO,deletes
UNC:ADD NWDAFINFO,NWDAFINFO,creates
UNC:LST NWDAFINFO,NWDAFINFO,operates_on
UNC:MOD NWDAFINFOEXT,NWDAFINFOEXT,modifies
UNC:RMV NWDAFINFOEXT,NWDAFINFOEXT,deletes
UNC:ADD NWDAFINFOEXT,NWDAFINFOEXT,creates
UNC:LST NWDAFINFOEXT,NWDAFINFOEXT,operates_on
UNC:RMV NWNAMEBYHSS,NWNAMEBYHSS,deletes
UNC:ADD NWNAMEBYHSS,NWNAMEBYHSS,creates
UNC:LST NWNAMEBYHSS,NWNAMEBYHSS,operates_on
UNC:LST NWNAMEFUNC,NWNAMEFUNC,operates_on
UNC:SET NWNAMEFUNC,NWNAMEFUNC,sets
UNC:LST NWTOPO,NWTOPO,operates_on
UNC:SET NWTOPO,NWTOPO,sets
UDG:DSP OBJVERBOSEQRY,OBJVERBOSEQRY,operates_on
UNC:MOD OCS,OCS,modifies
UNC:RMV OCS,OCS,deletes
UNC:ADD OCS,OCS,creates
UNC:LST OCS,OCS,operates_on
UNC:ACT OCS,OCS,operates_on
UNC:LST OCSALMTHD,OCSALMTHD,operates_on
UNC:SET OCSALMTHD,OCSALMTHD,sets
UNC:MOD OCSBINDING,OCSBINDING,modifies
UNC:RMV OCSBINDING,OCSBINDING,deletes
UNC:ADD OCSBINDING,OCSBINDING,creates
UNC:LST OCSBINDING,OCSBINDING,operates_on
UNC:SET OCSDOWNACTION,OCSDOWNACTION,sets
UNC:RMV OCSGROUP,OCSGROUP,deletes
UNC:ADD OCSGROUP,OCSGROUP,creates
UNC:LST OCSGROUP,OCSGROUP,operates_on
UNC:MOD OCSGRPBINDING,OCSGRPBINDING,modifies
UNC:RMV OCSGRPBINDING,OCSGRPBINDING,deletes
UNC:ADD OCSGRPBINDING,OCSGRPBINDING,creates
UNC:LST OCSGRPBINDING,OCSGRPBINDING,operates_on
UNC:SET OCSINIT,OCSINIT,sets
UNC:DSP OCSSTATUS,OCSSTATUS,operates_on
UNC:DSP OCSUSERNUM,OCSUSERNUM,operates_on
UNC:LST OFCCDRPARA,OFCCDRPARA,operates_on
UNC:SET OFCCDRPARA,OFCCDRPARA,sets
UNC:MOD OFCSRVTEMPLATE,OFCSRVTEMPLATE,modifies
UNC:RMV OFCSRVTEMPLATE,OFCSRVTEMPLATE,deletes
UNC:ADD OFCSRVTEMPLATE,OFCSRVTEMPLATE,creates
UNC:LST OFCSRVTEMPLATE,OFCSRVTEMPLATE,operates_on
UNC:MOD OFCTEMPLATE,OFCTEMPLATE,modifies
UNC:RMV OFCTEMPLATE,OFCTEMPLATE,deletes
UNC:ADD OFCTEMPLATE,OFCTEMPLATE,creates
UNC:LST OFCTEMPLATE,OFCTEMPLATE,operates_on
UNC:SET OFCTHRESHOLD,OFCTHRESHOLD,sets
UNC:MOD OFFICEFCPARA,OFFICEFCPARA,modifies
UNC:RMV OFFICEFCPARA,OFFICEFCPARA,deletes
UNC:ADD OFFICEFCPARA,OFFICEFCPARA,creates
UNC:LST OFFICEFCPARA,OFFICEFCPARA,operates_on
UNC:STP OFFLOAD,OFFLOAD,operates_on
UNC:DSP OFFLOAD,OFFLOAD,operates_on
UNC:STP OFFLOADAMF,OFFLOADAMF,operates_on
UNC:STR OFFLOADAMF,OFFLOADAMF,operates_on
UNC:DSP OFFLOADAMF,OFFLOADAMF,operates_on
UNC:STR OFFLOADBYBSC,OFFLOADBYBSC,operates_on
UNC:STR OFFLOADBYENODEB,OFFLOADBYENODEB,operates_on
UNC:STR OFFLOADBYMME,OFFLOADBYMME,operates_on
UNC:STR OFFLOADBYRNC,OFFLOADBYRNC,operates_on
UNC:STR OFFLOADBYSGSN,OFFLOADBYSGSN,operates_on
UNC:STR OFFLOADBYTA,OFFLOADBYTA,operates_on
UNC:LST OFFLOADINF,OFFLOADINF,operates_on
UNC:SET OFFLOADINF,OFFLOADINF,sets
UNC:STR OFFLOADUDM,OFFLOADUDM,operates_on
UNC:LST OFLZEROUSGRPTSW,OFLZEROUSGRPTSW,operates_on
UNC:SET OFLZEROUSGRPTSW,OFLZEROUSGRPTSW,sets
UNC:LST OLNCHGPARA,OLNCHGPARA,operates_on
UNC:SET OLNCHGPARA,OLNCHGPARA,sets
UDG:DSP OMDBGDATA,OMDBGDATA,operates_on
UNC:DSP OMDBGDATA,OMDBGDATA,operates_on
UDG:RMV OMFWDRT,OMFWDRT,deletes
UDG:ADD OMFWDRT,OMFWDRT,creates
UDG:LST OMFWDRT,OMFWDRT,operates_on
UNC:RMV OMFWDRT,OMFWDRT,deletes
UNC:ADD OMFWDRT,OMFWDRT,creates
UNC:LST OMFWDRT,OMFWDRT,operates_on
UDG:LST OMIP,OMIP,operates_on
UDG:SET OMIP,OMIP,sets
UNC:LST OMIP,OMIP,operates_on
UNC:SET OMIP,OMIP,sets
UDG:CLR OMMQ,OMMQ,operates_on
UNC:CLR OMMQ,OMMQ,operates_on
UDG:LST OMNWCONF,OMNWCONF,operates_on
UDG:MOD OMNWCONF,OMNWCONF,modifies
UNC:LST OMNWCONF,OMNWCONF,operates_on
UNC:MOD OMNWCONF,OMNWCONF,modifies
UDG:LST OMSWITCH,OMSWITCH,operates_on
UDG:SET OMSWITCH,OMSWITCH,sets
UNC:LST OMSWITCH,OMSWITCH,operates_on
UNC:SET OMSWITCH,OMSWITCH,sets
UDG:SWP OMU,OMU,operates_on
UDG:DSP OMU,OMU,operates_on
UNC:SWP OMU,OMU,operates_on
UNC:DSP OMU,OMU,operates_on
UDG:OPR ONECLICKDEPLOY,ONECLICKDEPLOY,operates_on
UNC:OPR ONECLICKDEPLOY,ONECLICKDEPLOY,operates_on
UDG:DSP ONECLICKDEPLOYHIST,ONECLICKDEPLOYHIST,operates_on
UNC:DSP ONECLICKDEPLOYHIST,ONECLICKDEPLOYHIST,operates_on
UNC:LST ONLZEROUSGRPTSW,ONLZEROUSGRPTSW,operates_on
UNC:SET ONLZEROUSGRPTSW,ONLZEROUSGRPTSW,sets
UDG:MOD OP,OP,modifies
UDG:LST OP,OP,operates_on
UNC:MOD OP,OP,modifies
UNC:LST OP,OP,operates_on
UDG:MOD OPMMETRIC,OPMMETRIC,modifies
UDG:RMV OPMMETRIC,OPMMETRIC,deletes
UDG:LST OPMMETRIC,OPMMETRIC,operates_on
UDG:ADD OPMMETRIC,OPMMETRIC,creates
UNC:MOD OPMMETRIC,OPMMETRIC,modifies
UNC:RMV OPMMETRIC,OPMMETRIC,deletes
UNC:LST OPMMETRIC,OPMMETRIC,operates_on
UNC:ADD OPMMETRIC,OPMMETRIC,creates
UDG:DSP OPSASSISTHIST,OPSASSISTHIST,operates_on
UNC:DSP OPSASSISTHIST,OPSASSISTHIST,operates_on
UDG:DSP OPSASSISTSTATE,OPSASSISTSTATE,operates_on
UNC:DSP OPSASSISTSTATE,OPSASSISTSTATE,operates_on
UDG:DSP OPSASSISTVERB,OPSASSISTVERB,operates_on
UNC:DSP OPSASSISTVERB,OPSASSISTVERB,operates_on
UDG:DSP OPSBLACKBOX,OPSBLACKBOX,operates_on
UNC:DSP OPSBLACKBOX,OPSBLACKBOX,operates_on
UDG:DSP OPSPROCESSSTATE,OPSPROCESSSTATE,operates_on
UNC:DSP OPSPROCESSSTATE,OPSPROCESSSTATE,operates_on
UDG:LST OPTLOG,OPTLOG,operates_on
UNC:LST OPTLOG,OPTLOG,operates_on
UDG:DSP OSCONFIG,OSCONFIG,operates_on
UDG:SET OSCONFIG,OSCONFIG,sets
UNC:DSP OSCONFIG,OSCONFIG,operates_on
UNC:SET OSCONFIG,OSCONFIG,sets
UDG:DSP OSPATCH,OSPATCH,operates_on
UNC:DSP OSPATCH,OSPATCH,operates_on
UDG:MOD OSPF,OSPF,modifies
UDG:ADD OSPF,OSPF,creates
UDG:RMV OSPF,OSPF,deletes
UDG:LST OSPF,OSPF,operates_on
UDG:RST OSPF,OSPF,operates_on
UNC:MOD OSPF,OSPF,modifies
UNC:ADD OSPF,OSPF,creates
UNC:RMV OSPF,OSPF,deletes
UNC:LST OSPF,OSPF,operates_on
UNC:RST OSPF,OSPF,operates_on
UDG:MOD OSPFABRSUMMARY,OSPFABRSUMMARY,modifies
UDG:ADD OSPFABRSUMMARY,OSPFABRSUMMARY,creates
UDG:RMV OSPFABRSUMMARY,OSPFABRSUMMARY,deletes
UDG:LST OSPFABRSUMMARY,OSPFABRSUMMARY,operates_on
UNC:MOD OSPFABRSUMMARY,OSPFABRSUMMARY,modifies
UNC:ADD OSPFABRSUMMARY,OSPFABRSUMMARY,creates
UNC:RMV OSPFABRSUMMARY,OSPFABRSUMMARY,deletes
UNC:LST OSPFABRSUMMARY,OSPFABRSUMMARY,operates_on
UDG:MOD OSPFAREA,OSPFAREA,modifies
UDG:ADD OSPFAREA,OSPFAREA,creates
UDG:RMV OSPFAREA,OSPFAREA,deletes
UDG:LST OSPFAREA,OSPFAREA,operates_on
UNC:MOD OSPFAREA,OSPFAREA,modifies
UNC:ADD OSPFAREA,OSPFAREA,creates
UNC:RMV OSPFAREA,OSPFAREA,deletes
UNC:LST OSPFAREA,OSPFAREA,operates_on
UDG:MOD OSPFAREAAUTH,OSPFAREAAUTH,modifies
UDG:ADD OSPFAREAAUTH,OSPFAREAAUTH,creates
UDG:RMV OSPFAREAAUTH,OSPFAREAAUTH,deletes
UDG:LST OSPFAREAAUTH,OSPFAREAAUTH,operates_on
UNC:MOD OSPFAREAAUTH,OSPFAREAAUTH,modifies
UNC:ADD OSPFAREAAUTH,OSPFAREAAUTH,creates
UNC:RMV OSPFAREAAUTH,OSPFAREAAUTH,deletes
UNC:LST OSPFAREAAUTH,OSPFAREAAUTH,operates_on
UDG:MOD OSPFAREAFILTER,OSPFAREAFILTER,modifies
UDG:ADD OSPFAREAFILTER,OSPFAREAFILTER,creates
UDG:RMV OSPFAREAFILTER,OSPFAREAFILTER,deletes
UDG:LST OSPFAREAFILTER,OSPFAREAFILTER,operates_on
UNC:MOD OSPFAREAFILTER,OSPFAREAFILTER,modifies
UNC:ADD OSPFAREAFILTER,OSPFAREAFILTER,creates
UNC:RMV OSPFAREAFILTER,OSPFAREAFILTER,deletes
UNC:LST OSPFAREAFILTER,OSPFAREAFILTER,operates_on
UDG:MOD OSPFASBRSUMMARY,OSPFASBRSUMMARY,modifies
UDG:ADD OSPFASBRSUMMARY,OSPFASBRSUMMARY,creates
UDG:RMV OSPFASBRSUMMARY,OSPFASBRSUMMARY,deletes
UDG:LST OSPFASBRSUMMARY,OSPFASBRSUMMARY,operates_on
UNC:MOD OSPFASBRSUMMARY,OSPFASBRSUMMARY,modifies
UNC:ADD OSPFASBRSUMMARY,OSPFASBRSUMMARY,creates
UNC:RMV OSPFASBRSUMMARY,OSPFASBRSUMMARY,deletes
UNC:LST OSPFASBRSUMMARY,OSPFASBRSUMMARY,operates_on
UDG:DSP OSPFBFD,OSPFBFD,operates_on
UNC:DSP OSPFBFD,OSPFBFD,operates_on
UDG:DSP OSPFCUMULATIVE,OSPFCUMULATIVE,operates_on
UNC:DSP OSPFCUMULATIVE,OSPFCUMULATIVE,operates_on
UDG:MOD OSPFDEFAULTROUTE,OSPFDEFAULTROUTE,modifies
UDG:ADD OSPFDEFAULTROUTE,OSPFDEFAULTROUTE,creates
UDG:RMV OSPFDEFAULTROUTE,OSPFDEFAULTROUTE,deletes
UDG:LST OSPFDEFAULTROUTE,OSPFDEFAULTROUTE,operates_on
UNC:MOD OSPFDEFAULTROUTE,OSPFDEFAULTROUTE,modifies
UNC:ADD OSPFDEFAULTROUTE,OSPFDEFAULTROUTE,creates
UNC:RMV OSPFDEFAULTROUTE,OSPFDEFAULTROUTE,deletes
UNC:LST OSPFDEFAULTROUTE,OSPFDEFAULTROUTE,operates_on
UDG:LST OSPFDEFIMPROUTCFG,OSPFDEFIMPROUTCFG,operates_on
UDG:SET OSPFDEFIMPROUTCFG,OSPFDEFIMPROUTCFG,sets
UNC:LST OSPFDEFIMPROUTCFG,OSPFDEFIMPROUTCFG,operates_on
UNC:SET OSPFDEFIMPROUTCFG,OSPFDEFIMPROUTCFG,sets
UDG:MOD OSPFDNBITSET,OSPFDNBITSET,modifies
UDG:ADD OSPFDNBITSET,OSPFDNBITSET,creates
