command_id,object_name,relation_type
UNC:DSP DMLE,DMLE,operates_on
UNC:LST DMLE,DMLE,operates_on
UNC:MOD DMLKS,DMLKS,modifies
UNC:RMV DMLKS,DMLKS,deletes
UNC:ADD DMLKS,DMLKS,creates
UNC:DSP DMLKS,DMLKS,operates_on
UNC:LST DMLKS,DMLKS,operates_on
UNC:MOD DMLNK,DMLNK,modifies
UNC:RMV DMLNK,DMLNK,deletes
UNC:DEA DMLNK,DMLNK,operates_on
UNC:ADD DMLNK,DMLNK,creates
UNC:DSP DMLNK,DMLNK,operates_on
UNC:LST DMLNK,DMLNK,operates_on
UNC:ACT DMLNK,DMLNK,operates_on
UNC:RMV DMOC,DMOC,deletes
UNC:ADD DMOC,DMOC,creates
UNC:LST DMOC,DMOC,operates_on
UNC:LST DMOCCFG,DMOCCFG,operates_on
UNC:SET DMOCCFG,DMOCCFG,sets
UNC:DSP DMOCINFO,DMOCINFO,operates_on
UNC:MOD DMPE,DMPE,modifies
UNC:RMV DMPE,DMPE,deletes
UNC:ADD DMPE,DMPE,creates
UNC:DSP DMPE,DMPE,operates_on
UNC:LST DMPE,DMPE,operates_on
UNC:MOD DMRT,DMRT,modifies
UNC:RMV DMRT,DMRT,deletes
UNC:ADD DMRT,DMRT,creates
UNC:DSP DMRT,DMRT,operates_on
UNC:LST DMRT,DMRT,operates_on
UNC:RMV DMRTGRP,DMRTGRP,deletes
UNC:ADD DMRTGRP,DMRTGRP,creates
UNC:LST DMRTGRP,DMRTGRP,operates_on
UNC:MOD DMRTPRI,DMRTPRI,modifies
UNC:LST DMRTPRI,DMRTPRI,operates_on
UDG:DSP DMTBLACKBOX,DMTBLACKBOX,operates_on
UNC:DSP DMTBLACKBOX,DMTBLACKBOX,operates_on
UDG:DSP DMTCONN,DMTCONN,operates_on
UNC:DSP DMTCONN,DMTCONN,operates_on
UDG:DSP DMTCONNSTC,DMTCONNSTC,operates_on
UNC:DSP DMTCONNSTC,DMTCONNSTC,operates_on
UDG:DSP DMTLINKGROUPSTC,DMTLINKGROUPSTC,operates_on
UNC:DSP DMTLINKGROUPSTC,DMTLINKGROUPSTC,operates_on
UNC:MOD DMVLE,DMVLE,modifies
UNC:RMV DMVLE,DMVLE,deletes
UNC:ADD DMVLE,DMVLE,creates
UNC:LST DMVLE,DMVLE,operates_on
UDG:MOD DNAI,DNAI,modifies
UDG:RMV DNAI,DNAI,deletes
UDG:LST DNAI,DNAI,operates_on
UDG:ADD DNAI,DNAI,creates
UDG:LCK DNAI,DNAI,operates_on
UNC:RMV DNAIBINDDNAREA,DNAIBINDDNAREA,deletes
UNC:ADD DNAIBINDDNAREA,DNAIBINDDNAREA,creates
UNC:LST DNAIBINDDNAREA,DNAIBINDDNAREA,operates_on
UNC:MOD DNAIINFO,DNAIINFO,modifies
UNC:RMV DNAIINFO,DNAIINFO,deletes
UNC:ADD DNAIINFO,DNAIINFO,creates
UNC:LST DNAIINFO,DNAIINFO,operates_on
UNC:MOD DNAIUPFINFO,DNAIUPFINFO,modifies
UNC:RMV DNAIUPFINFO,DNAIUPFINFO,deletes
UNC:ADD DNAIUPFINFO,DNAIUPFINFO,creates
UNC:LST DNAIUPFINFO,DNAIUPFINFO,operates_on
UNC:MOD DNAIUPSELPLY,DNAIUPSELPLY,modifies
UNC:RMV DNAIUPSELPLY,DNAIUPSELPLY,deletes
UNC:ADD DNAIUPSELPLY,DNAIUPSELPLY,creates
UNC:LST DNAIUPSELPLY,DNAIUPSELPLY,operates_on
UNC:RMV DNAREA,DNAREA,deletes
UNC:ADD DNAREA,DNAREA,creates
UNC:LST DNAREA,DNAREA,operates_on
UNC:RMV DNAREABINDN2CID,DNAREABINDN2CID,deletes
UNC:ADD DNAREABINDN2CID,DNAREABINDN2CID,creates
UNC:LST DNAREABINDN2CID,DNAREABINDN2CID,operates_on
UNC:RMV DNAREABINDN2TAI,DNAREABINDN2TAI,deletes
UNC:ADD DNAREABINDN2TAI,DNAREABINDN2TAI,creates
UNC:LST DNAREABINDN2TAI,DNAREABINDN2TAI,operates_on
UNC:RMV DNAREABINDS1CID,DNAREABINDS1CID,deletes
UNC:ADD DNAREABINDS1CID,DNAREABINDS1CID,creates
UNC:LST DNAREABINDS1CID,DNAREABINDS1CID,operates_on
UNC:RMV DNAREABINDS1TAI,DNAREABINDS1TAI,deletes
UNC:ADD DNAREABINDS1TAI,DNAREABINDS1TAI,creates
UNC:LST DNAREABINDS1TAI,DNAREABINDS1TAI,operates_on
UNC:LST DNNCMPT,DNNCMPT,operates_on
UNC:SET DNNCMPT,DNNCMPT,sets
UNC:RMV DNNGRP,DNNGRP,deletes
UNC:ADD DNNGRP,DNNGRP,creates
UNC:LST DNNGRP,DNNGRP,operates_on
UNC:RMV DNNGRPMEM,DNNGRPMEM,deletes
UNC:ADD DNNGRPMEM,DNNGRPMEM,creates
UNC:LST DNNGRPMEM,DNNGRPMEM,operates_on
UNC:MOD DNNRANSECPLCY,DNNRANSECPLCY,modifies
UNC:RMV DNNRANSECPLCY,DNNRANSECPLCY,deletes
UNC:ADD DNNRANSECPLCY,DNNRANSECPLCY,creates
UNC:LST DNNRANSECPLCY,DNNRANSECPLCY,operates_on
UNC:LST DNNREPLACEFUNC,DNNREPLACEFUNC,operates_on
UNC:SET DNNREPLACEFUNC,DNNREPLACEFUNC,sets
UNC:MOD DNNSMARTPLCY,DNNSMARTPLCY,modifies
UNC:RMV DNNSMARTPLCY,DNNSMARTPLCY,deletes
UNC:ADD DNNSMARTPLCY,DNNSMARTPLCY,creates
UNC:LST DNNSMARTPLCY,DNNSMARTPLCY,operates_on
UNC:MOD DNNTAISSP,DNNTAISSP,modifies
UNC:RMV DNNTAISSP,DNNTAISSP,deletes
UNC:ADD DNNTAISSP,DNNTAISSP,creates
UNC:LST DNNTAISSP,DNNTAISSP,operates_on
UNC:LST DNS,DNS,operates_on
UNC:TST DNS,DNS,operates_on
UNC:SET DNS,DNS,sets
UDG:DSP DNSAGENTIPHOST,DNSAGENTIPHOST,operates_on
UNC:DSP DNSAGENTIPHOST,DNSAGENTIPHOST,operates_on
UDG:DSP DNSAGENTIPV6HOST,DNSAGENTIPV6HOST,operates_on
UNC:DSP DNSAGENTIPV6HOST,DNSAGENTIPV6HOST,operates_on
UNC:CLR DNSC,DNSC,operates_on
UNC:DSP DNSCACHE,DNSCACHE,operates_on
UDG:EXC DNSCFGTASK,DNSCFGTASK,operates_on
UDG:LST DNSCFGTASK,DNSCFGTASK,operates_on
UDG:DSP DNSDYNAMICIPHOST,DNSDYNAMICIPHOST,operates_on
UNC:DSP DNSDYNAMICIPHOST,DNSDYNAMICIPHOST,operates_on
UDG:DSP DNSDYNAMICIPV6HOST,DNSDYNAMICIPV6HOST,operates_on
UNC:DSP DNSDYNAMICIPV6HOST,DNSDYNAMICIPV6HOST,operates_on
UNC:DSP DNSERRDN,DNSERRDN,operates_on
UDG:LST DNSINFO,DNSINFO,operates_on
UDG:SET DNSINFO,DNSINFO,sets
UDG:LST DNSIPRESOURCE,DNSIPRESOURCE,operates_on
UDG:SET DNSIPRESOURCE,DNSIPRESOURCE,sets
UNC:RMV DNSLE,DNSLE,deletes
UNC:ADD DNSLE,DNSLE,creates
UNC:LST DNSLE,DNSLE,operates_on
UDG:LST DNSLITEPARA,DNSLITEPARA,operates_on
UDG:SET DNSLITEPARA,DNSLITEPARA,sets
UNC:DSP DNSLNK,DNSLNK,operates_on
UNC:MOD DNSN,DNSN,modifies
UNC:RMV DNSN,DNSN,deletes
UNC:ADD DNSN,DNSN,creates
UNC:LST DNSN,DNSN,operates_on
UDG:MOD DNSOVERWRITING,DNSOVERWRITING,modifies
UDG:RMV DNSOVERWRITING,DNSOVERWRITING,deletes
UDG:ADD DNSOVERWRITING,DNSOVERWRITING,creates
UDG:LST DNSOVERWRITING,DNSOVERWRITING,operates_on
UNC:MOD DNSQ,DNSQ,modifies
UNC:RMV DNSQ,DNSQ,deletes
UNC:ADD DNSQ,DNSQ,creates
UNC:LST DNSQ,DNSQ,operates_on
UDG:MOD DNSRULE,DNSRULE,modifies
UDG:RMV DNSRULE,DNSRULE,deletes
UDG:LST DNSRULE,DNSRULE,operates_on
UDG:ADD DNSRULE,DNSRULE,creates
UNC:MOD DNSS,DNSS,modifies
UNC:RMV DNSS,DNSS,deletes
UNC:ADD DNSS,DNSS,creates
UNC:DSP DNSS,DNSS,operates_on
UNC:LST DNSS,DNSS,operates_on
UDG:DSP DNSSTATISTICS,DNSSTATISTICS,operates_on
UDG:RTR DNSSTATISTICS,DNSSTATISTICS,operates_on
UNC:DSP DNSSTATISTICS,DNSSTATISTICS,operates_on
UNC:RTR DNSSTATISTICS,DNSSTATISTICS,operates_on
UDG:GEN DNSTASKID,DNSTASKID,operates_on
UDG:LST DOMAINSEPARATOR,DOMAINSEPARATOR,operates_on
UDG:SET DOMAINSEPARATOR,DOMAINSEPARATOR,sets
UNC:LST DOMAINSEPARATOR,DOMAINSEPARATOR,operates_on
UNC:SET DOMAINSEPARATOR,DOMAINSEPARATOR,sets
UNC:DSP DPHMS,DPHMS,operates_on
UDG:DSP DPSCALEUP,DPSCALEUP,operates_on
UDG:ACT DPSCALEUP,DPSCALEUP,operates_on
UNC:DSP DPSCALEUP,DPSCALEUP,operates_on
UNC:ACT DPSCALEUP,DPSCALEUP,operates_on
UDG:SWAP DR,DR,operates_on
UNC:SWAP DR,DR,operates_on
UNC:MOD DRA,DRA,modifies
UNC:RMV DRA,DRA,deletes
UNC:ADD DRA,DRA,creates
UNC:LST DRA,DRA,operates_on
UNC:DSP DRASTATUS,DRASTATUS,operates_on
UDG:LST DRAUTOACTIVE,DRAUTOACTIVE,operates_on
UDG:SET DRAUTOACTIVE,DRAUTOACTIVE,sets
UNC:LST DRAUTOACTIVE,DRAUTOACTIVE,operates_on
UNC:SET DRAUTOACTIVE,DRAUTOACTIVE,sets
UDG:LST DRAUTOSWOVER,DRAUTOSWOVER,operates_on
UDG:SET DRAUTOSWOVER,DRAUTOSWOVER,sets
UNC:LST DRAUTOSWOVER,DRAUTOSWOVER,operates_on
UNC:SET DRAUTOSWOVER,DRAUTOSWOVER,sets
UDG:LST DRCHANNELPARA,DRCHANNELPARA,operates_on
UDG:SET DRCHANNELPARA,DRCHANNELPARA,sets
UNC:LST DRCHANNELPARA,DRCHANNELPARA,operates_on
UNC:SET DRCHANNELPARA,DRCHANNELPARA,sets
UDG:MOD DRCOMM,DRCOMM,modifies
UDG:RMV DRCOMM,DRCOMM,deletes
UDG:ADD DRCOMM,DRCOMM,creates
UDG:LST DRCOMM,DRCOMM,operates_on
UNC:MOD DRCOMM,DRCOMM,modifies
UNC:RMV DRCOMM,DRCOMM,deletes
UNC:ADD DRCOMM,DRCOMM,creates
UNC:LST DRCOMM,DRCOMM,operates_on
UDG:LST DRCOUPLINGRESET,DRCOUPLINGRESET,operates_on
UDG:SET DRCOUPLINGRESET,DRCOUPLINGRESET,sets
UNC:LST DRCOUPLINGRESET,DRCOUPLINGRESET,operates_on
UNC:SET DRCOUPLINGRESET,DRCOUPLINGRESET,sets
UDG:MOD DRDCI,DRDCI,modifies
UDG:RMV DRDCI,DRDCI,deletes
UDG:ADD DRDCI,DRDCI,creates
UDG:DSP DRDCI,DRDCI,operates_on
UDG:LST DRDCI,DRDCI,operates_on
UNC:MOD DRDCI,DRDCI,modifies
UNC:RMV DRDCI,DRDCI,deletes
UNC:ADD DRDCI,DRDCI,creates
UNC:DSP DRDCI,DRDCI,operates_on
UNC:LST DRDCI,DRDCI,operates_on
UDG:LST DRGROUPABLEMENT,DRGROUPABLEMENT,operates_on
UDG:SET DRGROUPABLEMENT,DRGROUPABLEMENT,sets
UNC:LST DRGROUPABLEMENT,DRGROUPABLEMENT,operates_on
UNC:SET DRGROUPABLEMENT,DRGROUPABLEMENT,sets
UDG:RMV DRGROUPINFO,DRGROUPINFO,deletes
UDG:ADD DRGROUPINFO,DRGROUPINFO,creates
UDG:LST DRGROUPINFO,DRGROUPINFO,operates_on
UNC:RMV DRGROUPINFO,DRGROUPINFO,deletes
UNC:ADD DRGROUPINFO,DRGROUPINFO,creates
UNC:LST DRGROUPINFO,DRGROUPINFO,operates_on
UDG:DSP DRGROUPSTATUS,DRGROUPSTATUS,operates_on
UNC:DSP DRGROUPSTATUS,DRGROUPSTATUS,operates_on
UDG:LST DRHBNEGOTIMER,DRHBNEGOTIMER,operates_on
UDG:SET DRHBNEGOTIMER,DRHBNEGOTIMER,sets
UNC:LST DRHBNEGOTIMER,DRHBNEGOTIMER,operates_on
UNC:SET DRHBNEGOTIMER,DRHBNEGOTIMER,sets
UDG:DSP DRINFO,DRINFO,operates_on
UNC:DSP DRINFO,DRINFO,operates_on
UDG:RMV DRINST,DRINST,deletes
UDG:LST DRINST,DRINST,operates_on
UDG:ADD DRINST,DRINST,creates
UNC:RMV DRINST,DRINST,deletes
UNC:LST DRINST,DRINST,operates_on
UNC:ADD DRINST,DRINST,creates
UDG:LST DRKEYNF,DRKEYNF,operates_on
UDG:SET DRKEYNF,DRKEYNF,sets
UNC:LST DRKEYNF,DRKEYNF,operates_on
UNC:SET DRKEYNF,DRKEYNF,sets
UDG:DSP DRLIMITINFO,DRLIMITINFO,operates_on
UNC:DSP DRLIMITINFO,DRLIMITINFO,operates_on
UDG:LST DROPFINALPKT,DROPFINALPKT,operates_on
UDG:SET DROPFINALPKT,DROPFINALPKT,sets
UDG:LST DRRESETLMTCOUNT,DRRESETLMTCOUNT,operates_on
UDG:SET DRRESETLMTCOUNT,DRRESETLMTCOUNT,sets
UNC:LST DRRESETLMTCOUNT,DRRESETLMTCOUNT,operates_on
UNC:SET DRRESETLMTCOUNT,DRRESETLMTCOUNT,sets
UDG:RMV DRSEPINTERFACE,DRSEPINTERFACE,deletes
UDG:ADD DRSEPINTERFACE,DRSEPINTERFACE,creates
UDG:DSP DRSEPINTERFACE,DRSEPINTERFACE,operates_on
UDG:LST DRSEPINTERFACE,DRSEPINTERFACE,operates_on
UNC:RMV DRSEPINTERFACE,DRSEPINTERFACE,deletes
UNC:ADD DRSEPINTERFACE,DRSEPINTERFACE,creates
UNC:DSP DRSEPINTERFACE,DRSEPINTERFACE,operates_on
UNC:LST DRSEPINTERFACE,DRSEPINTERFACE,operates_on
UDG:LST DRSTBYRSTCTRL,DRSTBYRSTCTRL,operates_on
UDG:SET DRSTBYRSTCTRL,DRSTBYRSTCTRL,sets
UNC:LST DRSTBYRSTCTRL,DRSTBYRSTCTRL,operates_on
UNC:SET DRSTBYRSTCTRL,DRSTBYRSTCTRL,sets
UDG:LST DRSWAPREC,DRSWAPREC,operates_on
UNC:LST DRSWAPREC,DRSWAPREC,operates_on
UDG:LST DRTLSMODE,DRTLSMODE,operates_on
UDG:SET DRTLSMODE,DRTLSMODE,sets
UNC:LST DRTLSMODE,DRTLSMODE,operates_on
UNC:SET DRTLSMODE,DRTLSMODE,sets
UNC:LST DSCP,DSCP,operates_on
UNC:SET DSCP,DSCP,sets
UDG:MOD DSCPMAP,DSCPMAP,modifies
UDG:RMV DSCPMAP,DSCPMAP,deletes
UDG:LST DSCPMAP,DSCPMAP,operates_on
UDG:ADD DSCPMAP,DSCPMAP,creates
UNC:MOD DSCPMAP,DSCPMAP,modifies
UNC:RMV DSCPMAP,DSCPMAP,deletes
UNC:LST DSCPMAP,DSCPMAP,operates_on
UNC:ADD DSCPMAP,DSCPMAP,creates
UNC:MOD DSCPPRI,DSCPPRI,modifies
UNC:RMV DSCPPRI,DSCPPRI,deletes
UNC:ADD DSCPPRI,DSCPPRI,creates
UNC:LST DSCPPRI,DSCPPRI,operates_on
UNC:MOD DSCPPRIMCR,DSCPPRIMCR,modifies
UNC:RMV DSCPPRIMCR,DSCPPRIMCR,deletes
UNC:ADD DSCPPRIMCR,DSCPPRIMCR,creates
UNC:LST DSCPPRIMCR,DSCPPRIMCR,operates_on
UNC:LST DSCPRMK,DSCPRMK,operates_on
UNC:SET DSCPRMK,DSCPRMK,sets
UDG:OPR DSPPRTGRPSPEC,DSPPRTGRPSPEC,operates_on
UNC:OPR DSPPRTGRPSPEC,DSPPRTGRPSPEC,operates_on
UNC:DSP DYNAMICHISTLOAD,DYNAMICHISTLOAD,operates_on
UNC:CLR DYNAMICOCS,DYNAMICOCS,operates_on
UNC:DSP DYNAMICOCS,DYNAMICOCS,operates_on
UNC:DSP DYNAMICPCRF,DYNAMICPCRF,operates_on
UNC:CLR DYNAMICPCRF,DYNAMICPCRF,operates_on
UNC:LST DYNAMICPOLICY,DYNAMICPOLICY,operates_on
UNC:SET DYNAMICPOLICY,DYNAMICPOLICY,sets
UNC:DSP DYNDIAMAAA,DYNDIAMAAA,operates_on
UNC:DSP DYNNGERRREC,DYNNGERRREC,operates_on
UNC:CLR DYNNRFSTAT,DYNNRFSTAT,operates_on
UNC:LST E2ETRCCFG,E2ETRCCFG,operates_on
UNC:SET E2ETRCCFG,E2ETRCCFG,sets
UNC:RMV E2ETRCEX,E2ETRCEX,deletes
UNC:DSP E2ETRCEX,E2ETRCEX,operates_on
UNC:MOD E2ETRCTSK,E2ETRCTSK,modifies
UNC:RMV E2ETRCTSK,E2ETRCTSK,deletes
UNC:ADD E2ETRCTSK,E2ETRCTSK,creates
UNC:LST E2ETRCTSK,E2ETRCTSK,operates_on
UDG:RMV ECHOIPLIST,ECHOIPLIST,deletes
UDG:LST ECHOIPLIST,ECHOIPLIST,operates_on
UDG:ADD ECHOIPLIST,ECHOIPLIST,creates
UDG:LST ECOPOLICY,ECOPOLICY,operates_on
UDG:SET ECOPOLICY,ECOPOLICY,sets
UNC:LST ECOPOLICY,ECOPOLICY,operates_on
UNC:SET ECOPOLICY,ECOPOLICY,sets
UDG:DSP ECOVMSINFO,ECOVMSINFO,operates_on
UNC:DSP ECOVMSINFO,ECOVMSINFO,operates_on
UDG:MOD EDNS,EDNS,modifies
UDG:RMV EDNS,EDNS,deletes
UDG:ADD EDNS,EDNS,creates
UDG:LST EDNS,EDNS,operates_on
UNC:MOD EIR,EIR,modifies
UNC:RMV EIR,EIR,deletes
UNC:ADD EIR,EIR,creates
UNC:LST EIR,EIR,operates_on
UDG:DSP ELECTION,ELECTION,operates_on
UNC:DSP ELECTION,ELECTION,operates_on
UDG:LST ELECTIONABILITY,ELECTIONABILITY,operates_on
UDG:SET ELECTIONABILITY,ELECTIONABILITY,sets
UNC:LST ELECTIONABILITY,ELECTIONABILITY,operates_on
UNC:SET ELECTIONABILITY,ELECTIONABILITY,sets
UDG:DSP ELECTSERVICE,ELECTSERVICE,operates_on
UDG:LST ELECTSERVICE,ELECTSERVICE,operates_on
UDG:SET ELECTSERVICE,ELECTSERVICE,sets
UNC:DSP ELECTSERVICE,ELECTSERVICE,operates_on
UNC:LST ELECTSERVICE,ELECTSERVICE,operates_on
UNC:SET ELECTSERVICE,ELECTSERVICE,sets
UNC:MOD EMGCFG,EMGCFG,modifies
UNC:RMV EMGCFG,EMGCFG,deletes
UNC:ADD EMGCFG,EMGCFG,creates
UNC:LST EMGCFG,EMGCFG,operates_on
UNC:RMV EMGCNUM,EMGCNUM,deletes
UNC:ADD EMGCNUM,EMGCNUM,creates
UNC:LST EMGCNUM,EMGCNUM,operates_on
UNC:LST EMM,EMM,operates_on
UNC:SET EMM,EMM,sets
UNC:LST EMMPROCTRL,EMMPROCTRL,operates_on
UNC:SET EMMPROCTRL,EMMPROCTRL,sets
UNC:MOD EMMPROCTRLIMSI,EMMPROCTRLIMSI,modifies
UNC:RMV EMMPROCTRLIMSI,EMMPROCTRLIMSI,deletes
UNC:ADD EMMPROCTRLIMSI,EMMPROCTRLIMSI,creates
UNC:LST EMMPROCTRLIMSI,EMMPROCTRLIMSI,operates_on
UNC:LST EMTCBEMM,EMTCBEMM,operates_on
UNC:SET EMTCBEMM,EMTCBEMM,sets
UNC:LST EMTCBESM,EMTCBESM,operates_on
UNC:SET EMTCBESM,EMTCBESM,sets
UNC:DSP ENBATTR,ENBATTR,operates_on
UNC:CLR ENBATTR,ENBATTR,operates_on
UNC:DSP ENBGNBNEIBS,ENBGNBNEIBS,operates_on
UNC:MOD ENBGP,ENBGP,modifies
UNC:RMV ENBGP,ENBGP,deletes
UNC:ADD ENBGP,ENBGP,creates
UNC:LST ENBGP,ENBGP,operates_on
UNC:RMV ENBGPMEM,ENBGPMEM,deletes
UNC:ADD ENBGPMEM,ENBGPMEM,creates
UNC:LST ENBGPMEM,ENBGPMEM,operates_on
UNC:DSP ENBNEIBS,ENBNEIBS,operates_on
UNC:CLR ENBNEIBS,ENBNEIBS,operates_on
UNC:RMV ENBNSINDB,ENBNSINDB,deletes
UNC:ADD ENBNSINDB,ENBNSINDB,creates
UNC:LST ENBNSINDB,ENBNSINDB,operates_on
UNC:STR ENBTASYN,ENBTASYN,operates_on
UNC:DSP ENGNB,ENGNB,operates_on
UNC:RMV EPLMNAREAMEM,EPLMNAREAMEM,deletes
UNC:ADD EPLMNAREAMEM,EPLMNAREAMEM,creates
UNC:LST EPLMNAREAMEM,EPLMNAREAMEM,operates_on
UNC:MOD EPLMNGRP,EPLMNGRP,modifies
UNC:RMV EPLMNGRP,EPLMNGRP,deletes
UNC:ADD EPLMNGRP,EPLMNGRP,creates
UNC:LST EPLMNGRP,EPLMNGRP,operates_on
UNC:RMV EPLMNGRPMEM,EPLMNGRPMEM,deletes
UNC:ADD EPLMNGRPMEM,EPLMNGRPMEM,creates
UNC:LST EPLMNGRPMEM,EPLMNGRPMEM,operates_on
UDG:RMV EPRPDYN,EPRPDYN,deletes
UDG:LST EPRPDYN,EPRPDYN,operates_on
UDG:ADD EPRPDYN,EPRPDYN,creates
UDG:RMV EPRPDYNIP,EPRPDYNIP,deletes
UDG:LST EPRPDYNIP,EPRPDYNIP,operates_on
UDG:ADD EPRPDYNIP,EPRPDYNIP,creates
UDG:RMV EPRPSTA,EPRPSTA,deletes
UDG:LST EPRPSTA,EPRPSTA,operates_on
UDG:ADD EPRPSTA,EPRPSTA,creates
UNC:LST EPSQCI2PRER8,EPSQCI2PRER8,operates_on
UNC:CLR EPSQCI2PRER8,EPSQCI2PRER8,operates_on
UNC:SET EPSQCI2PRER8,EPSQCI2PRER8,sets
UNC:MOD EPSQOS4DEFBER,EPSQOS4DEFBER,modifies
UNC:RMV EPSQOS4DEFBER,EPSQOS4DEFBER,deletes
UNC:ADD EPSQOS4DEFBER,EPSQOS4DEFBER,creates
UNC:LST EPSQOS4DEFBER,EPSQOS4DEFBER,operates_on
UNC:MOD EPSQOSACTION,EPSQOSACTION,modifies
UNC:RMV EPSQOSACTION,EPSQOSACTION,deletes
UNC:ADD EPSQOSACTION,EPSQOSACTION,creates
UNC:LST EPSQOSACTION,EPSQOSACTION,operates_on
UNC:MOD EPSREMARK,EPSREMARK,modifies
UNC:RMV EPSREMARK,EPSREMARK,deletes
UNC:ADD EPSREMARK,EPSREMARK,creates
UNC:LST EPSREMARK,EPSREMARK,operates_on
UNC:MOD EPSSUBQOS,EPSSUBQOS,modifies
UNC:RMV EPSSUBQOS,EPSSUBQOS,deletes
UNC:ADD EPSSUBQOS,EPSSUBQOS,creates
UNC:LST EPSSUBQOS,EPSSUBQOS,operates_on
UNC:LST ERRCDRALM,ERRCDRALM,operates_on
UNC:SET ERRCDRALM,ERRCDRALM,sets
UDG:RMV ERRORCODE,ERRORCODE,deletes
UDG:ADD ERRORCODE,ERRORCODE,creates
UDG:LST ERRORCODE,ERRORCODE,operates_on
UNC:LST ESM,ESM,operates_on
UNC:SET ESM,ESM,sets
UNC:MOD ESMLC,ESMLC,modifies
UNC:RMV ESMLC,ESMLC,deletes
UNC:ADD ESMLC,ESMLC,creates
UNC:LST ESMLC,ESMLC,operates_on
UNC:DSP ESMLCSTATE,ESMLCSTATE,operates_on
UDG:LOD ESN,ESN,operates_on
UDG:DSP ESN,ESN,operates_on
UDG:LST ESN,ESN,operates_on
UNC:LOD ESN,ESN,operates_on
UNC:DSP ESN,ESN,operates_on
UNC:LST ESN,ESN,operates_on
UDG:DSP ETCDTTL,ETCDTTL,operates_on
UNC:DSP ETCDTTL,ETCDTTL,operates_on
UDG:RMV ETHSUBIF,ETHSUBIF,deletes
UDG:ADD ETHSUBIF,ETHSUBIF,creates
UDG:LST ETHSUBIF,ETHSUBIF,operates_on
UNC:RMV ETHSUBIF,ETHSUBIF,deletes
UNC:ADD ETHSUBIF,ETHSUBIF,creates
UNC:LST ETHSUBIF,ETHSUBIF,operates_on
UDG:DSP EVTGOVSTAT,EVTGOVSTAT,operates_on
UNC:DSP EVTGOVSTAT,EVTGOVSTAT,operates_on
UDG:LST EVTHEALCTRL,EVTHEALCTRL,operates_on
UDG:SET EVTHEALCTRL,EVTHEALCTRL,sets
UNC:LST EVTHEALCTRL,EVTHEALCTRL,operates_on
UNC:SET EVTHEALCTRL,EVTHEALCTRL,sets
UDG:DSP EVTHEALREC,EVTHEALREC,operates_on
UNC:DSP EVTHEALREC,EVTHEALREC,operates_on
UDG:LST EVTPARA,EVTPARA,operates_on
UDG:SET EVTPARA,EVTPARA,sets
UNC:LST EVTPARA,EVTPARA,operates_on
UNC:SET EVTPARA,EVTPARA,sets
UNC:DSP EVTSUBINFO,EVTSUBINFO,operates_on
UDG:LST EVTSW,EVTSW,operates_on
UDG:SET EVTSW,EVTSW,sets
UNC:LST EVTSW,EVTSW,operates_on
UNC:SET EVTSW,EVTSW,sets
UDG:DSP EXCEPTIONINFO,EXCEPTIONINFO,operates_on
UNC:DSP EXCEPTIONINFO,EXCEPTIONINFO,operates_on
UDG:DSP EXCHANGE,EXCHANGE,operates_on
UNC:DSP EXCHANGE,EXCHANGE,operates_on
UNC:RMV EXEMPTSERVICE,EXEMPTSERVICE,deletes
UNC:ADD EXEMPTSERVICE,EXEMPTSERVICE,creates
UNC:LST EXEMPTSERVICE,EXEMPTSERVICE,operates_on
UDG:DSP EXEPSESSINFO,EXEPSESSINFO,operates_on
UDG:LST EXPBASICFUNC,EXPBASICFUNC,operates_on
UDG:SET EXPBASICFUNC,EXPBASICFUNC,sets
UDG:MOD EXPCFGPARA,EXPCFGPARA,modifies
UNC:MOD EXPCFGPARA,EXPCFGPARA,modifies
UDG:ULD EXPFILE,EXPFILE,operates_on
UNC:ULD EXPFILE,EXPFILE,operates_on
UDG:DSP EXPLOG,EXPLOG,operates_on
UNC:DSP EXTANINFO,EXTANINFO,operates_on
UDG:RMV EXTENDCOMMUNITYFILTER,EXTENDCOMMUNITYFILTER,deletes
UDG:ADD EXTENDCOMMUNITYFILTER,EXTENDCOMMUNITYFILTER,creates
UDG:LST EXTENDCOMMUNITYFILTER,EXTENDCOMMUNITYFILTER,operates_on
UNC:RMV EXTENDCOMMUNITYFILTER,EXTENDCOMMUNITYFILTER,deletes
UNC:ADD EXTENDCOMMUNITYFILTER,EXTENDCOMMUNITYFILTER,creates
UNC:LST EXTENDCOMMUNITYFILTER,EXTENDCOMMUNITYFILTER,operates_on
UDG:RMV EXTENDCOMMUNITYFILTERNODE,EXTENDCOMMUNITYFILTERNODE,deletes
UDG:ADD EXTENDCOMMUNITYFILTERNODE,EXTENDCOMMUNITYFILTERNODE,creates
UDG:LST EXTENDCOMMUNITYFILTERNODE,EXTENDCOMMUNITYFILTERNODE,operates_on
UNC:RMV EXTENDCOMMUNITYFILTERNODE,EXTENDCOMMUNITYFILTERNODE,deletes
UNC:ADD EXTENDCOMMUNITYFILTERNODE,EXTENDCOMMUNITYFILTERNODE,creates
UNC:LST EXTENDCOMMUNITYFILTERNODE,EXTENDCOMMUNITYFILTERNODE,operates_on
UDG:MOD EXTENDEDFILTER,EXTENDEDFILTER,modifies
UDG:RMV EXTENDEDFILTER,EXTENDEDFILTER,deletes
