param_id,command_name,param_identifier,enum_value,enum_label,enum_description
5bf67ff809,MOD MCRDRNHP,IPVERSION,IPv6,,IPv6类型。
7e97f790c2,RMV MCRDRNHP,IPVERSION,IPv6,,IPv6类型。
13acb2c163,ADD MCRDRNHP,IPVERSION,IPv6,,IPv6类型。
da94448772,LST MCRDRNHP,IPVERSION,IPv6,,IPv6类型。
368c99614b,DSP MCASTPAESOURCE,PAEJOINTYPE,B,,
af12a845cd,DSP MCASTPAESOURCE,MASTERSLAVETYPE,SLAVE,,备。
262930c896,DSP MCASTPAEGROUP,PAEJOINTYPE,B,,
92b5315735,DSP MCASTPAEGROUP,MASTERSLAVETYPE,SLAVE,,备。
cb2282a9f2,RTR MCASTPAEGROUP,PAEJOINTYPE,B,,
a63b42fe87,DSP PIMEBSR,MASTERSLAVETYPE,SLAVE,,备。
64df68f896,MOD PIMIF,SETPIMMODE,SET,,设置PIM模式。
e1189c305e,DSP PIMIF,MASTERSLAVETYPE,SLAVE,,备。
d5cb23e8af,ADD PIMIF,SETPIMMODE,SET,,设置PIM模式。
88fa473576,DSP PIMROUTEUP,MASTERSLAVETYPE,SLAVE,,备。
623bb1f559,DSP PIMROUTEDW,MASTERSLAVETYPE,SLAVE,,备。
ae1f9e1d76,RTR PIMROUTE,ALLFLAG,TRUE,,清除所有信息。
b246bd6419,DSP PIMNBR,MASTERSLAVETYPE,SLAVE,,备。
294d16e9c4,MOD PIMSTATICRP,BIDIRENABLE,TRUE,,使能。
0b01dfa0a3,ADD PIMSTATICRP,BIDIRENABLE,TRUE,,使能。
b7207846d2,DSP PIMRP,MASTERSLAVETYPE,SLAVE,,备。
52a70fb40c,SET LDPBFD,LDPBFDTRIGGERTUNNEL,HOST,,触发方式为主机地址。
52a70fb40c,SET LDPBFD,LDPBFDTRIGGERTUNNEL,FEC_LIST,,触发方式为FEC列表。
52a70fb40c,SET LDPBFD,LDPBFDTRIGGERTUNNEL,IP_PREFIX,,触发方式为IP前缀列表。
4903307f56,SET LDPGLOBAL,MTUSIGNALING,ENABLE,,使能。
91989aad84,SET LDPGLOBAL,MTUAPPLYSIGNAL,ENABLE,,使能。
45bf04a633,SET LDPGLOBAL,TRIGGERMODE,HOST,,主机。32位地址的IP路由触发建立LSP。
45bf04a633,SET LDPGLOBAL,TRIGGERMODE,NONE,,不使能。不触发建立LSP。
45bf04a633,SET LDPGLOBAL,TRIGGERMODE,I,,
d36508cfde,SET LDPGLOBAL,GRENABLE,ENABLE,,使能。
4e473c48f2,SET LDPGLOBAL,ANNOUNCEMENTCAP,ENABLE,,使能。
39c70c181d,MOD LDPINSTANCE,GDFLAG,TRUE,,使能。
6b26352ea3,MOD LDPINSTANCE,AUTHENMODE,MODE_ENABLE,,使能认证。
998a29e8d4,MOD LDPINSTANCE,AUTHENTYPE,MD5,,MD5认证类型。MD5验证是在TCP发出去之前进行的：LDP消息在经TCP发出前，会在TCP头后面填充一个唯一的信息摘要再发出。
998a29e8d4,MOD LDPINSTANCE,AUTHENTYPE,KEYCHAIN,,Keychain认证类型。Keychain类似于MD5，针对同一段信息计算出对应的信息摘要，实现LDP报文防篡改校验。Keychain允许用户定义一组密码，形成一个密码串，并且分别为每个密码指定加解密算法及密码使用的有效时间。
9911e8910b,MOD LDPINSTANCE,LABELCTRLMODE,INDEPENDENT,,独立标签控制模式。 采用Independent方式时，不管有没有收到下游返回的标签映射消息，都立即向上游发送标签映射消息。
6e0c3f17fb,MOD LDPIF,LABELADVMODE,DOD,,上游按需向下游请求标签。 对于一个特定的FEC，LSR获得标签请求消息之后才进行标签分配与分发。
60e456e837,ADD LDPIF,LABELADVMODE,DOD,,上游按需向下游请求标签。 对于一个特定的FEC，LSR获得标签请求消息之后才进行标签分配与分发。
44e6df0586,MOD LDPAUTHGROUP,AUTHENTYPE,KEYCHAIN,,Keychain认证类型。Keychain类似于MD5，针对同一段信息计算出对应的信息摘要，实现LDP报文防篡改校验。Keychain允许用户定义一组密码，形成一个密码串，并且分别为每个密码指定加解密算法及密码使用的有效时间。
4830e1cb9e,ADD LDPAUTHGROUP,AUTHENTYPE,KEYCHAIN,,Keychain认证类型。Keychain类似于MD5，针对同一段信息计算出对应的信息摘要，实现LDP报文防篡改校验。Keychain允许用户定义一组密码，形成一个密码串，并且分别为每个密码指定加解密算法及密码使用的有效时间。
cdce8d5baf,MOD LDPREMOTEPEER,LABELADVMODE,DOD,,上游按需向下游请求标签。 对于一个特定的FEC，LSR获得标签请求消息之后才进行标签分配与分发。
aa361b778d,ADD LDPREMOTEPEER,LABELADVMODE,DOD,,上游按需向下游请求标签。 对于一个特定的FEC，LSR获得标签请求消息之后才进行标签分配与分发。
e58dcd4f64,MOD LDPPEERPOLICY,AUTHENMODE,MODE_EXCLUDE,,不继承认证方式，会话建立不使用认证。
9e87b35849,MOD LDPPEERPOLICY,AUTHENTYPE,KEYCHAIN,,Keychain认证类型。Keychain类似于MD5，针对同一段信息计算出对应的信息摘要，实现LDP报文防篡改校验。Keychain允许用户定义一组密码，形成一个密码串，并且分别为每个密码指定加解密算法及密码使用的有效时间。
ead88eb921,ADD LDPPEERPOLICY,AUTHENMODE,MODE_EXCLUDE,,不继承认证方式，会话建立不使用认证。
fa76d10dc4,ADD LDPPEERPOLICY,AUTHENTYPE,KEYCHAIN,,Keychain认证类型。Keychain类似于MD5，针对同一段信息计算出对应的信息摘要，实现LDP报文防篡改校验。Keychain允许用户定义一组密码，形成一个密码串，并且分别为每个密码指定加解密算法及密码使用的有效时间。
13772d5dca,DSP MPLSLSPSTC,LSPTYPE,BGP_LSP,,BGP LSP。
13772d5dca,DSP MPLSLSPSTC,LSPTYPE,BGP_IPV6_LSP,,BGP IPv6 LSP。
13772d5dca,DSP MPLSLSPSTC,LSPTYPE,L3VPN_IPV6_LSP,,L3VPN IPv6 LSP。
13772d5dca,DSP MPLSLSPSTC,LSPTYPE,LSP,,所有的LSP。
d0eae790c7,SET MPLSSITE,MPLSENABLE,ENABLE,,使能。
629b6c85e6,SET MPLSSITE,LDPENABLE,ENABLE,,使能。
faeba9f538,SET MPLSSITE,NULLLABLETYPE,IMPLICIT_NULL,,隐式空标签，为倒数第二跳分配3标签。
faeba9f538,SET MPLSSITE,NULLLABLETYPE,NON_NULL,,不分配空标签，不为倒数第二跳分空标签。即标签值不小于16。
8a9d84dd73,MOD GRETUNNEL,TNLTYPE,gre6,,指定隧道类型为Gre6。
ce64602b87,MOD GRETUNNEL,SRCTYPE,ip_address,,指定源类型为IP地址。
ce64602b87,MOD GRETUNNEL,SRCTYPE,if_name,,指定源类型为接口。
007aabff0c,MOD GRETUNNEL,SRCTYPE6,ip_address,,指定源类型为IP地址。
007aabff0c,MOD GRETUNNEL,SRCTYPE6,if_name,,指定源类型为接口。
f4be4bbd36,MOD GRETUNNEL,KEEPALVEN,TRUE,,使能。
abbef7639d,MOD GRETUNNEL,GREKEYEN,TRUE,,使能。
12f6b6c2bb,RMV GRETUNNEL,TNLTYPE,gre6,,指定隧道类型为Gre6。
d4cf54aeeb,ADD GRETUNNEL,TNLTYPE,gre6,,指定隧道类型为Gre6。
c6b477e23e,ADD GRETUNNEL,SRCTYPE,ip_address,,指定源类型为IP地址。
c6b477e23e,ADD GRETUNNEL,SRCTYPE,if_name,,指定源类型为接口。
20298fb9af,ADD GRETUNNEL,SRCTYPE6,ip_address,,指定源类型为IP地址。
20298fb9af,ADD GRETUNNEL,SRCTYPE6,if_name,,指定源类型为接口。
3452da9cfe,ADD GRETUNNEL,KEEPALVEN,TRUE,,使能。
1e733ab578,ADD GRETUNNEL,GREKEYEN,TRUE,,使能。
5fedf18871,LST GRETUNNEL,TNLTYPE,gre6,,指定隧道类型为Gre6。
7639913f25,MOD VPNINSTAF,AFTYPE,ipv6uni,,IPv6地址族。
57aa6c6d62,MOD VPNINSTAF,VRFLABELMODE,perInstance,,每实例每标签。
57aa6c6d62,MOD VPNINSTAF,VRFLABELMODE,perInstanceStatic,,每实例每静态标签。
f1043a96cd,RMV VPNINSTAF,AFTYPE,ipv6uni,,IPv6地址族。
bd95559c7d,ADD VPNINSTAF,AFTYPE,ipv6uni,,IPv6地址族。
609bb04614,ADD VPNINSTAF,VRFLABELMODE,perInstance,,每实例每标签。
609bb04614,ADD VPNINSTAF,VRFLABELMODE,perInstanceStatic,,每实例每静态标签。
7b167b2530,LST VPNINSTAF,AFTYPE,ipv6uni,,IPv6地址族。
d290296b63,RMV VPNTARGET,AFTYPE,ipv6uni,,IPv6地址族。
2b4f3a421a,RMV VPNTARGET,VRFRTTYPE,import_extcommunity,,引入扩展团体属性。
9f80b5444a,ADD VPNTARGET,AFTYPE,ipv6uni,,IPv6地址族。
dd9b5f9b13,ADD VPNTARGET,VRFRTTYPE,import_extcommunity,,引入扩展团体属性。
5cdccd3c73,LST VPNTARGET,AFTYPE,ipv6uni,,IPv6地址族。
da41fa2e50,LST VPNTARGET,VRFRTTYPE,import_extcommunity,,引入扩展团体属性。
2d5ee05f4b,MOD TUNNELPOLICY,TNLPOLICYTYPE,tnlSelectSeq,,隧道选择序列。
f82709aeb1,MOD TUNNELPOLICY,SELTNLTYPE1,gre,,GRE。
38846ec87d,MOD TUNNELPOLICY,SELTNLTYPE2,lsp,,LSP。
38846ec87d,MOD TUNNELPOLICY,SELTNLTYPE2,gre,,GRE。
6d259804de,ADD TUNNELPOLICY,TNLPOLICYTYPE,tnlSelectSeq,,隧道选择序列。
448dbca6bc,ADD TUNNELPOLICY,SELTNLTYPE1,gre,,GRE。
ac56b2598b,ADD TUNNELPOLICY,SELTNLTYPE2,lsp,,LSP。
ac56b2598b,ADD TUNNELPOLICY,SELTNLTYPE2,gre,,GRE。
50c58edb7d,DSP TUNNELPOLICY,ISPOLICYCOUNT,TRUE,,是。
cd882d032b,MOD MQCPOLICY,STCENABLE,enable,,使能流策略统计。
cc7f81bc2d,MOD MQCPOLICY,SHAREMODE,s,,
d7c0807b30,ADD MQCPOLICY,STCENABLE,enable,,使能流策略统计。
8871d9b0a8,ADD MQCPOLICY,SHAREMODE,s,,
69ff927fc6,LST MQCBEHAVIOR,CREATETYPE,u,,
aaf52528b7,LST MQCCLASSIFIER,CREATETYPE,u,,
1c636e41ca,RMV QOSRULEACL,IPVERSION,IPv6,,IPv6类型。
bc5892b0db,RMV QOSRULEACL,ACLTYPE,a,,
7d722d1864,ADD QOSRULEACL,IPVERSION,IPv6,,IPv6类型。
c7d22df981,ADD QOSRULEACL,ACLTYPE,a,,
18cab76b61,LST QOSRULEACL,IPVERSION,IPv6,,IPv6类型。
319d2a38fa,LST QOSBA,BATYPE,ip_dscp,,对入方向的IP报文DSCP(差分服务码点)值进行修改。
319d2a38fa,LST QOSBA,BATYPE,mpls_exp,,对入方向的MPLS报文EXP(实验比特位)值进行修改。
5df8359144,LST QOSBA,SERVICECLASS,af1,,确保转发等级1。
5df8359144,LST QOSBA,SERVICECLASS,af2,,确保转发等级2。
5df8359144,LST QOSBA,SERVICECLASS,af3,,确保转发等级3。
5df8359144,LST QOSBA,SERVICECLASS,af4,,确保转发等级4。
5df8359144,LST QOSBA,SERVICECLASS,ef,,加速转发。
5df8359144,LST QOSBA,SERVICECLASS,cs6,,类选择码6。
5df8359144,LST QOSBA,SERVICECLASS,cs7,,类选择码7。
0a40a37d59,LST QOSBA,COLOR,yellow,,报文颜色，黄色报文的丢弃优先级介于绿色红色之间。
0a40a37d59,LST QOSBA,COLOR,red,,报文颜色，红色报文的丢弃优先级最高。
304e795c75,SET QOSBA,BATYPE,ip_dscp,,对入方向的IP报文DSCP(差分服务码点)值进行修改。
304e795c75,SET QOSBA,BATYPE,mpls_exp,,对入方向的MPLS报文EXP(实验比特位)值进行修改。
e4a05a5541,SET QOSBA,SERVICECLASS,af1,,确保转发等级1。
e4a05a5541,SET QOSBA,SERVICECLASS,af2,,确保转发等级2。
e4a05a5541,SET QOSBA,SERVICECLASS,af3,,确保转发等级3。
e4a05a5541,SET QOSBA,SERVICECLASS,af4,,确保转发等级4。
e4a05a5541,SET QOSBA,SERVICECLASS,ef,,加速转发。
e4a05a5541,SET QOSBA,SERVICECLASS,cs6,,类选择码6。
e4a05a5541,SET QOSBA,SERVICECLASS,cs7,,类选择码7。
06a866383d,SET QOSBA,COLOR,yellow,,报文颜色，黄色报文的丢弃优先级介于绿色红色之间。
06a866383d,SET QOSBA,COLOR,red,,报文颜色，红色报文的丢弃优先级最高。
25edee6b6e,MOD DSCPMAP,TYPE,exp,,EXP优先级。
458b78ab44,RMV DSCPMAP,TYPE,exp,,EXP优先级。
e3461889a8,LST DSCPMAP,TYPE,exp,,EXP优先级。
9829214f4c,ADD DSCPMAP,TYPE,exp,,EXP优先级。
389235e23c,LST QOSPHB,PHBTYPE,ip_dscp,,对出方向的IP报文DSCP(差分服务码点)值进行修改。
389235e23c,LST QOSPHB,PHBTYPE,mpls_exp,,对出方向的MPLS报文EXP(实验比特位)值进行修改。
fe537573ab,LST QOSPHB,SERVICECLASS,af1,,确保转发等级1。
fe537573ab,LST QOSPHB,SERVICECLASS,af2,,确保转发等级2。
fe537573ab,LST QOSPHB,SERVICECLASS,af3,,确保转发等级3。
fe537573ab,LST QOSPHB,SERVICECLASS,af4,,确保转发等级4。
fe537573ab,LST QOSPHB,SERVICECLASS,ef,,加速转发。
fe537573ab,LST QOSPHB,SERVICECLASS,cs6,,类选择码6。
fe537573ab,LST QOSPHB,SERVICECLASS,cs7,,类选择码7。
9369897c62,LST QOSPHB,COLOR,yellow,,报文颜色，黄色报文的丢弃优先级介于绿色红色之间。
9369897c62,LST QOSPHB,COLOR,red,,报文颜色，红色报文的丢弃优先级最高。
59d1616854,SET QOSPHB,PHBTYPE,ip_dscp,,对出方向的IP报文DSCP(差分服务码点)值进行修改。
59d1616854,SET QOSPHB,PHBTYPE,mpls_exp,,对出方向的MPLS报文EXP(实验比特位)值进行修改。
7bab4ea350,SET QOSPHB,SERVICECLASS,af1,,确保转发等级1。
7bab4ea350,SET QOSPHB,SERVICECLASS,af2,,确保转发等级2。
7bab4ea350,SET QOSPHB,SERVICECLASS,af3,,确保转发等级3。
7bab4ea350,SET QOSPHB,SERVICECLASS,af4,,确保转发等级4。
7bab4ea350,SET QOSPHB,SERVICECLASS,ef,,加速转发。
7bab4ea350,SET QOSPHB,SERVICECLASS,cs6,,类选择码6。
7bab4ea350,SET QOSPHB,SERVICECLASS,cs7,,类选择码7。
30cd6dfefa,SET QOSPHB,COLOR,yellow,,报文颜色，黄色报文的丢弃优先级介于绿色红色之间。
30cd6dfefa,SET QOSPHB,COLOR,red,,报文颜色，红色报文的丢弃优先级最高。
0d6793361a,MOD QOSIFTRUST,FLAG8021P,true,,支持以太子接口上根据802.1p的值进行简单流分类。
ec13b3779e,ADD QOSIFTRUST,FLAG8021P,true,,支持以太子接口上根据802.1p的值进行简单流分类。
6e7ceefbea,LST QOSIFTRUST,FLAG8021P,true,,支持以太子接口上根据802.1p的值进行简单流分类。
295d21366b,MOD SQOSCAR,GREENACTION,discard,,报文丢弃。
295d21366b,MOD SQOSCAR,GREENACTION,remark,,报文重标记服务等级和颜色。
295d21366b,MOD SQOSCAR,GREENACTION,null,,无效的动作类型。
2e0ec73053,MOD SQOSCAR,GREENSERVICECLASS,af1,,确保转发等级1。
2e0ec73053,MOD SQOSCAR,GREENSERVICECLASS,af2,,确保转发等级2。
2e0ec73053,MOD SQOSCAR,GREENSERVICECLASS,af3,,确保转发等级3。
2e0ec73053,MOD SQOSCAR,GREENSERVICECLASS,af4,,确保转发等级4。
2e0ec73053,MOD SQOSCAR,GREENSERVICECLASS,ef,,加速转发。
2e0ec73053,MOD SQOSCAR,GREENSERVICECLASS,cs6,,类选择码6。
2e0ec73053,MOD SQOSCAR,GREENSERVICECLASS,cs7,,类选择码7。
2e0ec73053,MOD SQOSCAR,GREENSERVICECLASS,null,,无效的服务等级。
f7f522c9e9,MOD SQOSCAR,GREENSERVICECOLOR,yellow,,报文颜色，黄色报文的丢弃优先级介于绿色红色之间。
f7f522c9e9,MOD SQOSCAR,GREENSERVICECOLOR,red,,报文颜色，红色报文的丢弃优先级最高。
f7f522c9e9,MOD SQOSCAR,GREENSERVICECOLOR,null,,无效的颜色类型。
f0f2f4a226,MOD SQOSCAR,YELLOWACTION,discard,,报文丢弃。
f0f2f4a226,MOD SQOSCAR,YELLOWACTION,remark,,报文重标记服务等级和颜色。
f0f2f4a226,MOD SQOSCAR,YELLOWACTION,null,,无效的动作类型。
70296299e2,MOD SQOSCAR,YELLOWSERVICECLASS,af1,,确保转发等级1。
70296299e2,MOD SQOSCAR,YELLOWSERVICECLASS,af2,,确保转发等级2。
70296299e2,MOD SQOSCAR,YELLOWSERVICECLASS,af3,,确保转发等级3。
70296299e2,MOD SQOSCAR,YELLOWSERVICECLASS,af4,,确保转发等级4。
70296299e2,MOD SQOSCAR,YELLOWSERVICECLASS,ef,,加速转发。
70296299e2,MOD SQOSCAR,YELLOWSERVICECLASS,cs6,,类选择码6。
70296299e2,MOD SQOSCAR,YELLOWSERVICECLASS,cs7,,类选择码7。
70296299e2,MOD SQOSCAR,YELLOWSERVICECLASS,null,,无效的服务等级。
fdf0f7b372,MOD SQOSCAR,YELLOWSERVICECOLOR,yellow,,报文颜色，黄色报文的丢弃优先级介于绿色红色之间。
fdf0f7b372,MOD SQOSCAR,YELLOWSERVICECOLOR,red,,报文颜色，红色报文的丢弃优先级最高。
fdf0f7b372,MOD SQOSCAR,YELLOWSERVICECOLOR,null,,无效的颜色类型。
567f42acb0,MOD SQOSCAR,REDACTION,discard,,报文丢弃。
567f42acb0,MOD SQOSCAR,REDACTION,remark,,报文重标记服务等级和颜色。
567f42acb0,MOD SQOSCAR,REDACTION,null,,无效的动作类型。
a6c162428b,MOD SQOSCAR,REDSERVICECLASS,af1,,确保转发等级1。
a6c162428b,MOD SQOSCAR,REDSERVICECLASS,af2,,确保转发等级2。
a6c162428b,MOD SQOSCAR,REDSERVICECLASS,af3,,确保转发等级3。
a6c162428b,MOD SQOSCAR,REDSERVICECLASS,af4,,确保转发等级4。
a6c162428b,MOD SQOSCAR,REDSERVICECLASS,ef,,加速转发。
a6c162428b,MOD SQOSCAR,REDSERVICECLASS,cs6,,类选择码6。
a6c162428b,MOD SQOSCAR,REDSERVICECLASS,cs7,,类选择码7。
a6c162428b,MOD SQOSCAR,REDSERVICECLASS,null,,无效的服务等级。
a5d012b3aa,MOD SQOSCAR,REDSERVICECOLOR,yellow,,报文颜色，黄色报文的丢弃优先级介于绿色红色之间。
a5d012b3aa,MOD SQOSCAR,REDSERVICECOLOR,red,,报文颜色，红色报文的丢弃优先级最高。
a5d012b3aa,MOD SQOSCAR,REDSERVICECOLOR,null,,无效的颜色类型。
d54d96d486,MOD SQOSCAR,COLORAWARE,keen,,色敏。
86f4625469,ADD SQOSCAR,GREENACTION,discard,,报文丢弃。
86f4625469,ADD SQOSCAR,GREENACTION,remark,,报文重标记服务等级和颜色。
86f4625469,ADD SQOSCAR,GREENACTION,null,,无效的动作类型。
3e65b31469,ADD SQOSCAR,GREENSERVICECLASS,af1,,确保转发等级1。
3e65b31469,ADD SQOSCAR,GREENSERVICECLASS,af2,,确保转发等级2。
3e65b31469,ADD SQOSCAR,GREENSERVICECLASS,af3,,确保转发等级3。
3e65b31469,ADD SQOSCAR,GREENSERVICECLASS,af4,,确保转发等级4。
3e65b31469,ADD SQOSCAR,GREENSERVICECLASS,ef,,加速转发。
3e65b31469,ADD SQOSCAR,GREENSERVICECLASS,cs6,,类选择码6。
3e65b31469,ADD SQOSCAR,GREENSERVICECLASS,cs7,,类选择码7。
3e65b31469,ADD SQOSCAR,GREENSERVICECLASS,null,,无效的服务等级。
f2ceb84e58,ADD SQOSCAR,GREENSERVICECOLOR,yellow,,报文颜色，黄色报文的丢弃优先级介于绿色红色之间。
f2ceb84e58,ADD SQOSCAR,GREENSERVICECOLOR,red,,报文颜色，红色报文的丢弃优先级最高。
f2ceb84e58,ADD SQOSCAR,GREENSERVICECOLOR,null,,无效的颜色类型。
986bc684e5,ADD SQOSCAR,YELLOWACTION,discard,,报文丢弃。
986bc684e5,ADD SQOSCAR,YELLOWACTION,remark,,报文重标记服务等级和颜色。
986bc684e5,ADD SQOSCAR,YELLOWACTION,null,,无效的动作类型。
a1aec81c2d,ADD SQOSCAR,YELLOWSERVICECLASS,af1,,确保转发等级1。
a1aec81c2d,ADD SQOSCAR,YELLOWSERVICECLASS,af2,,确保转发等级2。
a1aec81c2d,ADD SQOSCAR,YELLOWSERVICECLASS,af3,,确保转发等级3。
a1aec81c2d,ADD SQOSCAR,YELLOWSERVICECLASS,af4,,确保转发等级4。
a1aec81c2d,ADD SQOSCAR,YELLOWSERVICECLASS,ef,,加速转发。
a1aec81c2d,ADD SQOSCAR,YELLOWSERVICECLASS,cs6,,类选择码6。
a1aec81c2d,ADD SQOSCAR,YELLOWSERVICECLASS,cs7,,类选择码7。
a1aec81c2d,ADD SQOSCAR,YELLOWSERVICECLASS,null,,无效的服务等级。
1a741938ed,ADD SQOSCAR,YELLOWSERVICECOLOR,yellow,,报文颜色，黄色报文的丢弃优先级介于绿色红色之间。
1a741938ed,ADD SQOSCAR,YELLOWSERVICECOLOR,red,,报文颜色，红色报文的丢弃优先级最高。
1a741938ed,ADD SQOSCAR,YELLOWSERVICECOLOR,null,,无效的颜色类型。
dbb67bbdd0,ADD SQOSCAR,REDACTION,discard,,报文丢弃。
dbb67bbdd0,ADD SQOSCAR,REDACTION,remark,,报文重标记服务等级和颜色。
dbb67bbdd0,ADD SQOSCAR,REDACTION,null,,无效的动作类型。
3fa66cdd26,ADD SQOSCAR,REDSERVICECLASS,af1,,确保转发等级1。
3fa66cdd26,ADD SQOSCAR,REDSERVICECLASS,af2,,确保转发等级2。
3fa66cdd26,ADD SQOSCAR,REDSERVICECLASS,af3,,确保转发等级3。
3fa66cdd26,ADD SQOSCAR,REDSERVICECLASS,af4,,确保转发等级4。
3fa66cdd26,ADD SQOSCAR,REDSERVICECLASS,ef,,加速转发。
3fa66cdd26,ADD SQOSCAR,REDSERVICECLASS,cs6,,类选择码6。
3fa66cdd26,ADD SQOSCAR,REDSERVICECLASS,cs7,,类选择码7。
3fa66cdd26,ADD SQOSCAR,REDSERVICECLASS,null,,无效的服务等级。
b1185fabbe,ADD SQOSCAR,REDSERVICECOLOR,yellow,,报文颜色，黄色报文的丢弃优先级介于绿色红色之间。
b1185fabbe,ADD SQOSCAR,REDSERVICECOLOR,red,,报文颜色，红色报文的丢弃优先级最高。
b1185fabbe,ADD SQOSCAR,REDSERVICECOLOR,null,,无效的颜色类型。
b4747eaaf8,ADD SQOSCAR,COLORAWARE,keen,,色敏。
affb4b9148,MOD SQOSURPF,URPFTYPE,loose,,松散检查：只要在转发表中存在表项就通过URPF检查，不要求接口一定匹配。
a45dcd61a8,MOD SQOSURPF,URPFDEFAULT,allow,,接受。
c1f61802ca,ADD SQOSURPF,URPFTYPE,loose,,松散检查：只要在转发表中存在表项就通过URPF检查，不要求接口一定匹配。
545335b857,ADD SQOSURPF,URPFDEFAULT,allow,,接受。
a51df1fdc7,LST QOSACTFILTER,FILTER,deny,,满足规则的所有报文不通过。
ecd0a21084,SET QOSACTFILTER,FILTER,deny,,满足规则的所有报文不通过。
63e88c620e,RMV QOSAPPLICATION,DIRECTION,outbound,,出方向报文。
abb2e849ee,ADD QOSAPPLICATION,DIRECTION,outbound,,出方向报文。
6e89a22490,ADD QOSAPPLICATION,LAYER,link_layer,,此策略应用在链路层。
8a287983f0,LST QOSAPPLICATION,DIRECTION,outbound,,出方向报文。
17caf406ef,LST QOSAPPLICATION,LAYER,link_layer,,此策略应用在链路层。
a5f30700fb,DSP SQOSPOLICYSTC,DIRECTION,outbound,,出方向。
837966eed3,RTR SQOSPOLICYSTC,DIRECTION,outbound,,出方向。
f657cea40d,RMV QOSRDRWLRFLOW,IPVERSION,ipv6,,IPv6类型。
dc3b460f1f,ADD QOSRDRWLRFLOW,IPVERSION,ipv6,,IPv6类型。
40fb0efa09,LST QOSRDRWLRFLOW,IPVERSION,ipv6,,IPv6类型。
9a1a71f1ef,RMV QOSACTRDRNHP,IPVERSION,IPv6,,IPv6类型。
faf706e479,ADD QOSACTRDRNHP,IPVERSION,IPv6,,IPv6类型。
4a04d01f63,LST QOSACTRDRNHP,IPVERSION,IPv6,,IPv6类型。
5f8ea57985,DSP SECCARSTAT,SECPOLICYTYPE,WhiteList,,白名单策略。
5f8ea57985,DSP SECCARSTAT,SECPOLICYTYPE,BlackList,,黑名单策略。
5f8ea57985,DSP SECCARSTAT,SECPOLICYTYPE,Index,,索引策略。
5f8ea57985,DSP SECCARSTAT,SECPOLICYTYPE,UserFlow,,用户自定义流策略。
5f8ea57985,DSP SECCARSTAT,SECPOLICYTYPE,Protocol,,协议策略。
5f8ea57985,DSP SECCARSTAT,SECPOLICYTYPE,WhiteListV6,,IPv6白名单。
01c5db7bc8,RTR SECCARSTAT,SECPOLICYTYPE,WhiteList,,白名单策略。
01c5db7bc8,RTR SECCARSTAT,SECPOLICYTYPE,BlackList,,黑名单策略。
01c5db7bc8,RTR SECCARSTAT,SECPOLICYTYPE,Index,,索引策略。
01c5db7bc8,RTR SECCARSTAT,SECPOLICYTYPE,UserFlow,,用户自定义流策略。
01c5db7bc8,RTR SECCARSTAT,SECPOLICYTYPE,Protocol,,协议策略。
01c5db7bc8,RTR SECCARSTAT,SECPOLICYTYPE,WhiteListV6,,IPv6白名单。
2022a65361,DSP SECIPURPFSTAT,SECPROTOFAMILY,ipv6,,IPv6类型。
c2b75b9f0b,RTR SECIPURPFSTAT,SECPROTOFAMILY,ipv6,,IPv6类型。
f3b7025706,MOD SECPOLICYACL,SECPOLICYTYPE,BlackList,,黑名单。
f3b7025706,MOD SECPOLICYACL,SECPOLICYTYPE,UserFlow,,用户自定义流。
f3b7025706,MOD SECPOLICYACL,SECPOLICYTYPE,IPV6WhiteList,,IPv6白名单。
f3b7025706,MOD SECPOLICYACL,SECPOLICYTYPE,IPV6BlackList,,IPv6黑名单。
f3b7025706,MOD SECPOLICYACL,SECPOLICYTYPE,IPV6UserFlow,,IPv6用户自定义流。
7cfb7da37b,RMV SECPOLICYACL,SECPOLICYTYPE,BlackList,,黑名单。
7cfb7da37b,RMV SECPOLICYACL,SECPOLICYTYPE,UserFlow,,用户自定义流。
7cfb7da37b,RMV SECPOLICYACL,SECPOLICYTYPE,IPV6WhiteList,,IPv6白名单。
7cfb7da37b,RMV SECPOLICYACL,SECPOLICYTYPE,IPV6BlackList,,IPv6黑名单。
7cfb7da37b,RMV SECPOLICYACL,SECPOLICYTYPE,IPV6UserFlow,,IPv6用户自定义流。
e1920505e0,ADD SECPOLICYACL,SECPOLICYTYPE,BlackList,,黑名单。
e1920505e0,ADD SECPOLICYACL,SECPOLICYTYPE,UserFlow,,用户自定义流。
e1920505e0,ADD SECPOLICYACL,SECPOLICYTYPE,IPV6WhiteList,,IPv6白名单。
e1920505e0,ADD SECPOLICYACL,SECPOLICYTYPE,IPV6BlackList,,IPv6黑名单。
e1920505e0,ADD SECPOLICYACL,SECPOLICYTYPE,IPV6UserFlow,,IPv6用户自定义流。
51f1fbd293,LST SECPOLICYACL,SECPOLICYTYPE,BlackList,,黑名单。
51f1fbd293,LST SECPOLICYACL,SECPOLICYTYPE,UserFlow,,用户自定义流。
51f1fbd293,LST SECPOLICYACL,SECPOLICYTYPE,IPV6WhiteList,,IPv6白名单。
51f1fbd293,LST SECPOLICYACL,SECPOLICYTYPE,IPV6BlackList,,IPv6黑名单。
51f1fbd293,LST SECPOLICYACL,SECPOLICYTYPE,IPV6UserFlow,,IPv6用户自定义流。
