param_id,command_name,param_identifier,enum_value,enum_label,enum_description
7ce26ab0e9,RBK PACKAGE,RBKTYPE,BASESOFTWARE,,基础版本。
7ce26ab0e9,RBK PACKAGE,RBKTYPE,PATCH,,补丁。
6ed5eef2f2,RBK PACKAGE,UPDOBJECT,All,,基础版本和补丁。
334952b4ee,RBK PACKAGE,RBTMODE,SOFT,,软重启，不需要重启资源。
25282f4a38,DSP ACSRBKVER,RBKTYPE,BASESOFTWARE,,基础版本。
25282f4a38,DSP ACSRBKVER,RBKTYPE,PATCH,,补丁。
3b3e15d8ff,DSP RBKVER,RBKTYPE,BASESOFTWARE,,基础版本。
3b3e15d8ff,DSP RBKVER,RBKTYPE,PATCH,,补丁。
d0327f12d9,DSP ACSUPDSTATUS,STATUS,Off,,结束升级。
d0327f12d9,DSP ACSUPDSTATUS,STATUS,Null,,单板状态未知。
025ba3ae51,DSP UPDSTATUS,STATUS,Off,,结束升级。
025ba3ae51,DSP UPDSTATUS,STATUS,Null,,单板状态未知。
6c13f192ae,CLB ACSPATCH,RBTMODE,SOFT,,软重启，不需要重启资源。
777c710f4f,CLB PATCH,RBTMODE,SOFT,,软重启，不需要重启资源。
bf06b1e160,ACT ACSPACKAGE,UPDOBJECT,Patch,,只升级补丁。
bf06b1e160,ACT ACSPACKAGE,UPDOBJECT,All,,升级基础版本和补丁。
0555048a63,ACT ACSPACKAGE,RBTMODE,SOFT,,软重启，不需要重启虚拟机。
cd41775871,ACT PACKAGE,UPDOBJECT,Patch,,只升级补丁。
cd41775871,ACT PACKAGE,UPDOBJECT,All,,升级基础版本和补丁。
b61f0eb48d,ACT PACKAGE,RBTMODE,SOFT,,软重启，不需要重启资源。
c7d46f8e16,SET ACSUPDSTATUS,SETSTATUS,Off,,结束升级。
ebbc94fa09,SET UPDSTATUS,SETSTATUS,Off,,结束升级。
0b6a97994a,DSP ALMERRORINFO,MASTERORSLAVE,SLAVE,,备主控。
7aecf80d67,ACT NOSBASEPING,IPVERSION,IPv6,,IPv6协议族。
10923efacd,DSP NOSBASESOCKET,VERBOSE,F,,
9d6d673cd6,DSP EXCEPTIONINFO,ISVERBOSE,YES,,是。
d3be5e7521,DSP ASSERTINFO,ISVERBOSE,YES,,是。
7d042f8d4e,DSP DEADLOOPINFO,ISVERBOSE,YES,,是。
36e8da30d4,DSP REPORTFAILUREINFO,ISVERBOSE,YES,,是。
1a9a9b5bbc,RMV DEBUGRECORD,RECORDTYPE,ASSERT,,断言。
1a9a9b5bbc,RMV DEBUGRECORD,RECORDTYPE,DEADLOOP,,死循环。
1a9a9b5bbc,RMV DEBUGRECORD,RECORDTYPE,REPORTFAILURE,,组件上报故障。
1a9a9b5bbc,RMV DEBUGRECORD,RECORDTYPE,STARVATION,,消息调度不及时。
1a9a9b5bbc,RMV DEBUGRECORD,RECORDTYPE,MEMERROR,,内存错误。
1a9a9b5bbc,RMV DEBUGRECORD,RECORDTYPE,PROCESSRESET,,进程复位信息。
5876331bf1,COL LOG,LOGTYPE,AppMgmtFunction,,收集业务日志。
5876331bf1,COL LOG,LOGTYPE,All,,收集所有支持的日志类型（VNFC，AppMgmtFunction和UpgRecord）。
5876331bf1,COL LOG,LOGTYPE,UpgRecord,,收集升级过程记录信息。
1892829bc8,COL LOG,IPVERSION,IPv6,,IPv6地址。
e76c68b847,DSP LOGERRORINFO,MASTERORSLAVE,SLAVE,,备主控。
a61bf36354,DSP XSMINNERDATA,DATATYPE,WORKSPACE,,工作空间信息。
a61bf36354,DSP XSMINNERDATA,DATATYPE,DATAMDLFAIL,,数据模型失败信息。
a61bf36354,DSP XSMINNERDATA,DATATYPE,SCHEMAMAPFAIL,,模型映射失败信息。
a61bf36354,DSP XSMINNERDATA,DATATYPE,FAILOPER,,操作失败信息。
b894ce710c,DSP NCSDIAGLOG,DATATYPE,STCOVERTIME,,超时信息。
b894ce710c,DSP NCSDIAGLOG,DATATYPE,MESSAGE,,消息信息。
b894ce710c,DSP NCSDIAGLOG,DATATYPE,SESSIONFSM,,状态机信息。
b894ce710c,DSP NCSDIAGLOG,DATATYPE,STCPERFORMANCE,,性能信息。
b894ce710c,DSP NCSDIAGLOG,DATATYPE,ERRORMESSAGE,,错误信息。
b894ce710c,DSP NCSDIAGLOG,DATATYPE,INNERMESSAGE,,内部信息。
db3b6056a3,DSP NCSFAILOPER,BOARDTYPE,slave,,备OMU。
0630e5e1f9,DSP NCSRPCERROR,BOARDTYPE,slave,,备OMU。
e80651c10f,DSP NCSDATAMODEL,LOADFAILFLAG,LOADFAIL,,加载失败的数据模型信息。
eeddaf3957,DSP NCSDATAMODEL,SCHEMATYPE,OPER,,查询数据模型。
eeddaf3957,DSP NCSDATAMODEL,SCHEMATYPE,ACTION,,维护数据模型。
eeddaf3957,DSP NCSDATAMODEL,SCHEMATYPE,TYPE,,自定义数据类型模型。
eeddaf3957,DSP NCSDATAMODEL,SCHEMATYPE,METHOD,,方法数据模型。
eeddaf3957,DSP NCSDATAMODEL,SCHEMATYPE,NOTIFICATION,,通知类型数据模型。
b44f31f5c9,DSP NCSNTFFAIL,BOARDTYPE,slave,,备OMU。
04385a0e30,RTR NCARSTSSNSTATS,STCTYPE,NTFSTC,,Notification统计信息。
04385a0e30,RTR NCARSTSSNSTATS,STCTYPE,SESSIONSTC,,会话统计信息。
244750fa0a,DSP NCCDIAGLOG,DATATYPE,NCCOPERATION,,NETCONFC操作信息。
244750fa0a,DSP NCCDIAGLOG,DATATYPE,MESSAGE,,消息交互信息。
244750fa0a,DSP NCCDIAGLOG,DATATYPE,FAILOPERATION,,操作失败信息。
244750fa0a,DSP NCCDIAGLOG,DATATYPE,CONNECT,,建连信息。
244750fa0a,DSP NCCDIAGLOG,DATATYPE,RPC,,报文信息。
244750fa0a,DSP NCCDIAGLOG,DATATYPE,DATA,,静态数据信息。
244750fa0a,DSP NCCDIAGLOG,DATATYPE,MODELRSHHIS,,模型刷新历史。
9d844044f5,DSP NCCDIAGLOG,RPCTYPE,ERROR,,报文错误信息。
9292c471ae,DSP NCCDIAGLOG,STATCDATATYPE,DRVLOAD,,驱动加载记录。
4c9c768820,DSP NCCDIAGLOG,FSMTYPE,CHANNEL,,通道状态机信息。
4c9c768820,DSP NCCDIAGLOG,FSMTYPE,SYNCGETPEER,,对账获取远端状态机。
4c9c768820,DSP NCCDIAGLOG,FSMTYPE,SYNCGETLOCAL,,对账获取本地状态机。
4c9c768820,DSP NCCDIAGLOG,FSMTYPE,SYNCEDIT,,对账编辑远端状态机。
4c9c768820,DSP NCCDIAGLOG,FSMTYPE,SYNCCONFIG,,对账状态机。
4c9c768820,DSP NCCDIAGLOG,FSMTYPE,RPC,,报文状态机。
cf177fa7e8,DSP DEVATTRNOTIFY,COMPTYPE,LDEVM,,LDEVM组件，该组件用于给APP提供设备属性订阅功能。
acc885a18b,DSP DEVATTRSUB,COMPTYPE,LDEVM,,LDEVM组件，该组件用于给APP提供设备属性订阅功能。
262f70d60e,DSP DEVDIAGINFO,COMPTYPE,LDEVM,,LDEVM组件，该组件用于给APP提供设备属性订阅功能。
cfd4ab05c7,DSP DEVDIAGINFO,DIAGTYPE,ATTRCHGREASON,,属性变化原因信息。
cfd4ab05c7,DSP DEVDIAGINFO,DIAGTYPE,MSGINFO,,消息统计计数信息。
cfd4ab05c7,DSP DEVDIAGINFO,DIAGTYPE,DEVPOLLINFO,,设备属性轮询信息。
cfd4ab05c7,DSP DEVDIAGINFO,DIAGTYPE,DEVOBJINFO,,设备对象信息。
cfd4ab05c7,DSP DEVDIAGINFO,DIAGTYPE,ATTRSYNINFO,,属性同步信息配置下发到组件侧信息。
e0dd63ea2b,ACT DEVVERIFICATION,VERIFYTYPE,ATTR,,属性信息。
d670ccc4b3,DSP TRCFILEDIAG,ACTION,export,,导出文件。
d670ccc4b3,DSP TRCFILEDIAG,ACTION,delete,,删除文件。
4d723a96f9,DSP COMPONENT,QUERYTYPE,QUERYBYCOMPCID,,根据组件ID查询组件信息。
7d170b44db,DSP COMPONENT,COMPSTATE,BACKUP,,备用组件。
7d170b44db,DSP COMPONENT,COMPSTATE,FAILURE,,组件运行失败。
7d170b44db,DSP COMPONENT,COMPSTATE,NOTBACKUP,,批备未完成状态。
7d170b44db,DSP COMPONENT,COMPSTATE,NULL,,组件不存在。
7d170b44db,DSP COMPONENT,COMPSTATE,INVALID,,角色未定。
7d170b44db,DSP COMPONENT,COMPSTATE,COLDBACKUP,,冷备组件。
56288f3e2f,DSP APPDATADIFF,INFOLEVEL,RECORD,,记录级差异。
56288f3e2f,DSP APPDATADIFF,INFOLEVEL,PROCESS,,进程级差异。
669385e47a,DSP APPDATA,QUERYTYPE,t,,
669385e47a,DSP APPDATA,QUERYTYPE,t,,
669385e47a,DSP APPDATA,QUERYTYPE,t,,
17ce89bed5,DSP CFGTABLEINFO,OMUTYPE,slave,,备主控。
48f9abcc6a,DSP CFGTABLEINFO,DBTYPE,candidate,,预提交数据。
48f9abcc6a,DSP CFGTABLEINFO,DBTYPE,running,,运行数据。
48f9abcc6a,DSP CFGTABLEINFO,DBTYPE,cfg,,配置数据。
48f9abcc6a,DSP CFGTABLEINFO,DBTYPE,paf,,PAF数据。
48f9abcc6a,DSP CFGTABLEINFO,DBTYPE,base,,基础数据。
48f9abcc6a,DSP CFGTABLEINFO,DBTYPE,dynamic,,动态数据。
067624e55b,DSP CFGTABLEINFO,QUERYTYPE,t,,
067624e55b,DSP CFGTABLEINFO,QUERYTYPE,t,,
067624e55b,DSP CFGTABLEINFO,QUERYTYPE,t,,
067624e55b,DSP CFGTABLEINFO,QUERYTYPE,m,,
100d238a50,DSP CFGTABLEINDEX,OMUTYPE,slave,,备主控。
53b1100cdc,DSP CFGTABLEINDEX,DBTYPE,running,,运行的数据。
53b1100cdc,DSP CFGTABLEINDEX,DBTYPE,paf,,PAF数据。
53b1100cdc,DSP CFGTABLEINDEX,DBTYPE,dynamic,,动态数据。
e724082afa,DSP CFGTABLEINDEX,QUERYTYPE,t,,
e724082afa,DSP CFGTABLEINDEX,QUERYTYPE,t,,
e724082afa,DSP CFGTABLEINDEX,QUERYTYPE,t,,
e724082afa,DSP CFGTABLEINDEX,QUERYTYPE,m,,
c28152867d,DSP CFGCERTAINDB,QUERYTYPE,t,,
c28152867d,DSP CFGCERTAINDB,QUERYTYPE,t,,
c28152867d,DSP CFGCERTAINDB,QUERYTYPE,t,,
0d2df6f853,DSP CFGTABLEDATA,OMUTYPE,slave,,备主控。
6162e990cf,DSP CFGTABLEDATA,DBTYPE,candidate,,预提交的数据。
6162e990cf,DSP CFGTABLEDATA,DBTYPE,running,,运行的数据。
6162e990cf,DSP CFGTABLEDATA,DBTYPE,cfg,,CFG数据。
6162e990cf,DSP CFGTABLEDATA,DBTYPE,paf,,PAF数据。
6162e990cf,DSP CFGTABLEDATA,DBTYPE,base,,base数据。
6162e990cf,DSP CFGTABLEDATA,DBTYPE,dynamic,,动态数据。
d2af85d292,DSP CFGTABLEDATA,QUERYTYPE,t,,
d2af85d292,DSP CFGTABLEDATA,QUERYTYPE,t,,
d2af85d292,DSP CFGTABLEDATA,QUERYTYPE,t,,
d2af85d292,DSP CFGTABLEDATA,QUERYTYPE,m,,
a49fc90dd5,LOD CONFIGXML,ISFORCEOPER,TRUE,,强制加载。仅当系统CPU占用率不超过90% 时，允许系统加载XML文件，当CPU占用率超过90% 时，系统不允许加载XML文件。
a49fc90dd5,LOD CONFIGXML,ISFORCEOPER,FALSE,,不强制加载。仅当系统CPU占用率不超过70% 时，允许系统加载XML文件，当CPU占用率超过70% 时，系统不允许加载XML文件。如果仍需要加载，请使用强制加载功能。
942fa98e6b,LCK CONFIG,LOCKED,L,,
58dcc6e629,SET DATACHKPOLICY,AUTOSWITCH,off,,关闭。
3e3a9f39e9,CVT NOSHETEROMODE,OMUHETEROSWITCH,O,,
5a9b36eef4,DSP ACSPACKAGE,PACKAGETYPE,RiskCheckPackage,,风险排查包。
5a9b36eef4,DSP ACSPACKAGE,PACKAGETYPE,AppPackage,,App软件包。
dae893ecb7,DSP ACSPACKAGE,VERSIONTYPE,ColdPatch,,为网元或APP运行所需的部分软件，为对基础版本的补充，冷补丁不能独立运行，冷补丁升级往往会中断业务。
dae893ecb7,DSP ACSPACKAGE,VERSIONTYPE,HotPatch,,为对基础版本或冷补丁的热补充，热补丁不能独立运行，热补丁升级不中断业务。
a496bea33d,DSP ACSPACKAGE,VERSIONSTATUS,Prepared,,软件包处于加载状态。
a496bea33d,DSP ACSPACKAGE,VERSIONSTATUS,Running,,软件包处于运行状态。
a496bea33d,DSP ACSPACKAGE,VERSIONSTATUS,RunningAndPrepared,,软件包处于运行和已加载状态。
9e15f5534a,DSP ACSPACKAGE,CPUARCHTYPE,ARM,,CPU架构类型是ARM。
9e15f5534a,DSP ACSPACKAGE,CPUARCHTYPE,Any,,不区分CPU架构类型。
ea67076787,DSP PACKAGE,PACKAGETYPE,RiskCheckPackage,,风险排查包。
ea67076787,DSP PACKAGE,PACKAGETYPE,AppPackage,,App软件包。
63e20a6a13,DSP PACKAGE,VERSIONTYPE,ColdPatch,,为网元或APP运行所需的部分软件，为对基础版本的补充，冷补丁不能独立运行，冷补丁升级可能会中断业务。
63e20a6a13,DSP PACKAGE,VERSIONTYPE,HotPatch,,为对基础版本或冷补丁的热补充，热补丁不能独立运行，热补丁升级不中断业务。
62774db16b,DSP PACKAGE,VERSIONSTATUS,Prepared,,软件包处于加载状态。
62774db16b,DSP PACKAGE,VERSIONSTATUS,Running,,软件包处于运行状态。
62774db16b,DSP PACKAGE,VERSIONSTATUS,RunningAndPrepared,,软件包处于运行和已加载状态。
ab27e7e945,DSP PACKAGE,CPUARCHTYPE,ARM,,CPU架构类型是ARM。
ab27e7e945,DSP PACKAGE,CPUARCHTYPE,Any,,不区分CPU架构类型。
cf5dcfe718,DSP MKINFO,MASTERORSLAVE,SLAVE,,备主控。
d537c10875,SET ACSELECTSERVICE,SERVICESWITCH,ENABLE,,仲裁服务使能。
0716a9ecc9,SET ACSELECTSERVICE,LIGHTHOUSESWITCH,ENABLE,,服务使能。
063ee1cab2,SET ELECTSERVICE,SERVICESWITCH,ENABLE,,服务使能。
bf1781a45d,SET ELECTSERVICE,LIGHTHOUSESWITCH,ENABLE,,服务使能。
9ca4125f70,LOD PLGPKG,PKGSOURCE,LOCAL,,文件来自本地。
55df3d0eeb,LOD PLGPKG,IPVERSION,IPv6,,IPv6地址。
481ba6f489,DSP ACSPATCHDETAILINFO,STATE,Deactive,,补丁状态为去激活。
481ba6f489,DSP ACSPATCHDETAILINFO,STATE,Active,,补丁状态为激活。
481ba6f489,DSP ACSPATCHDETAILINFO,STATE,Running,,补丁状态为运行。
27c59ac072,DSP ACSPATCHDETAILINFO,VALID,Yes,,补丁单元生效。
d845ea9f82,DSP PATCHDETAILINFO,STATE,Deactive,,补丁状态为去激活。
d845ea9f82,DSP PATCHDETAILINFO,STATE,Active,,补丁状态为激活。
d845ea9f82,DSP PATCHDETAILINFO,STATE,Running,,补丁状态为运行。
65d1a44400,DSP PATCHDETAILINFO,VALID,Yes,,补丁单元生效。
600d1e6d02,DSP MEMERRORINFO,VERBOSE,YES,,是。
a62147584d,SET FAULTDETECT,ISFASTDETECT,Enable,,使能。
23e9bb10d0,SET FAULTDETECT,ISLINKCHECK,Enable,,使能。
6dfcdb3499,SET FAULTDETECT,DUALOMUFORCERST,Enable,,表示OMU双离线时，资源单元强制复位。
09585af425,SET PROCFAULTALM,ISTRGALMIMMDTLY,Enable,,使能。
846d41f074,SET BASESUBHEALTH,ENABLEFLAG,Enable,,使能。
e10f13e47d,MOD OP,USERSTATE,active,,用户状态为激活。
7c6bf8f2e5,MOD OP,LOGINLIMIT,YES,,有登录时间段限制。
1824c84aaf,MOD OP,STARTWEEK,Mon,,星期一。
1824c84aaf,MOD OP,STARTWEEK,Tue,,星期二。
1824c84aaf,MOD OP,STARTWEEK,Wed,,星期三。
1824c84aaf,MOD OP,STARTWEEK,Thu,,星期四。
1824c84aaf,MOD OP,STARTWEEK,Fri,,星期五。
1824c84aaf,MOD OP,STARTWEEK,Sat,,星期六。
f0b38a3446,MOD OP,ENDWEEK,Mon,,星期一。
f0b38a3446,MOD OP,ENDWEEK,Tue,,星期二。
f0b38a3446,MOD OP,ENDWEEK,Wed,,星期三。
f0b38a3446,MOD OP,ENDWEEK,Thu,,星期四。
f0b38a3446,MOD OP,ENDWEEK,Fri,,星期五。
f0b38a3446,MOD OP,ENDWEEK,Sat,,星期六。
24120429da,DLD PACKAGE,IPVERSION,I,,
d0f33bf6ac,DLD PACKAGE,UPDOBJECT,P,,
d0f33bf6ac,DLD PACKAGE,UPDOBJECT,A,,
cfc3b3c728,ACT RESNOSBASEPING,IPVERSION,I,,
6db00d79f4,DSP RESNOSBASESOCKET,VERBOSE,F,,
26ea0428ee,DSP RESEXCEPTIONINFO,ISVERBOSE,Y,,
3ae8600951,DSP RESASSERTINFO,ISVERBOSE,Y,,
bdd27b7683,DSP RESDEADLOOPINFO,ISVERBOSE,Y,,
bcfdb578e8,DSP RESREPORTFAILUREINFO,ISVERBOSE,Y,,
2f67dc4543,DSP NCSPROXYSESSION,SESSSTCFLG,PROXYSTC,,统计标志位。
f38c414a3b,DSP RESCOMPONENT,QUERYTYPE,Q,,
d4c1e1519a,DSP RESCOMPONENT,COMPSTATE,B,,
d4c1e1519a,DSP RESCOMPONENT,COMPSTATE,F,,
d4c1e1519a,DSP RESCOMPONENT,COMPSTATE,N,,
d4c1e1519a,DSP RESCOMPONENT,COMPSTATE,N,,
d4c1e1519a,DSP RESCOMPONENT,COMPSTATE,I,,
d4c1e1519a,DSP RESCOMPONENT,COMPSTATE,C,,
5bc31c35a7,DLD SOFTWARE,IPVERSION,I,,
7e05151755,DLD SOFTWARE,TRANSFERPRTL,H,,
ebe2353db9,DLD SOFTWARE,CPUARCHTYPE,A,,
2de5cb4430,RMV SOFTWARE,PACKAGETYPE,R,,
2de5cb4430,RMV SOFTWARE,PACKAGETYPE,A,,
845bd2d602,RMV SOFTWARE,VERSIONTYPE,C,,
845bd2d602,RMV SOFTWARE,VERSIONTYPE,H,,
fa99d63e44,RMV SOFTWARE,CPUARCHTYPE,A,,
fa99d63e44,RMV SOFTWARE,CPUARCHTYPE,A,,
fa99d63e44,RMV SOFTWARE,CPUARCHTYPE,A,,
66fe3786c2,DSP RESMEMERRORINFO,VERBOSE,YES,,是。
e6c4941d24,SET PSPKUBEPROBE,READINESSRU,D,,
e6c4941d24,SET PSPKUBEPROBE,READINESSRU,E,,
5a6b680197,INNERPING,IPVERSION,IPv6,,IPv6协议族。
28fb5d536f,INNERPING,TOSORDSCP,DSCP,,DSCP服务类型。
818b064419,INNERPING,VERBOSE,DISABLE,,去使能。
1b30b96ea1,INNERTRACERT,IPVERSION,IPv6,,IPv6协议族。
51dbc11cfd,MOD DRDCI,IPVERSION,I,,
51dbc11cfd,MOD DRDCI,IPVERSION,I,,
8352a05e9c,RMV DRDCI,IPVERSION,I,,
8352a05e9c,RMV DRDCI,IPVERSION,I,,
d04cd31432,STR NFDRSWOVER,FORCE,T,,
d04cd31432,STR NFDRSWOVER,FORCE,F,,
8f29fb21e7,STR RCISOLATION,RCGRANULARITY,P,,
8f29fb21e7,STR RCISOLATION,RCGRANULARITY,M,,
8f29fb21e7,STR RCISOLATION,RCGRANULARITY,S,,
8f29fb21e7,STR RCISOLATION,RCGRANULARITY,A,,
8b5172e6dc,STR RCISOLATION,RCSCOPE,P,,
8b5172e6dc,STR RCISOLATION,RCSCOPE,A,,
4232b5adc8,ADD DRDCI,IPVERSION,I,,
4232b5adc8,ADD DRDCI,IPVERSION,I,,
7901889c70,ADD DRDCI,DATABKMODE,A,,
7901889c70,ADD DRDCI,DATABKMODE,A,,
4b8f3591e4,ADD DRGROUPINFO,IPVERSION,I,,
4b8f3591e4,ADD DRGROUPINFO,IPVERSION,I,,
d8270a26da,SWAP DR,FORCE,Y,,
d8270a26da,SWAP DR,FORCE,N,,
933c7aa893,CHG VHASTATUS,ACTION,S,,
933c7aa893,CHG VHASTATUS,ACTION,R,,
933c7aa893,CHG VHASTATUS,ACTION,I,,
5856f475a6,LST DRDCI,IPVERSION,I,,
5856f475a6,LST DRDCI,IPVERSION,I,,
216a129d06,DSP ETCDTTL,TYPE,M,,
216a129d06,DSP ETCDTTL,TYPE,L,,
216a129d06,DSP ETCDTTL,TYPE,A,,
ddac253b2d,SET DRAUTOACTIVE,ISAUTOACTIVE,T,,
ddac253b2d,SET DRAUTOACTIVE,ISAUTOACTIVE,F,,
9b1eceaaae,SET MSFAULTTOLERANCE,HBTYPE,M,,
9b1eceaaae,SET MSFAULTTOLERANCE,HBTYPE,M,,
68f45e9c0b,SET DRGROUPABLEMENT,DRGROUPABLEMENT,E,,
68f45e9c0b,SET DRGROUPABLEMENT,DRGROUPABLEMENT,D,,
7315071130,SET DRGROUPABLEMENT,ISAUTOACTIVE,T,,
7315071130,SET DRGROUPABLEMENT,ISAUTOACTIVE,F,,
90643e8668,SET DRCOUPLINGRESET,COUPLINGRESET,Y,,
90643e8668,SET DRCOUPLINGRESET,COUPLINGRESET,N,,
757f562885,SET DRKEYNF,MME,Y,,
757f562885,SET DRKEYNF,MME,N,,
a6d0cf3d0e,SET DRKEYNF,AMF,Y,,
a6d0cf3d0e,SET DRKEYNF,AMF,N,,
1a07c4e913,SET DRKEYNF,HSS,Y,,
1a07c4e913,SET DRKEYNF,HSS,N,,
feafa3e791,SET DRKEYNF,UDM,Y,,
feafa3e791,SET DRKEYNF,UDM,N,,
bc929579a3,SET DRKEYNF,SMF,Y,,
bc929579a3,SET DRKEYNF,SMF,N,,
f175a3d0a1,SET DRKEYNF,GWC,Y,,
f175a3d0a1,SET DRKEYNF,GWC,N,,
72d9170200,SET DRKEYNF,PCF,Y,,
72d9170200,SET DRKEYNF,PCF,N,,
ed77d1fc2a,SET DRKEYNF,PCRF,Y,,
ed77d1fc2a,SET DRKEYNF,PCRF,N,,
5239c82701,SET DRKEYNF,UPF,Y,,
5239c82701,SET DRKEYNF,UPF,N,,
34829e4166,SET DRKEYNF,UDR,Y,,
34829e4166,SET DRKEYNF,UDR,N,,
207dd86de9,SET DRSTBYRSTCTRL,STANDBYRESETSW,T,,
207dd86de9,SET DRSTBYRSTCTRL,STANDBYRESETSW,F,,
60ddc10f3a,STR VHACHGPEER,CHANGETYPE,I,,
60ddc10f3a,STR VHACHGPEER,CHANGETYPE,D,,
2009e2043c,SET CHRFILESTGMODE,UPLOADSWITCH,T,,
2009e2043c,SET CHRFILESTGMODE,UPLOADSWITCH,F,,
c716f6b0bd,SET CHRFILESAVETIME,STATUS,E,,
c716f6b0bd,SET CHRFILESAVETIME,STATUS,D,,
4c02099705,DSP LICENSE,DSPBBOM,3,,
4c02099705,DSP LICENSE,DSPBBOM,该,,
5a15d6e478,STP POD,FORCEFLAG,f,,
5a15d6e478,STP POD,FORCEFLAG,t,,
7a4e2848b3,RST POD,TYPE,b,,
7a4e2848b3,RST POD,TYPE,b,,
290e7c4b21,RST POD,FORCEFLAG,f,,
290e7c4b21,RST POD,FORCEFLAG,t,,
d48abfc558,DSP POD,ONREBUILD,O,,
86436a1aa8,DSP POD,TYPE,b,,
86436a1aa8,DSP POD,TYPE,b,,
b4647df8b4,SET PODCONFIG,PODRESTORATION,O,,
b4647df8b4,SET PODCONFIG,PODRESTORATION,O,,
5dc2af51ee,LST INNERTLSMODE,SERVICETYPE,H,,
5dc2af51ee,LST INNERTLSMODE,SERVICETYPE,C,,
c9324dfc16,SET INNERTLSMODE,SERVICETYPE,H,,
c9324dfc16,SET INNERTLSMODE,SERVICETYPE,C,,
61fa83e3fa,SET INNERTLSMODE,TLSMODE,H,,
61fa83e3fa,SET INNERTLSMODE,TLSMODE,H,,
61fa83e3fa,SET INNERTLSMODE,TLSMODE,D,,
e213a682bb,STP UPGTSK,ATOMPAUSE,N,,
e213a682bb,STP UPGTSK,ATOMPAUSE,O,,
e213a682bb,STP UPGTSK,ATOMPAUSE,O,,
ec0228e928,STP UPGTSK,ADDMODE,C,,
ec0228e928,STP UPGTSK,ADDMODE,A,,
eb30a38c8b,DSP HPATCH,SHOWALL,T,,
eb30a38c8b,DSP HPATCH,SHOWALL,F,,
b9abc26c10,DSP HPATCH,PATCH_STATUS,A,,
b9abc26c10,DSP HPATCH,PATCH_STATUS,N,,
b9abc26c10,DSP HPATCH,PATCH_STATUS,A,,
13c351fdab,SET UPGRADEWATCH,CFGTYPE,P,,
13c351fdab,SET UPGRADEWATCH,CFGTYPE,S,,
3cde63865c,SET MASALMRPTMODE,BATCHEDALMSW,O,,
3cde63865c,SET MASALMRPTMODE,BATCHEDALMSW,O,,
4b7be6c8fb,SET BKMPOLICY,SCHEDULEFLAG,O,,
4b7be6c8fb,SET BKMPOLICY,SCHEDULEFLAG,O,,
46b210dc2f,SET BKMPOLICY,REMOTEFLAG,O,,
46b210dc2f,SET BKMPOLICY,REMOTEFLAG,O,,
46b210dc2f,SET BKMPOLICY,REMOTEFLAG,D,,
7363845702,SET BKMPOLICY,COMPATIBLE,O,,
7363845702,SET BKMPOLICY,COMPATIBLE,O,,
ffdf16d3f7,SET BKMPOLICY,CHECKNETWORKALARM,O,,
ffdf16d3f7,SET BKMPOLICY,CHECKNETWORKALARM,O,,
6afa81a959,SET BKMPOLICY,SFTPIPTYPE,I,,
6afa81a959,SET BKMPOLICY,SFTPIPTYPE,I,,
6c0206952b,SET SECAUTH,STATUS,O,,
6c0206952b,SET SECAUTH,STATUS,O,,
41d0df60f9,SET SECAUTH,TIMESWITCH,Y,,
41d0df60f9,SET SECAUTH,TIMESWITCH,N,,
d75fbaa7ac,SET ALARMSWITCH,STATE,O,,
4256764e3a,SET SECALG,SWITCHSTATE,O,,
4256764e3a,SET SECALG,SWITCHSTATE,O,,
afd0b8f303,MOD USER,OPTYPE,A,,
afd0b8f303,MOD USER,OPTYPE,D,,
97986b6052,ADD USER,USERTYPE,C,,
97986b6052,ADD USER,USERTYPE,S,,
6b6c7564fa,ADD USER,NPWD,至,,
6b6c7564fa,ADD USER,NPWD,输,,
6b6c7564fa,ADD USER,NPWD,用户密码中可包含特殊字符,,"!""#$%&'()*+,-./\:;<=>?@[]^`{_\|}~。"
6b6c7564fa,ADD USER,NPWD,用,,
6b6c7564fa,ADD USER,NPWD,用,,
fe34ce1213,ADD USER,CPWD,至,,
fe34ce1213,ADD USER,CPWD,输,,
fe34ce1213,ADD USER,CPWD,用户密码中可包含特殊字符,,"!""#$%&'()*+,-./\:;<=>?@[]^`{_\|}~。"
fe34ce1213,ADD USER,CPWD,用,,
fe34ce1213,ADD USER,CPWD,用,,
54b7ee1fab,SET HIGHRISKPERIOD,STATUS,O,,
54b7ee1fab,SET HIGHRISKPERIOD,STATUS,O,,
7b87c40bf3,MOD MEASTHRESHOLDRULE,PRD,F,,
7b87c40bf3,MOD MEASTHRESHOLDRULE,PRD,O,,
bdbd24e79e,MOD MEASTHRESHOLDRULE,DIR,U,,
bdbd24e79e,MOD MEASTHRESHOLDRULE,DIR,D,,
2eb6d8b91e,EXP MEASRST,SERVERIPTYPE,I,,
2eb6d8b91e,EXP MEASRST,SERVERIPTYPE,I,,
7436d7f35b,EXP MEASRST,PRD,A,,
7436d7f35b,EXP MEASRST,PRD,F,,
7436d7f35b,EXP MEASRST,PRD,F,,
7436d7f35b,EXP MEASRST,PRD,T,,
7436d7f35b,EXP MEASRST,PRD,S,,
7436d7f35b,EXP MEASRST,PRD,O,,
f0c753a04c,LST PMCFG,TYPE,M,,
f0c753a04c,LST PMCFG,TYPE,M,,
f0c753a04c,LST PMCFG,TYPE,M,,
f0c753a04c,LST PMCFG,TYPE,M,,
