file_path,file_name,ne_type,service_category,service_domain,config_object_area,specific_operation,classification_path,command_title_zh,command_name,operation_verb,command_object_name,doc_id,is_special_file,dir_depth
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6 ND表项\查询静态ND邻居表项（LST NDNEIGHBOR）_50281138.md,查询静态ND邻居表项（LST NDNEIGHBOR）_50281138.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6 ND表项,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6 ND表项,查询静态ND邻居表项,LST NDNEIGHBOR,LST,NDNEIGHBOR,50281138,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6 ND表项\清除IPv6 ND邻居表项（RTR NDNEIGHBOR）_00601313.md,清除IPv6 ND邻居表项（RTR NDNEIGHBOR）_00601313.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6 ND表项,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6 ND表项,清除IPv6 ND邻居表项,RTR NDNEIGHBOR,RTR,NDNEIGHBOR,00601313,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6 Path MTU\修改IPv6 Path MTU配置（MOD IPV6PATHMTU）_49801934.md,修改IPv6 Path MTU配置（MOD IPV6PATHMTU）_49801934.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6 Path MTU,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6 Path MTU,修改IPv6 Path MTU配置,MOD IPV6PATHMTU,MOD,IPV6PATHMTU,49801934,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6 Path MTU\删除IPv6 Path MTU配置（RMV IPV6PATHMTU）_00601045.md,删除IPv6 Path MTU配置（RMV IPV6PATHMTU）_00601045.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6 Path MTU,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6 Path MTU,删除IPv6 Path MTU配置,RMV IPV6PATHMTU,RMV,IPV6PATHMTU,00601045,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6 Path MTU\显示IPv6 Path MTU配置（DSP IPV6PATHMTU）_00841589.md,显示IPv6 Path MTU配置（DSP IPV6PATHMTU）_00841589.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6 Path MTU,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6 Path MTU,显示IPv6 Path MTU配置,DSP IPV6PATHMTU,DSP,IPV6PATHMTU,00841589,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6 Path MTU\查询IPv6 Path MTU配置（LST IPV6PATHMTU）_50281082.md,查询IPv6 Path MTU配置（LST IPV6PATHMTU）_50281082.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6 Path MTU,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6 Path MTU,查询IPv6 Path MTU配置,LST IPV6PATHMTU,LST,IPV6PATHMTU,50281082,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6 Path MTU\添加IPv6 Path MTU配置（ADD IPV6PATHMTU）_50280838.md,添加IPv6 Path MTU配置（ADD IPV6PATHMTU）_50280838.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6 Path MTU,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6 Path MTU,添加IPv6 Path MTU配置,ADD IPV6PATHMTU,ADD,IPV6PATHMTU,50280838,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6 Path MTU\清除IPv6 Path MTU配置（RTR IPV6PATHMTU）_50121742.md,清除IPv6 Path MTU配置（RTR IPV6PATHMTU）_50121742.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6 Path MTU,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6 Path MTU,清除IPv6 Path MTU配置,RTR IPV6PATHMTU,RTR,IPV6PATHMTU,50121742,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6全局配置\查询IPv6全局配置（LST IPV6GLOBALCONFIG）_00840525.md,查询IPv6全局配置（LST IPV6GLOBALCONFIG）_00840525.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6全局配置,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6全局配置,查询IPv6全局配置,LST IPV6GLOBALCONFIG,LST,IPV6GLOBALCONFIG,00840525,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6全局配置\设置IPv6全局配置（SET IPV6GLOBALCONFIG）_00441465.md,设置IPv6全局配置（SET IPV6GLOBALCONFIG）_00441465.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6全局配置,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6全局配置,设置IPv6全局配置,SET IPV6GLOBALCONFIG,SET,IPV6GLOBALCONFIG,00441465,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6安全配置\修改IPv6安全配置（MOD IPV6ICMPSECURITY）_49961650.md,修改IPv6安全配置（MOD IPV6ICMPSECURITY）_49961650.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6安全配置,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6安全配置,修改IPv6安全配置,MOD IPV6ICMPSECURITY,MOD,IPV6ICMPSECURITY,49961650,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6安全配置\删除IPv6安全配置（RMV IPV6ICMPSECURITY）_49961142.md,删除IPv6安全配置（RMV IPV6ICMPSECURITY）_49961142.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6安全配置,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6安全配置,删除IPv6安全配置,RMV IPV6ICMPSECURITY,RMV,IPV6ICMPSECURITY,49961142,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6安全配置\查询IPv6安全配置（LST IPV6ICMPSECURITY）_49961394.md,查询IPv6安全配置（LST IPV6ICMPSECURITY）_49961394.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6安全配置,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6安全配置,查询IPv6安全配置,LST IPV6ICMPSECURITY,LST,IPV6ICMPSECURITY,49961394,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6安全配置\添加IPv6安全配置（ADD IPV6ICMPSECURITY）_00840585.md,添加IPv6安全配置（ADD IPV6ICMPSECURITY）_00840585.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6安全配置,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6安全配置,添加IPv6安全配置,ADD IPV6ICMPSECURITY,ADD,IPV6ICMPSECURITY,00840585,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6扩展头选项安全配置\修改IPv6扩展头选项安全配置（MOD IPV6EXTHSECALL）_00600801.md,修改IPv6扩展头选项安全配置（MOD IPV6EXTHSECALL）_00600801.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6扩展头选项安全配置,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6扩展头选项安全配置,修改IPv6扩展头选项安全配置,MOD IPV6EXTHSECALL,MOD,IPV6EXTHSECALL,00600801,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6扩展头选项安全配置\删除IPv6扩展头选项安全配置（RMV IPV6EXTHSECALL）_49802466.md,删除IPv6扩展头选项安全配置（RMV IPV6EXTHSECALL）_49802466.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6扩展头选项安全配置,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6扩展头选项安全配置,删除IPv6扩展头选项安全配置,RMV IPV6EXTHSECALL,RMV,IPV6EXTHSECALL,49802466,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6扩展头选项安全配置\查询IPv6扩展头选项安全配置（LST IPV6EXTHSECALL）_00866237.md,查询IPv6扩展头选项安全配置（LST IPV6EXTHSECALL）_00866237.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6扩展头选项安全配置,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6扩展头选项安全配置,查询IPv6扩展头选项安全配置,LST IPV6EXTHSECALL,LST,IPV6EXTHSECALL,00866237,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6扩展头选项安全配置\添加IPv6扩展头选项安全配置（ADD IPV6EXTHSECALL）_50121558.md,添加IPv6扩展头选项安全配置（ADD IPV6EXTHSECALL）_50121558.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6扩展头选项安全配置,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6扩展头选项安全配置,添加IPv6扩展头选项安全配置,ADD IPV6EXTHSECALL,ADD,IPV6EXTHSECALL,50121558,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6统计计数\查询IPv6统计计数（DSP IPV6STAT）_49962010.md,查询IPv6统计计数（DSP IPV6STAT）_49962010.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6统计计数,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6统计计数,查询IPv6统计计数,DSP IPV6STAT,DSP,IPV6STAT,49962010,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\IPv6统计计数\清除IPv6统计计数（RTR IPV6STAT）_49802306.md,清除IPv6统计计数（RTR IPV6STAT）_49802306.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / IPv6统计计数,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / IPv6统计计数,清除IPv6统计计数,RTR IPV6STAT,RTR,IPV6STAT,49802306,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\接口下IPv6安全配置\修改接口下安全配置（MOD IPV6IFICMPSECURITY）_49961782.md,修改接口下安全配置（MOD IPV6IFICMPSECURITY）_49961782.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / 接口下IPv6安全配置,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / 接口下IPv6安全配置,修改接口下安全配置,MOD IPV6IFICMPSECURITY,MOD,IPV6IFICMPSECURITY,49961782,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\接口下IPv6安全配置\删除接口下安全配置（RMV IPV6IFICMPSECURITY）_49962006.md,删除接口下安全配置（RMV IPV6IFICMPSECURITY）_49962006.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / 接口下IPv6安全配置,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / 接口下IPv6安全配置,删除接口下安全配置,RMV IPV6IFICMPSECURITY,RMV,IPV6IFICMPSECURITY,49962006,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\接口下IPv6安全配置\查询接口下安全配置（LST IPV6IFICMPSECURITY）_49801466.md,查询接口下安全配置（LST IPV6IFICMPSECURITY）_49801466.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / 接口下IPv6安全配置,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / 接口下IPv6安全配置,查询接口下安全配置,LST IPV6IFICMPSECURITY,LST,IPV6IFICMPSECURITY,49801466,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IPv6管理\接口下IPv6安全配置\添加接口下安全配置（ADD IPV6IFICMPSECURITY）_49802470.md,添加接口下安全配置（ADD IPV6IFICMPSECURITY）_49802470.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IPv6管理 / 接口下IPv6安全配置,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IPv6管理 / 接口下IPv6安全配置,添加接口下安全配置,ADD IPV6IFICMPSECURITY,ADD,IPV6IFICMPSECURITY,49802470,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\ICMP报文统计\查询ICMP报文统计（DSP ICMPSTATISTIC）_00840689.md,查询ICMP报文统计（DSP ICMPSTATISTIC）_00840689.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / ICMP报文统计,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / ICMP报文统计,查询ICMP报文统计,DSP ICMPSTATISTIC,DSP,ICMPSTATISTIC,00840689,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\IP报文统计\查询IP报文统计（DSP IPSTATISTIC）_50121210.md,查询IP报文统计（DSP IPSTATISTIC）_50121210.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / IP报文统计,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / IP报文统计,查询IP报文统计,DSP IPSTATISTIC,DSP,IPSTATISTIC,50121210,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\IP报文统计\清除IP报文统计（RTR IPSTATISTIC）_49961982.md,清除IP报文统计（RTR IPSTATISTIC）_49961982.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / IP报文统计,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / IP报文统计,清除IP报文统计,RTR IPSTATISTIC,RTR,IPSTATISTIC,49961982,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\Raw-link报文统计\查询Raw-link报文统计（DSP RAWLINKSTATISTIC）_00840985.md,查询Raw-link报文统计（DSP RAWLINKSTATISTIC）_00840985.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / Raw-link报文统计,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / Raw-link报文统计,查询Raw-link报文统计,DSP RAWLINKSTATISTIC,DSP,RAWLINKSTATISTIC,00840985,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\Raw-link报文统计\清除Raw-link报文统计（RTR RAWLINKSTATISTIC）_00865973.md,清除Raw-link报文统计（RTR RAWLINKSTATISTIC）_00865973.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / Raw-link报文统计,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / Raw-link报文统计,清除Raw-link报文统计,RTR RAWLINKSTATISTIC,RTR,RAWLINKSTATISTIC,00865973,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\RawIP报文统计\查询RawIP报文统计（DSP RAWIPSTATISTIC）_00440557.md,查询RawIP报文统计（DSP RAWIPSTATISTIC）_00440557.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / RawIP报文统计,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / RawIP报文统计,查询RawIP报文统计,DSP RAWIPSTATISTIC,DSP,RAWIPSTATISTIC,00440557,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\RawIP报文统计\清除RawIP报文统计（RTR RAWIPSTATISTIC）_00600421.md,清除RawIP报文统计（RTR RAWIPSTATISTIC）_00600421.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / RawIP报文统计,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / RawIP报文统计,清除RawIP报文统计,RTR RAWIPSTATISTIC,RTR,RAWIPSTATISTIC,00600421,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\TCP报文统计\查询TCP报文统计（DSP TCPSTATISTIC）_50281546.md,查询TCP报文统计（DSP TCPSTATISTIC）_50281546.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / TCP报文统计,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / TCP报文统计,查询TCP报文统计,DSP TCPSTATISTIC,DSP,TCPSTATISTIC,50281546,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\TCP报文统计\清除TCP报文统计（RTR TCPSTATISTIC）_00600721.md,清除TCP报文统计（RTR TCPSTATISTIC）_00600721.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / TCP报文统计,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / TCP报文统计,清除TCP报文统计,RTR TCPSTATISTIC,RTR,TCPSTATISTIC,00600721,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\UDP报文统计\查询UDP报文统计（DSP UDPSTATISTIC）_00841769.md,查询UDP报文统计（DSP UDPSTATISTIC）_00841769.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / UDP报文统计,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / UDP报文统计,查询UDP报文统计,DSP UDPSTATISTIC,DSP,UDPSTATISTIC,00841769,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\UDP报文统计\清除UDP报文统计（RTR UDPSTATISTIC）_49961478.md,清除UDP报文统计（RTR UDPSTATISTIC）_49961478.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / UDP报文统计,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / UDP报文统计,清除UDP报文统计,RTR UDPSTATISTIC,RTR,UDPSTATISTIC,49961478,no,6
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\主机报文统计\发送报文统计\查询发送方向协议报文统计计数（DSP HOSTSNDSTC）_50281690.md,查询发送方向协议报文统计计数（DSP HOSTSNDSTC）_50281690.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / 主机报文统计 / 发送报文统计,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / 主机报文统计 / 发送报文统计,查询发送方向协议报文统计计数,DSP HOSTSNDSTC,DSP,HOSTSNDSTC,50281690,no,7
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\主机报文统计\发送报文统计\清除发送方向协议报文统计计数（RTR HOSTSNDSTC）_00866117.md,清除发送方向协议报文统计计数（RTR HOSTSNDSTC）_00866117.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / 主机报文统计 / 发送报文统计,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / 主机报文统计 / 发送报文统计,清除发送方向协议报文统计计数,RTR HOSTSNDSTC,RTR,HOSTSNDSTC,00866117,no,7
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\主机报文统计\接收报文统计\查询接收方向协议报文统计计数（DSP HOSTRCVSTC）_00866517.md,查询接收方向协议报文统计计数（DSP HOSTRCVSTC）_00866517.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / 主机报文统计 / 接收报文统计,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / 主机报文统计 / 接收报文统计,查询接收方向协议报文统计计数,DSP HOSTRCVSTC,DSP,HOSTRCVSTC,00866517,no,7
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\主机报文统计\接收报文统计\清除接收方向协议报文统计计数（RTR HOSTRCVSTC）_50281042.md,清除接收方向协议报文统计计数（RTR HOSTRCVSTC）_50281042.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / 主机报文统计 / 接收报文统计,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / 主机报文统计 / 接收报文统计,清除接收方向协议报文统计计数,RTR HOSTRCVSTC,RTR,HOSTRCVSTC,50281042,no,7
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\主机报文统计\统计功能配置\删除接口协议报文统计配置（RMV HOSTSTCIF）_49802518.md,删除接口协议报文统计配置（RMV HOSTSTCIF）_49802518.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / 主机报文统计 / 统计功能配置,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / 主机报文统计 / 统计功能配置,删除接口协议报文统计配置,RMV HOSTSTCIF,RMV,HOSTSTCIF,49802518,no,7
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\平台服务管理\VNRS功能管理\IP服务\IP协议栈\IP协议统计\主机报文统计\统计功能配置\增加接口协议报文统计配置（ADD HOSTSTCIF）_49961322.md,增加接口协议报文统计配置（ADD HOSTSTCIF）_49961322.md,UDG,平台服务管理,VNRS功能管理,IP服务,IP协议栈 / IP协议统计 / 主机报文统计 / 统计功能配置,平台服务管理 / VNRS功能管理 / IP服务 / IP协议栈 / IP协议统计 / 主机报文统计 / 统计功能配置,增加接口协议报文统计配置,ADD HOSTSTCIF,ADD,HOSTSTCIF,49961322,no,7
