file_path,file_name,ne_type,service_category,service_domain,config_object_area,specific_operation,classification_path,command_title_zh,command_name,operation_verb,command_object_name,doc_id,is_special_file,dir_depth
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\CoreMind操作维护命令\DFS信息维护\查询DFS桶信息（DSP DFSBUCKET）_83902420.md,查询DFS桶信息（DSP DFSBUCKET）_83902420.md,UDG,CoreMind操作维护命令,DFS信息维护,,,CoreMind操作维护命令 / DFS信息维护,查询DFS桶信息,DSP DFSBUCKET,DSP,DFSBUCKET,83902420,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\CoreMind操作维护命令\DFS信息维护\查询DFS集群信息（DSP DFSINFO）_30144141.md,查询DFS集群信息（DSP DFSINFO）_30144141.md,UDG,CoreMind操作维护命令,DFS信息维护,,,CoreMind操作维护命令 / DFS信息维护,查询DFS集群信息,DSP DFSINFO,DSP,DFSINFO,30144141,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\MML命令申明_79861195.md,MML命令申明_79861195.md,UDG,,,,,,MML命令申明,,,,79861195,no,0
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\NAT服务管理\NAT服务管理\NAT用户会话信息\查询NAT用户会话信息（DSP NATSESSION）_06523902.md,查询NAT用户会话信息（DSP NATSESSION）_06523902.md,UDG,NAT服务管理,NAT服务管理,NAT用户会话信息,,NAT服务管理 / NAT服务管理 / NAT用户会话信息,查询NAT用户会话信息,DSP NATSESSION,DSP,NATSESSION,06523902,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\NAT服务管理\NAT服务管理\NAT静态地址映射\查询NAT静态地址映射关系（DSP NATSTATICMAPPING）_05939508.md,查询NAT静态地址映射关系（DSP NATSTATICMAPPING）_05939508.md,UDG,NAT服务管理,NAT服务管理,NAT静态地址映射,,NAT服务管理 / NAT服务管理 / NAT静态地址映射,查询NAT静态地址映射关系,DSP NATSTATICMAPPING,DSP,NATSTATICMAPPING,05939508,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SAPO服务管理\SAPO训练参数\查询基于SA的Intelligence训练参数（LST SAAITRAINPARA）_69640518.md,查询基于SA的Intelligence训练参数（LST SAAITRAINPARA）_69640518.md,UDG,SAPO服务管理,SAPO训练参数,,,SAPO服务管理 / SAPO训练参数,查询基于SA的Intelligence训练参数,LST SAAITRAINPARA,LST,SAAITRAINPARA,69640518,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SAPO服务管理\SAPO训练参数\配置基于SA的Intelligence训练参数（SET SAAITRAINPARA）_55639713.md,配置基于SA的Intelligence训练参数（SET SAAITRAINPARA）_55639713.md,UDG,SAPO服务管理,SAPO训练参数,,,SAPO服务管理 / SAPO训练参数,配置基于SA的Intelligence训练参数,SET SAAITRAINPARA,SET,SAAITRAINPARA,55639713,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\SFIP日志管理\日志导出\查询日志导出状态（DSP EXPLOG）_91652968.md,查询日志导出状态（DSP EXPLOG）_91652968.md,UDG,SFIP管理,SFIP日志管理,日志导出,,SFIP管理 / SFIP日志管理 / 日志导出,查询日志导出状态,DSP EXPLOG,DSP,EXPLOG,91652968,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\SFIP日志管理\日志导出\设置日志导出参数（EXP LOG）_42491895.md,设置日志导出参数（EXP LOG）_42491895.md,UDG,SFIP管理,SFIP日志管理,日志导出,,SFIP管理 / SFIP日志管理 / 日志导出,设置日志导出参数,EXP LOG,,EXP LOG,42491895,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\业务链配置\修改业务链（MOD SRVCHAIN）_47006830.md,修改业务链（MOD SRVCHAIN）_47006830.md,UDG,SFIP管理,业务链配置,,,SFIP管理 / 业务链配置,修改业务链,MOD SRVCHAIN,MOD,SRVCHAIN,47006830,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\业务链配置\删除业务链（RMV SRVCHAIN）_42287013.md,删除业务链（RMV SRVCHAIN）_42287013.md,UDG,SFIP管理,业务链配置,,,SFIP管理 / 业务链配置,删除业务链,RMV SRVCHAIN,RMV,SRVCHAIN,42287013,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\业务链配置\查询业务链（LST SRVCHAIN）_41687095.md,查询业务链（LST SRVCHAIN）_41687095.md,UDG,SFIP管理,业务链配置,,,SFIP管理 / 业务链配置,查询业务链,LST SRVCHAIN,LST,SRVCHAIN,41687095,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\业务链配置\添加业务链（ADD SRVCHAIN）_46767426.md,添加业务链（ADD SRVCHAIN）_46767426.md,UDG,SFIP管理,业务链配置,,,SFIP管理 / 业务链配置,添加业务链,ADD SRVCHAIN,ADD,SRVCHAIN,46767426,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\告警管理\CPU占用率\查询告警阈值（LST SFIPCPUALMTHD）_91417206.md,查询告警阈值（LST SFIPCPUALMTHD）_91417206.md,UDG,SFIP管理,告警管理,CPU占用率,,SFIP管理 / 告警管理 / CPU占用率,查询告警阈值,LST SFIPCPUALMTHD,LST,SFIPCPUALMTHD,91417206,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\告警管理\CPU占用率\设置告警阈值（SET SFIPCPUALMTHD）_42536151.md,设置告警阈值（SET SFIPCPUALMTHD）_42536151.md,UDG,SFIP管理,告警管理,CPU占用率,,SFIP管理 / 告警管理 / CPU占用率,设置告警阈值,SET SFIPCPUALMTHD,SET,SFIPCPUALMTHD,42536151,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用管理\DNS公共配置管理\查询DNS信息（LST DNSINFO）_61692892.md,查询DNS信息（LST DNSINFO）_61692892.md,UDG,SFIP管理,第三方应用管理,DNS公共配置管理,,SFIP管理 / 第三方应用管理 / DNS公共配置管理,查询DNS信息,LST DNSINFO,LST,DNSINFO,61692892,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用管理\DNS公共配置管理\设置DNS信息（SET DNSINFO）_64063398.md,设置DNS信息（SET DNSINFO）_64063398.md,UDG,SFIP管理,第三方应用管理,DNS公共配置管理,,SFIP管理 / 第三方应用管理 / DNS公共配置管理,设置DNS信息,SET DNSINFO,SET,DNSINFO,64063398,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用管理\DNS配置任务管理\执行DNS配置任务（EXC DNSCFGTASK）_14541487.md,执行DNS配置任务（EXC DNSCFGTASK）_14541487.md,UDG,SFIP管理,第三方应用管理,DNS配置任务管理,,SFIP管理 / 第三方应用管理 / DNS配置任务管理,执行DNS配置任务,EXC DNSCFGTASK,,EXC DNSCFGTASK,14541487,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用管理\DNS配置任务管理\查询DNS配置任务状态（LST DNSCFGTASK）_12050995.md,查询DNS配置任务状态（LST DNSCFGTASK）_12050995.md,UDG,SFIP管理,第三方应用管理,DNS配置任务管理,,SFIP管理 / 第三方应用管理 / DNS配置任务管理,查询DNS配置任务状态,LST DNSCFGTASK,LST,DNSCFGTASK,12050995,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用管理\DNS配置任务管理\生成任务ID（GEN DNSTASKID）_61928566.md,生成任务ID（GEN DNSTASKID）_61928566.md,UDG,SFIP管理,第三方应用管理,DNS配置任务管理,,SFIP管理 / 第三方应用管理 / DNS配置任务管理,生成任务ID,GEN DNSTASKID,,GEN DNSTASKID,61928566,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用管理\IP资源管理\查询DNS IP地址资源列表（LST DNSIPRESOURCE）_61928568.md,查询DNS IP地址资源列表（LST DNSIPRESOURCE）_61928568.md,UDG,SFIP管理,第三方应用管理,IP资源管理,,SFIP管理 / 第三方应用管理 / IP资源管理,查询DNS IP地址资源列表,LST DNSIPRESOURCE,LST,DNSIPRESOURCE,61928568,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用管理\IP资源管理\设置DNS IP地址资源列表（SET DNSIPRESOURCE）_12206841.md,设置DNS IP地址资源列表（SET DNSIPRESOURCE）_12206841.md,UDG,SFIP管理,第三方应用管理,IP资源管理,,SFIP管理 / 第三方应用管理 / IP资源管理,设置DNS IP地址资源列表,SET DNSIPRESOURCE,SET,DNSIPRESOURCE,12206841,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用管理\区域管理\修改区域（MOD ZONE）_81694199.md,修改区域（MOD ZONE）_81694199.md,UDG,SFIP管理,第三方应用管理,区域管理,,SFIP管理 / 第三方应用管理 / 区域管理,修改区域,MOD ZONE,MOD,ZONE,81694199,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用管理\区域管理\删除区域（RMV ZONE）_61692890.md,删除区域（RMV ZONE）_61692890.md,UDG,SFIP管理,第三方应用管理,区域管理,,SFIP管理 / 第三方应用管理 / 区域管理,删除区域,RMV ZONE,RMV,ZONE,61692890,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用管理\区域管理\增加区域（ADD ZONE）_14777353.md,增加区域（ADD ZONE）_14777353.md,UDG,SFIP管理,第三方应用管理,区域管理,,SFIP管理 / 第三方应用管理 / 区域管理,增加区域,ADD ZONE,ADD,ZONE,14777353,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用管理\区域管理\查询区域（LST ZONE）_12206839.md,查询区域（LST ZONE）_12206839.md,UDG,SFIP管理,第三方应用管理,区域管理,,SFIP管理 / 第三方应用管理 / 区域管理,查询区域,LST ZONE,LST,ZONE,12206839,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用管理\资源记录管理\修改DNS资源记录（MOD RESREC）_31214254.md,修改DNS资源记录（MOD RESREC）_31214254.md,UDG,SFIP管理,第三方应用管理,资源记录管理,,SFIP管理 / 第三方应用管理 / 资源记录管理,修改DNS资源记录,MOD RESREC,MOD,RESREC,31214254,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用管理\资源记录管理\删除DNS资源记录（RMV RESREC）_64063396.md,删除DNS资源记录（RMV RESREC）_64063396.md,UDG,SFIP管理,第三方应用管理,资源记录管理,,SFIP管理 / 第三方应用管理 / 资源记录管理,删除DNS资源记录,RMV RESREC,RMV,RESREC,64063396,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用管理\资源记录管理\增加DNS资源记录（ADD RESREC）_14541485.md,增加DNS资源记录（ADD RESREC）_14541485.md,UDG,SFIP管理,第三方应用管理,资源记录管理,,SFIP管理 / 第三方应用管理 / 资源记录管理,增加DNS资源记录,ADD RESREC,ADD,RESREC,14541485,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用管理\资源记录管理\查询资源记录（LST RESREC）_64299170.md,查询资源记录（LST RESREC）_64299170.md,UDG,SFIP管理,第三方应用管理,资源记录管理,,SFIP管理 / 第三方应用管理 / 资源记录管理,查询资源记录,LST RESREC,LST,RESREC,64299170,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用调测\信息采集进度\查询第三方APP信息采集进度（DSP APPCLTSTATUS）_91417208.md,查询第三方APP信息采集进度（DSP APPCLTSTATUS）_91417208.md,UDG,SFIP管理,第三方应用调测,信息采集进度,,SFIP管理 / 第三方应用调测 / 信息采集进度,查询第三方APP信息采集进度,DSP APPCLTSTATUS,DSP,APPCLTSTATUS,91417208,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\第三方应用调测\第三方应用日志收集\第三方APP信息采集（COL APPINFORMATION）_42536153.md,第三方APP信息采集（COL APPINFORMATION）_42536153.md,UDG,SFIP管理,第三方应用调测,第三方应用日志收集,,SFIP管理 / 第三方应用调测 / 第三方应用日志收集,第三方APP信息采集,COL APPINFORMATION,,COL APPINFORMATION,42536153,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\网络管理\SFIP VPN实例\修改 SFIP VPN实例（MOD SFIPVPNINST）_91652970.md,修改 SFIP VPN实例（MOD SFIPVPNINST）_91652970.md,UDG,SFIP管理,网络管理,SFIP VPN实例,,SFIP管理 / 网络管理 / SFIP VPN实例,修改 SFIP VPN实例,MOD SFIPVPNINST,MOD,SFIPVPNINST,91652970,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\网络管理\SFIP VPN实例\删除SFIP VPN实例（RMV SFIPVPNINST）_42536155.md,删除SFIP VPN实例（RMV SFIPVPNINST）_42536155.md,UDG,SFIP管理,网络管理,SFIP VPN实例,,SFIP管理 / 网络管理 / SFIP VPN实例,删除SFIP VPN实例,RMV SFIPVPNINST,RMV,SFIPVPNINST,42536155,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\网络管理\SFIP VPN实例\查询SFIP VPN实例（LST SFIPVPNINST）_91417210.md,查询SFIP VPN实例（LST SFIPVPNINST）_91417210.md,UDG,SFIP管理,网络管理,SFIP VPN实例,,SFIP管理 / 网络管理 / SFIP VPN实例,查询SFIP VPN实例,LST SFIPVPNINST,LST,SFIPVPNINST,91417210,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\网络管理\SFIP VPN实例\添加SFIP VPN实例（ADD SFIPVPNINST）_42491897.md,添加SFIP VPN实例（ADD SFIPVPNINST）_42491897.md,UDG,SFIP管理,网络管理,SFIP VPN实例,,SFIP管理 / 网络管理 / SFIP VPN实例,添加SFIP VPN实例,ADD SFIPVPNINST,ADD,SFIPVPNINST,42491897,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\网络管理\SFIP业务IP\修改SFIP业务IP（MOD SFIPSRVIP）_91652972.md,修改SFIP业务IP（MOD SFIPSRVIP）_91652972.md,UDG,SFIP管理,网络管理,SFIP业务IP,,SFIP管理 / 网络管理 / SFIP业务IP,修改SFIP业务IP,MOD SFIPSRVIP,MOD,SFIPSRVIP,91652972,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\网络管理\SFIP业务IP\删除SFIP业务IP（RMV SFIPSRVIP）_42536159.md,删除SFIP业务IP（RMV SFIPSRVIP）_42536159.md,UDG,SFIP管理,网络管理,SFIP业务IP,,SFIP管理 / 网络管理 / SFIP业务IP,删除SFIP业务IP,RMV SFIPSRVIP,RMV,SFIPSRVIP,42536159,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\网络管理\SFIP业务IP\查询SFIP业务IP（LST SFIPSRVIP）_91417212.md,查询SFIP业务IP（LST SFIPSRVIP）_91417212.md,UDG,SFIP管理,网络管理,SFIP业务IP,,SFIP管理 / 网络管理 / SFIP业务IP,查询SFIP业务IP,LST SFIPSRVIP,LST,SFIPSRVIP,91417212,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\SFIP管理\网络管理\SFIP业务IP\添加SFIP业务IP（ADD SFIPSRVIP）_42491899.md,添加SFIP业务IP（ADD SFIPSRVIP）_42491899.md,UDG,SFIP管理,网络管理,SFIP业务IP,,SFIP管理 / 网络管理 / SFIP业务IP,添加SFIP业务IP,ADD SFIPSRVIP,ADD,SFIPSRVIP,42491899,no,3
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\IMSI组配置\删除IMSI和IMSI组绑定关系（RMV IMSIBINDGRP）_93615519.md,删除IMSI和IMSI组绑定关系（RMV IMSIBINDGRP）_93615519.md,UDG,TCP优化服务管理,IMSI组配置,,,TCP优化服务管理 / IMSI组配置,删除IMSI和IMSI组绑定关系,RMV IMSIBINDGRP,RMV,IMSIBINDGRP,93615519,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\IMSI组配置\增加IMSI和IMSI组绑定关系（ADD IMSIBINDGRP）_93335769.md,增加IMSI和IMSI组绑定关系（ADD IMSIBINDGRP）_93335769.md,UDG,TCP优化服务管理,IMSI组配置,,,TCP优化服务管理 / IMSI组配置,增加IMSI和IMSI组绑定关系,ADD IMSIBINDGRP,ADD,IMSIBINDGRP,93335769,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\IMSI组配置\查询IMSI和IMSI组绑定关系（LST IMSIBINDGRP）_87096438.md,查询IMSI和IMSI组绑定关系（LST IMSIBINDGRP）_87096438.md,UDG,TCP优化服务管理,IMSI组配置,,,TCP优化服务管理 / IMSI组配置,查询IMSI和IMSI组绑定关系,LST IMSIBINDGRP,LST,IMSIBINDGRP,87096438,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\IP地址隔离功能\查询IP地址隔离功能配置（LST TOIPISOLATION）_59506584.md,查询IP地址隔离功能配置（LST TOIPISOLATION）_59506584.md,UDG,TCP优化服务管理,IP地址隔离功能,,,TCP优化服务管理 / IP地址隔离功能,查询IP地址隔离功能配置,LST TOIPISOLATION,LST,TOIPISOLATION,59506584,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\IP地址隔离功能\设置IP地址隔离开关（SET TOIPISOLATION）_59028942.md,设置IP地址隔离开关（SET TOIPISOLATION）_59028942.md,UDG,TCP优化服务管理,IP地址隔离功能,,,TCP优化服务管理 / IP地址隔离功能,设置IP地址隔离开关,SET TOIPISOLATION,SET,TOIPISOLATION,59028942,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\TCP MSS配置\查询Tcp Mss配置（LST TOMSSCFG）_31139797.md,查询Tcp Mss配置（LST TOMSSCFG）_31139797.md,UDG,TCP优化服务管理,TCP MSS配置,,,TCP优化服务管理 / TCP MSS配置,查询Tcp Mss配置,LST TOMSSCFG,LST,TOMSSCFG,31139797,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\TCP MSS配置\设置Tcp Mss配置（SET TOMSSCFG）_44249090.md,设置Tcp Mss配置（SET TOMSSCFG）_44249090.md,UDG,TCP优化服务管理,TCP MSS配置,,,TCP优化服务管理 / TCP MSS配置,设置Tcp Mss配置,SET TOMSSCFG,SET,TOMSSCFG,44249090,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\TCP Socket缓存配置\查询TCP Socket缓存配置（LST TOMEMCFG）_44038780.md,查询TCP Socket缓存配置（LST TOMEMCFG）_44038780.md,UDG,TCP优化服务管理,TCP Socket缓存配置,,,TCP优化服务管理 / TCP Socket缓存配置,查询TCP Socket缓存配置,LST TOMEMCFG,LST,TOMEMCFG,44038780,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\TCP Socket缓存配置\设置TCP Socket缓存配置（SET TOMEMCFG）_31379097.md,设置TCP Socket缓存配置（SET TOMEMCFG）_31379097.md,UDG,TCP优化服务管理,TCP Socket缓存配置,,,TCP优化服务管理 / TCP Socket缓存配置,设置TCP Socket缓存配置,SET TOMEMCFG,SET,TOMEMCFG,31379097,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\TCP Tun接口配置\查询TCP Tun接口配置（LST TOTUNCFG）_31139801.md,查询TCP Tun接口配置（LST TOTUNCFG）_31139801.md,UDG,TCP优化服务管理,TCP Tun接口配置,,,TCP优化服务管理 / TCP Tun接口配置,查询TCP Tun接口配置,LST TOTUNCFG,LST,TOTUNCFG,31139801,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\TCP Tun接口配置\设置TCP Tun接口配置（SET TOTUNCFG）_44249094.md,设置TCP Tun接口配置（SET TOTUNCFG）_44249094.md,UDG,TCP优化服务管理,TCP Tun接口配置,,,TCP优化服务管理 / TCP Tun接口配置,设置TCP Tun接口配置,SET TOTUNCFG,SET,TOTUNCFG,44249094,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\TCP代理配置\查询TCP代理配置（LST TOPROXYCFG）_44038788.md,查询TCP代理配置（LST TOPROXYCFG）_44038788.md,UDG,TCP优化服务管理,TCP代理配置,,,TCP优化服务管理 / TCP代理配置,查询TCP代理配置,LST TOPROXYCFG,LST,TOPROXYCFG,44038788,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\TCP代理配置\设置TCP代理配置（SET TOPROXYCFG）_31379105.md,设置TCP代理配置（SET TOPROXYCFG）_31379105.md,UDG,TCP优化服务管理,TCP代理配置,,,TCP优化服务管理 / TCP代理配置,设置TCP代理配置,SET TOPROXYCFG,SET,TOPROXYCFG,31379105,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\TCP优化策略优先级\查询TCP优化策略组合优先级（LST TOPLYPRIORITY）_86616998.md,查询TCP优化策略组合优先级（LST TOPLYPRIORITY）_86616998.md,UDG,TCP优化服务管理,TCP优化策略优先级,,,TCP优化服务管理 / TCP优化策略优先级,查询TCP优化策略组合优先级,LST TOPLYPRIORITY,LST,TOPLYPRIORITY,86616998,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\TCP优化策略优先级\设置TCP优化策略组合优先级（SET TOPLYPRIORITY）_87336172.md,设置TCP优化策略组合优先级（SET TOPLYPRIORITY）_87336172.md,UDG,TCP优化服务管理,TCP优化策略优先级,,,TCP优化服务管理 / TCP优化策略优先级,设置TCP优化策略组合优先级,SET TOPLYPRIORITY,SET,TOPLYPRIORITY,87336172,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\TCP优化策略匹配\删除TCP优化策略匹配规则（RMV TOPOLICYMATCH）_87096440.md,删除TCP优化策略匹配规则（RMV TOPOLICYMATCH）_87096440.md,UDG,TCP优化服务管理,TCP优化策略匹配,,,TCP优化服务管理 / TCP优化策略匹配,删除TCP优化策略匹配规则,RMV TOPOLICYMATCH,RMV,TOPOLICYMATCH,87096440,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\TCP优化策略匹配\增加TCP优化策略匹配规则（ADD TOPOLICYMATCH）_93615521.md,增加TCP优化策略匹配规则（ADD TOPOLICYMATCH）_93615521.md,UDG,TCP优化服务管理,TCP优化策略匹配,,,TCP优化服务管理 / TCP优化策略匹配,增加TCP优化策略匹配规则,ADD TOPOLICYMATCH,ADD,TOPOLICYMATCH,93615521,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\TCP优化策略匹配\查询TCP优化策略匹配规则（LST TOPOLICYMATCH）_93415787.md,查询TCP优化策略匹配规则（LST TOPOLICYMATCH）_93415787.md,UDG,TCP优化服务管理,TCP优化策略匹配,,,TCP优化服务管理 / TCP优化策略匹配,查询TCP优化策略匹配规则,LST TOPOLICYMATCH,LST,TOPOLICYMATCH,93415787,no,2
D:\mywork\KnowledgeBase\SFCGraph\output\UDG_Product_Documentation_CH_20.15.2\OM参考\命令\UDG MML命令\TCP优化服务管理\TCP优化评估配置\查询TCP优化评估配置信息（LST TOEVALUATEPARA）_08865124.md,查询TCP优化评估配置信息（LST TOEVALUATEPARA）_08865124.md,UDG,TCP优化服务管理,TCP优化评估配置,,,TCP优化服务管理 / TCP优化评估配置,查询TCP优化评估配置信息,LST TOEVALUATEPARA,LST,TOEVALUATEPARA,08865124,no,2
